"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"1+1>2: Programming Know-What and Know-How Knowledge Fusion, Semantic Enrichment and Coherent Application","Q. Huang; Z. Yuan; Z. Xing; Z. Zuo; C. Wang; X. Xia","School of Computer Information Engineering, Jiangxi Normal University, Nanchang, China; School of Computer Information Engineering, Jiangxi Normal University, Nanchang, China; Australian National University Australia, Canberra, ACT, Australia; School of Computer Information Engineering, Jiangxi Normal University, Nanchang, China; School of Computer Information Engineering, Jiangxi Normal University, Nanchang, China; HuaWei, Shenzhen, China",IEEE Transactions on Services Computing,"13 Jun 2023","2023","16","3","1540","1554","Software programming requires both API reference (know-what) knowledge and programming task (know-how) knowledge. Lots of programming know-what and know-how knowledge is documented in text, for example, API reference documentation and programming tutorials. To improve knowledge accessibility and usage, several recent studies use Natural Language Processing (NLP) methods to construct API know-what knowledge graph (API-KG) and programming task know-how knowledge graph (Task-KG) from software documentation. Although being promising, current API-KG and Task-KG are independent of each other, and thus are void of inherent connections between the two types of knowledge. Our empirical study on Stack Overflow questions confirms that only 36% of the API usage problems can be answered by the know-how or the know-what knowledge alone, while the rest questions requires a fusion of both. Inspired by this observation, we make the first attempt to fuse API-KG and Task-KG by API entity linking. This fusion creates nine categories of API semantic relations and two types of task semantic relations which are not present in the stand-alone API-KG or Task-KG. According to the definitions of these new API and task semantic relations, our approach dives deeper than surface-level API linking of API-KG and Task-KG, and infer nine categories of API semantic relations from task descriptions and two types of task semantic relations with the assistance of API-KG, which enrich the declaration or syntactic relations in the current API-KG and Task-KG. Our fused and semantically-enriched API-Task KG supports coherent API/Task-centric knowledge search by text or code queries. We have implemented our approach on Java programming documentation and built a web tool to search and explore API and programming task knowledge. Our evaluation confirms the high-accuracy of our knowledge extraction, fusion and enrichment methods, and the effectiveness and usefulness of our API-Task KG for answering Stack Overflow questions.","1939-1374","","10.1109/TSC.2022.3207273","National Nature Science Foundation of China(grant numbers:61902162,61862033,62262031); Nature Science Foundation of Jiangxi Province(grant numbers:20202BAB202015); Postgraduate Innovation Fund Project of Jiangxi Province(grant numbers:YC2021-S308); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9894095","Software programming;knowledge graph;knowledge fusion;semantic enrichment;knowledge search","Task analysis;Semantics;Programming;Java;Codes;Tutorials;Documentation","","5","","34","IEEE","16 Sep 2022","","","IEEE","IEEE Journals"
"Document Summarization for Answering Non-Factoid Queries","E. Yulianti; R. -C. Chen; F. Scholer; W. B. Croft; M. Sanderson","Universitas Indonesia, Jawa Barat, Indonesia; RMIT University, Melbourne, VIC, Australia; RMIT University, Melbourne, VIC, Australia; RMIT University, Melbourne, VIC, Australia; RMIT University, Melbourne, VIC, Australia",IEEE Transactions on Knowledge and Data Engineering,"6 Dec 2017","2018","30","1","15","28","We formulate a document summarization method to extract passage-level answers for non-factoid queries, referred to as answer-biased summaries. We propose to use external information from related Community Question Answering (CQA) content to better identify answer bearing sentences. Three optimization-based methods are proposed: (i) query-biased, (ii) CQA-answer-biased, and (iii) expanded-query-biased, where expansion terms were derived from related CQA content. A learning-to-rank-based method is also proposed that incorporates a feature extracted from related CQA content. Our results show that even if a CQA answer does not contain a perfect answer to a query, their content can be exploited to improve the extraction of answer-biased summaries from other corpora. The quality of CQA content is found to impact on the accuracy of optimization-based summaries, though medium quality answers enable the system to achieve a comparable (and in some cases superior) accuracy to state-of-the-art techniques. The learning-to-rank-based summaries, on the other hand, are not significantly influenced by CQA quality. We provide a recommendation of the best use of our proposed approaches in regard to the availability of different quality levels of related CQA content. As a further investigation, the reliability of our approaches was tested on another publicly available dataset.","1558-2191","","10.1109/TKDE.2017.2754373","Australian Research Council(grant numbers:DP140102655); Indonesia Endowment Fund for Education (LPDP); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8046046","Document summarization;answer-biased summaries;non-factoid queries;CQA;optimization;learning-to-rank","Knowledge discovery;Feature extraction;Data mining;Search engines;Optimization;Google;Web search","","28","","54","IEEE","19 Sep 2017","","","IEEE","IEEE Journals"
"Modeling and Learning Distributed Word Representation with Metadata for Question Retrieval","G. Zhou; J. X. Huang","School of Computer, Central China Normal University, Wuhan, Hubei, China; School of Computer, Central China Normal University, Wuhan, Hubei, China",IEEE Transactions on Knowledge and Data Engineering,"28 Apr 2017","2017","29","6","1226","1239","Community question answering (cQA) has become an important issue due to the popularity of cQA archives on the Web. This paper focuses on addressing the lexical gap problem in question retrieval. Question retrieval in cQA archives aims to find the existing questions that are semantically equivalent or relevant to the queried questions. However, the lexical gap problem brings a new challenge for question retrieval in cQA. In this paper, we propose to model and learn distributed word representations with metadata of category information within cQA pages for question retrieval using two novel category powered models. One is a basic category powered model called MB-NET and the other one is an enhanced category powered model called ME-NET which can better learn the distributed word representations and alleviate the lexical gap problem. To deal with the variable size of word representation vectors, we employ the framework of fisher kernel to transform them into the fixed-length vectors. Experimental results on large-scale English and Chinese cQA data sets show that our proposed approaches can significantly outperform state-of-the-art retrieval models for question retrieval in cQA. Moreover, we further conduct our approaches on large-scale automatic evaluation experiments. The evaluation results show that promising and significant performance improvements can be achieved.","1558-2191","","10.1109/TKDE.2017.2665625","National Natural Science Foundation of China(grant numbers:61573163); Fundamental Research Funds for the Central Universities(grant numbers:CCNU16A02024); Wuhan Youth Science and Technology plan; Natural Sciences and Engineering Research Council (NSERC) of Canada; NSERC CREATE; ADERSIM; York Research Chairs (YRC) program, and an Ontario Research Fund-Research Excellence (ORF-RE); BRAIN Alliance; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7847319","Natural language processing;information retrieval;community question answering;question retrieval;text mining","Metadata;Semantics;Context modeling;Knowledge discovery;Computational modeling;Kernel;Aggregates","","26","","68","IEEE","8 Feb 2017","","","IEEE","IEEE Journals"
"Incorporating Social Role Theory into Topic Models for Social Media Content Analysis","W. X. Zhao; J. Wang; Y. He; J. -Y. Nie; J. -R. Wen; X. Li","School of Information, Renmin University of China, Beijing, China; School of Electronic Engineering and Computer Science, Peking University, Beijing, China; School of Engineering and Applied Science, Aston University, Birmingham, United Kingdom; Université de Montréal, Montreal, QC, Canada; School of Information, Renmin University of China, Beijing, China; School of Electronic Engineering and Computer Science, Peking University, Beijing, China",IEEE Transactions on Knowledge and Data Engineering,"5 Mar 2015","2015","27","4","1032","1044","In this paper, we explore the idea of social role theory (SRT) and propose a novel regularized topic model which incorporates SRT into the generative process of social media content. We assume that a user can play multiple social roles, and each social role serves to fulfil different duties and is associated with a role-driven distribution over latent topics. In particular, we focus on social roles corresponding to the most common social activities on social networks. Our model is instantiated on microblogs, i.e., Twitter and community question-answering (cQA), i.e., Yahoo! Answers, where social roles on Twitter include “originators” and “propagators”, and roles on cQA are “askers” and “answerers”. Both explicit and implicit interactions between users are taken into account and modeled as regularization factors. To evaluate the performance of our proposed method, we have conducted extensive experiments on two Twitter datasets and two cQA datasets. Furthermore, we also consider multi-role modeling for scientific papers where an author’s research expertise area is considered as a social role. A novel application of detecting users’ research interests through topical keyword labeling based on the results of our multi-role model has been presented. The evaluation results have shown the feasibility and effectiveness of our model.","1558-2191","","10.1109/TKDE.2014.2359672","National Key Basic Research Program (973 Program) of China(grant numbers:2014CB340403); National Natural Science Foundation of China(grant numbers:M13210007); 973 Program(grant numbers:2014CB340405); NSFC(grant numbers:61272340); EPSRC(grant numbers:EP/L010690/1); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6906267","Topic models;social role theory;social media","Twitter;Analytical models;Media;Mathematical model;Indexes;Context modeling","","25","","27","IEEE","22 Sep 2014","","","IEEE","IEEE Journals"
"Joint Implicit and Explicit Neural Networks for Question Recommendation in CQA Services","H. Tu; J. Wen; A. Sun; X. Wang","National Laboratory of Parallel and Distributed Processing, National University of Defense Technology, Changsha, China; College of Information Science and Engineering, Guilin University of Technology, Guilin, China; School of Computer Science and Engineering, Nanyang Technological University, Singapore; National Laboratory of Parallel and Distributed Processing, National University of Defense Technology, Changsha, China",IEEE Access,"11 Dec 2018","2018","6","","73081","73092","Community question answering (CQA) services have emerged as a type of popular social platforms. In the social network, experts provide knowledgeable answers to the questions in their domain of expertise, while celebrities publish influential opinions toward the topics led by some questions. Given the large amount of knowledge organized in the format of question–answers, an interesting research problem is to recommend questions to users so as to maximize their engagements with the platform. However, recommending questions in CQA services is a non-trivial task. Data sources in the CQA services are of different types. It is challenging to incorporate heterogeneous information for the recommendation task. Furthermore, data sparsity is an inherent problem in such platforms. In this paper, we propose a model that is able to jointly model both implicit and explicit information for question recommendation. The model integrates multiple data sources and addresses the problem of data heterogeneity. In the proposed model, we dynamically discover latent user groups and incorporate those hierarchical information to bridge the semantic gaps among users in the shared latent space. We evaluate the proposed model on two real-world datasets, and demonstrate that our model outperforms the state-of-the-art alternatives by a large margin. We also investigate different structures of the proposed model to study the effects of different data sources.","2169-3536","","10.1109/ACCESS.2018.2881119","National Natural Science Foundation of China(grant numbers:61070203,61202484,61472434,61572512,61502510); Singapore Ministry of Education Academic Research Fund Tier-2(grant numbers:MOE2014-T2-2-066); National Key Laboratory of High Performance Computing(grant numbers:20124307120033); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8533328","Data mining;neural networks;recommender systems","Neural networks;Feature extraction;Semantics;Task analysis;Social network services;Data models;Bridges","","10","","48","OAPA","13 Nov 2018","","","IEEE","IEEE Journals"
"Microblogging in a Classroom: Classifying Students' Relevant and Irrelevant Questions in a Microblogging-Supported Classroom","S. Cetintas; L. Si; H. P. Aagard; K. Bowen; M. Cordova-Sanchez","Department of Computer Sciences, Purdue University, West Lafayette, IN, USA; Department of Computer Sciences, Purdue University, West Lafayette, IN, USA; Rosen Center of Advanced Computing, Purdue University, West Lafayette, IN, USA; Rosen Center of Advanced Computing, Purdue University, West Lafayette, IN, USA; Department of Computer Sciences, Purdue University, West Lafayette, IN, USA",IEEE Transactions on Learning Technologies,"8 Dec 2011","2011","4","4","292","300","Microblogging is a popular technology in social networking applications that lets users publish online short text messages (e.g., less than 200 characters) in real time via the web, SMS, instant messaging clients, etc. Microblogging can be an effective tool in the classroom and has lately gained notable interest from the education community. This paper proposes a novel application of text categorization for two types of microblogging questions asked in a classroom, namely relevant (i.e., questions that the teacher wants to address in the class) and irrelevant questions. Empirical results and analysis show that using personalization together with question text leads to better categorization accuracy than using question text alone. It is also beneficial to utilize the correlation between questions and available lecture materials as well as the correlation between questions asked in a lecture. Furthermore, empirical results also show that the elimination of stopwords leads to better correlation estimation between questions and leads to better categorization accuracy. On the other hand, incorporating students' votes on the questions does not improve categorization accuracy, although a similar feature has been shown to be effective in community question answering environments for assessing question quality.","1939-1382","","10.1109/TLT.2011.14","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5744069","Education;computer uses in education.","Electronic publishing;Support vector machines;Social network services;Blogs;Text categorization","","9","","33","IEEE","7 Apr 2011","","","IEEE","IEEE Journals"
"Improving Question Intent Identification by Exploiting Its Synergy With User Age","O. Díaz; A. Figueroa","Departamento de Ciencias de la Ingeniería, Facultad de Ingeniería, Universidad Andrés Bello, Santiago, Chile; Departamento de Informática y Computación, Universidad Tecnológica Metropolitana, Santiago, Chile",IEEE Access,"17 Oct 2023","2023","11","","112044","112059","At their heart, community Question-Answering (cQA) services are social networks that allow their members to prompt any kind of question expecting different answers produced by several community peers. Most of previous research on cQA has shown that questions can reflect two intents: learning information and starting a conversation. The purpose of this research is investigating the intrinsic relationship between models predicting question intent and user age. And if this relatedness can assist in overcoming one of the chief obstacles when constructing effective question intent recognizers: the scarcity of annotated data. The method adopted in this work involves addressing question intent recognition in a Multi-Task (MT) learning setting, where asker age identification is used as its auxiliary task. In other words, we exploit their task synergy by integrating both training signals with the aim of boosting the classification rate of question intent. Since MT learning is regarded as fruitful when a target task is improved wrt. single-task models, in our experiments, we compare four frontier frameworks with several state-of-the-art single-task neural network classifiers. In brief, our results show that a MT implementation of T5 yielded an increase of at least 10% over the best single-task models, when trained on full questions. Our experimental results also unveil that extra substantial improvements can be obtained by adjusting its parameters. All in all, we conclude that both variables are inherently related. Last but not least, we also make available a new question set labelled with the age of their askers and their intents with the hope of encouraging the research of MT learning into cQA tasks.","2169-3536","","10.1109/ACCESS.2023.3322457","Chilean Government through the project FONDECYT “Multimodal Demographics and Psychographics for Improving Engagement in Question Answering Communities”(grant numbers:1220367); Patagón supercomputer of Universidad Austral de Chile(grant numbers:FONDEQUIP EQM180042); Center for Bioinformatics and Integrative Biology (CBIB), hosted at the Faculty of Biological Sciences, Universidad Andrés Bello, Santiago, Chile; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10273378","Multi-task learning;question analysis;question answering;shared transformers","Task analysis;Multitasking;Sentiment analysis;Training;Question answering (information retrieval);Metadata;Web search;Transformers","","1","","52","CCBYNCND","6 Oct 2023","","","IEEE","IEEE Journals"
"Toward intelligent assistance for a data mining process: an ontology-based approach for cost-sensitive classification","A. Bernstein; F. Provost; S. Hill","Department of Informatics, University of Zurich, Zurich, Switzerland; Stern School of Business, New York University, New York, NY, USA; Stern School of Business, New York University, New York, NY, USA",IEEE Transactions on Knowledge and Data Engineering,"7 Mar 2005","2005","17","4","503","518","A data mining (DM) process involves multiple stages. A simple, but typical, process might include preprocessing data, applying a data mining algorithm, and postprocessing the mining results. There are many possible choices for each stage, and only some combinations are valid. Because of the large space and nontrivial interactions, both novices and data mining specialists need assistance in composing and selecting DM processes. Extending notions developed for statistical expert systems we present a prototype intelligent discovery assistant (IDA), which provides users with 1) systematic enumerations of valid DM processes, in order that important, potentially fruitful options are not overlooked, and 2) effective rankings of these valid processes by different criteria, to facilitate the choice of DM processes to execute. We use the prototype to show that an IDA can indeed provide useful enumerations and effective rankings in the context of simple classification processes. We discuss how an IDA could be an important tool for knowledge sharing among a team of data miners. Finally, we illustrate the claims with a demonstration of cost-sensitive classification using a more complicated process and data from the 1998 KDDCUP competition.","1558-2191","","10.1109/TKDE.2005.67","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1401890","Index Terms- Cost-sensitive learning;data mining;data mining process;intelligent assistants;knowledge discovery;knowledge discovery process;machine learning;metalearning.","Data mining;Ontologies;Delta modulation;Prototypes;Bayesian methods;Machine learning;Space exploration;Expert systems;Learning systems;Machine learning algorithms","","127","4","61","IEEE","7 Mar 2005","","","IEEE","IEEE Journals"
"Distilled Siamese Networks for Visual Tracking","J. Shen; Y. Liu; X. Dong; X. Lu; F. S. Khan; S. Hoi","Department of Computer and Information Science, State Key Laboratory of Internet of Things for Smart City, University of Macau, Macau, China; School of Computer Science, Beijing Institute of Technology, Beijing, China; Inception Institute of Artificial Intelligence, Abu Dhabi, UAE; School of Software, Shandong University, Jinan, Shandong, China; Inception Institute of Artificial Intelligence, Abu Dhabi, UAE; School of Information Systems, Singapore Management University, Singapore",IEEE Transactions on Pattern Analysis and Machine Intelligence,"7 Nov 2022","2022","44","12","8896","8909","In recent years, Siamese network based trackers have significantly advanced the state-of-the-art in real-time tracking. Despite their success, Siamese trackers tend to suffer from high memory costs, which restrict their applicability to mobile devices with tight memory budgets. To address this issue, we propose a distilled Siamese tracking framework to learn small, fast and accurate trackers (students), which capture critical knowledge from large Siamese trackers (teachers) by a teacher-students knowledge distillation model. This model is intuitively inspired by the one teacher versus multiple students learning method typically employed in schools. In particular, our model contains a single teacher-student distillation module and a student-student knowledge sharing mechanism. The former is designed using a tracking-specific distillation strategy to transfer knowledge from a teacher to students. The latter is utilized for mutual learning between students to enable in-depth knowledge understanding. Extensive empirical evaluations on several popular Siamese trackers demonstrate the generality and effectiveness of our framework. Moreover, the results on five tracking benchmarks show that the proposed distilled trackers achieve compression rates of up to 18× and frame-rates of 265 FPS, while obtaining comparable tracking accuracy compared to base models.","1939-3539","","10.1109/TPAMI.2021.3127492","National Natural Science Foundation of China(grant numbers:62106128); Natural Science Foundation of Shandong Province(grant numbers:ZR202102240155); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9612065","Siamese network;teacher-students;knowledge distillation;visual object tracking;siamese trackers","Training;Target tracking;Real-time systems;Visualization;Correlation;Knowledge engineering;Feature extraction","Humans;Algorithms;Learning","102","","86","IEEE","11 Nov 2021","","","IEEE","IEEE Journals"
"Cloud-Based Virtual Laboratory for Network Security Education","L. Xu; D. Huang; W. -T. Tsai","School of Computing Informatics Decision Systems Engineering, Arizona State University, Tempe, AZ; School of Computing Informatics Decision Systems Engineering, Arizona State University, Tempe, AZ; School of Computing Informatics Decision Systems Engineering, Arizona State University, Tempe, AZ",IEEE Transactions on Education,"31 Jul 2014","2014","57","3","145","150","Hands-on experiments are essential for computer network security education. Existing laboratory solutions usually require significant effort to build, configure, and maintain and often do not support reconfigurability, flexibility, and scalability. This paper presents a cloud-based virtual laboratory education platform called V-Lab that provides a contained experimental environment for hands-on experiments using virtualization technologies (such as Xen or KVM Cloud Platform) and OpenFlow switches. The system can be securely accessed through OpenVPN, and students can remotely control the virtual machines (VMs) and perform the experimental tasks. The V-Lab platform also offers an interactive Web GUI for resource management and a social site for knowledge sharing and contribution. By using a flexible and configurable design, V-Lab integrates pedagogical models into curriculum design and provides a progressive learning path with a series of experiments for network security education. Since summer 2011, V-Lab has served more than 1000 students from six courses across over 20 experiments. The evaluation demonstrates that the platform and curriculum have produced excellent results and helped students understand and build up computer security knowledge to solve real-world problems.","1557-9638","","10.1109/TE.2013.2282285","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6632976","Collaborative learning;network security;virtual laboratory","Education;Security;Laboratories;Knowledge engineering;Servers;Resource management;Modeling","","102","","32","IEEE","17 Oct 2013","","","IEEE","IEEE Journals"
