"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Context-Aware Blockchain-Based Crowdsourcing Framework: Open Challenges and Opportunities","M. Kadadha; S. Singh; R. Mizouni; H. Otrok","EECS Department, Khalifa University, Abu Dhabi, UAE; EECS Department, Khalifa University, Abu Dhabi, UAE; EECS Department, Khalifa University, Abu Dhabi, UAE; EECS Department, Khalifa University, Abu Dhabi, UAE",IEEE Access,"13 Sep 2022","2022","10","","93659","93673","Crowdsourcing is a rapidly growing paradigm that commercial platforms such as Amazon MTurk and UpWork are adopting for allocating tasks to workers. Such frameworks typically employ a centralized infrastructure to implement required mechanisms such as task allocation, submission evaluation, and payment computation. However, centralized deployment comes with unresolved challenges in terms of trust, reliability, and transparency. Blockchain technology has been embraced for the deployment of crowdsourcing frameworks to enable trusted and autonomous execution. Each of the existing Blockchain-based crowdsourcing/ crowdsensing framework targets a specific application context due to the constraint capabilities of Blockchain. In this paper, we propose a context-aware Blockchain-based crowdsourcing framework where the context is defined by task requirements and workers’ availability. The proposed framework is developed upon the review of existing works integrating Blockchain and crowdsourcing where the challenges and future directions are identified. The proposed framework has two classes of components: 1) core components implementing the basic framework functionalities, and 2) advanced components which are context and data managers that help improve the framework performance. The Advanced Context Manager is designed to monitor the current context and select the mechanisms to run for the core components accordingly. The core components are implemented as smart contracts on Blockchain for autonomous and trusted execution, while the advanced components are implemented spanning Blockchain and the cloud for flexibility and scalability. A case study demonstrating the performance of context-aware task allocation algorithms is presented. It shows how capturing the current system context can help achieve better overall performance based on the objective of the sensing application under consideration.","2169-3536","","10.1109/ACCESS.2022.3203850","Khalifa University of Science and Technology-Competitive Internal Research Award(grant numbers:CIRA-2020-028); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9874795","Crowdsourcing;blockchain;smart contracts;task allocation;context","Resource management;Crowdsourcing;Blockchains;Sensors;Smart contracts;Optimization;Context awareness","","4","","57","CCBY","1 Sep 2022","","","IEEE","IEEE Journals"
"Eliciting Joint Truthful Answers and Profiles From Strategic Workers in Mobile Crowdsourcing Systems","M. Xiao; W. Jin; C. Li; M. Li","Department of Computer Science and Engineering, The University of Texas at Arlington, Arlington, TX, USA; College of Computer Science and Electronic Engineering, Hunan University, Changsha, China; Department of Computer Science and Engineering, The University of Texas at Arlington, Arlington, TX, USA; Department of Computer Science and Engineering, The University of Texas at Arlington, Arlington, TX, USA",IEEE Transactions on Mobile Computing,"30 Jun 2023","2023","22","8","4620","4633","Mobile crowdsourcing has emerged as a promising paradigm that applies the principle of crowdsourcing to perform tasks of mobility requirement. Due to the openness of mobile crowdsourcing, workers may yield low-quality task answers. To alleviate this problem, substantial efforts have been devoted to elicit truthful data from workers. On the other hand, to facilitate task assignment, workers are required to upload the platform their profiles, such as locations and expertise. Therefore, task assignment outcomes and thus mobile crowdsourcing service accuracy is subject to the quality of workers’ self-reported profiles. In this paper, we leverage incentive design to motivate workers to honestly reveal both task answers and their profiles. The challenge is to design one incentive payment for truth elicitation in two kinds of submissions. For this, we first derive the sufficient and necessary conditions for answer truthfulness and profile truthfulness separately. We then construct an incentive optimization problem that incorporates these conditions as constraints. Its optimal solution lists the payment to each worker that elicits answers and profiles jointly. Our proposed mechanism, with a formally proved bounded approximation ratio, ensures that truth-telling is a Bayesian Nash equilibrium. We prototype the mechanism and conduct a series of experiments that involve 30 volunteers to validate the efficacy and efficiency of the proposed mechanism.","1558-0660","","10.1109/TMC.2022.3159228","National Science Foundation(grant numbers:CNS-1943509,OIA-1937143); Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9735304","Mobile crowdsourcing;joint answer and profile truthfulness;incentive mechanism design","Task analysis;Crowdsourcing;Costs;Sensors;Mobile handsets;Mobile computing;Bayes methods","","4","","44","IEEE","15 Mar 2022","","","IEEE","IEEE Journals"
"Privacy-Friendly Spatial Crowdsourcing in Vehicular Networks","C. Huang; R. Lu; H. Zhu","Department of Electrical and Computer Engineering, University of Waterloo, Waterloo ON N2L 3G1, Canada; Faculty of Computer Science, University of New Brunswick, Fredericton NB E3B 5A3, Canada; School of Cyber Engineering, Xidian University, Xi'an 710126, China",Journal of Communications and Information Networks,"6 Feb 2020","2017","2","2","59","74","With the evolution of conventional VANETs (Vehicle Ad-hoc Networks) into the IoV (Internet of Vehicles), vehicle-based spatial crowdsourcing has become a potential solution for crowdsourcing applications. In vehicular networks, a spatial-temporal task/question can be outsourced (i.e., task/question relating to a particular location and in a specific time period) to some suitable smart vehicles (also known as workers) and then these workers can help solve the task/question. However, an inevitable barrier to the widespread deployment of spatial crowdsourcing applications in vehicular networks is the concern of privacy. Hence, We propose a novel privacy-friendly spatial crowdsourcing scheme. Unlike the existing schemes, the proposed scheme considers the privacy issue from a new perspective according that the spatial-temporal tasks can be linked and analyzed to break the location privacy of workers. Specifically, to address the challenge, three privacy requirements (i.e. anonymity, untraceability, and unlinkability) are defined and the proposed scheme combines an efficient anonymous technique with a new composite privacy metric to protect against attackers. Detailed privacy analyses show that the proposed scheme is privacy-friendly. In addition, performance evaluations via extensive simulations are also conducted, and the results demonstrate the efficiency and effectiveness of the proposed scheme.","2509-3312","","10.1007/s41650-017-0017-7","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8932230","spatial crowdsourcing;vehicular networks;location privacy;IoV (Internet of Vehicles);privacy metric","Task analysis;Crowdsourcing;Privacy;Sensors;Measurement;Trajectory;Servers","","4","","","","6 Feb 2020","","","PTP","PTP Journals"
"Robust Cumulative Crowdsourcing Framework Using New Incentive Payment Function and Joint Aggregation Model","K. Ghasedi Dizaji; H. Gao; Y. Yang; H. Huang; C. Deng","Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Xidian University, Xi’an, China; Department of Electrical and Computer Engineering, University of Pittsburgh, Pittsburgh, PA, USA; Xidian University, Xi’an, China",IEEE Transactions on Neural Networks and Learning Systems,"29 Oct 2020","2020","31","11","4610","4621","In recent years, crowdsourcing has gained tremendous attention in the machine learning community due to the increasing demand for labeled data. However, the labels collected by crowdsourcing are usually unreliable and noisy. This issue is mainly caused by: 1) nonflexible data collection mechanisms; 2) nonincentive payment functions; and 3) inexpert crowd workers. We propose a new robust crowdsourcing framework as a comprehensive solution for all these challenging problems. Our unified framework consists of three novel components. First, we introduce a new flexible data collection mechanism based on the cumulative voting system, allowing crowd workers to express their confidence for each option in multi-choice questions. Second, we design a novel payment function regarding the settings of our data collection mechanism. The payment function is theoretically proved to be incentive-compatible, encouraging crowd workers to disclose truthfully their beliefs to get the maximum payment. Third, we propose efficient aggregation models, which are compatible with both single-option and multi-option crowd labels. We define a new aggregation model, called simplex constrained majority voting (SCMV), and enhance it by using the probabilistic generative model. Furthermore, fast optimization algorithms are derived for the proposed aggregation models. Experimental results indicate higher quality for the crowd labels collected by our proposed mechanism without increasing the cost. Our aggregation models also outperform the state-of-the-art models on multiple crowdsourcing data sets in terms of accuracy and convergence speed.","2162-2388","","10.1109/TNNLS.2019.2956523","National Natural Science Foundation of China(grant numbers:61572388,61703327); Key R&D Program-The Key Industry Innovation Chain of Shaanxi(grant numbers:2017ZDCXL-GY-05-04-02,2017ZDCXL-GY-05-02,2018ZDXM-GY-176); National Key R&D Program of China(grant numbers:2017YFE0104100); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8959391","Crowdsourcing aggregation model;data collection mechanism;incentive payment function","Data collection;Crowdsourcing;Data models;Task analysis;Noise measurement;Probabilistic logic;Optimization","","3","","45","IEEE","14 Jan 2020","","","IEEE","IEEE Journals"
"Evaluating Low-Cost in Internal Crowdsourcing for Software Engineering: The Case of Feature Location in an Industrial Environment","F. Pérez; A. C. Marcén; R. Lapeña; C. Cetina","SVIT Research Group, Universidad San Jorge, Zaragoza, Spain; SVIT Research Group, Universidad San Jorge, Zaragoza, Spain; SVIT Research Group, Universidad San Jorge, Zaragoza, Spain; SVIT Research Group, Universidad San Jorge, Zaragoza, Spain",IEEE Access,"15 Apr 2020","2020","8","","65745","65757","Internal crowdsourcing in software engineering is a mechanism for recruiting engineers to carry out more efficiently software engineering tasks. However, engineers are busy resources and time is a valuable asset in industry, which hinders internal crowdsourcing in software engineering from becoming a widespread practice. In this work, we propose a low-cost variant of internal crowdsourcing for locating features in models, which limits the time that engineers can spend for providing knowledge. Our approach uses the knowledge provided by the internal crowd to automatically reformulate an initial feature description. The result is taken as input to automatically locate the relevant model fragment using Latent Semantic Indexing. We evaluate our approach using four query reformulation techniques in a real-world case study from our industrial partner. We compare the results of our approach in terms of recall, precision and F-measure with a baseline by means of statistical methods to show that the impact of the results of our approach is significant. Despite the limitation of time, the results show that low-cost in internal crowdsourcing improves significantly the results in an industrial context where engineers' availability is scarce.","2169-3536","","10.1109/ACCESS.2020.2985915","Ministerio de Economa y Competitividad(grant numbers:RTI2018-096411-B-I00); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9057505","Crowdsourced software engineering;crowdsourcing;collaborative information retrieval;query reformulation;feature location","Crowdsourcing;Software engineering;Software;Task analysis;Feature extraction;Large scale integration;Knowledge engineering","","3","","45","CCBY","6 Apr 2020","","","IEEE","IEEE Journals"
"Mobility-Aware Differentially Private Trajectory for Privacy-Preserving Continual Crowdsourcing","G. Qiu; Y. Shen","School of Computer Science and Technology, Xidian University, Xi’an, China; School of Computer Science and Technology, Xidian University, Xi’an, China",IEEE Access,"15 Feb 2021","2021","9","","26362","26376","Participating in mobile services by synthesizing trajectories with consistent lifestyle and meaningful mobility as actual traces are the most popular way to protect location privacy. However, recent trajectory synthesizing techniques are still threatened by the information that the attacker inevitably obtains, such as the locations of the accepted tasks in the crowdsourcing application. With this information and the spatiotemporal correlation hidden in the user's mobility, the attacker can infer the user's actual location and even future behaviors. It remains open to defend against such inferential attacks in the continual crowdsourcing scenarios. In this paper, we propose a mobility-aware differentially private solution, ConCrowdDP, for achieving the privacy-preserving continual crowdsourcing application. Specifically, before starting the application, we first construct a spatiotemporal mobile model, STMarkov, to model the spatiotemporal correlation in users' mobility. Then, a perturbed location is generated for the user to participate in the crowdsourcing application, according to STMarkov and K-norm DP. Finally, we eliminate the privacy threat brought by the accepted task based on K-norm DP and Bayesian posterior theorem. With ConCrowd-DP in place, a mobility-aware differentially private trace is generated for the user to participate in the application continually. Extensive experiments with real-world datasets demonstrate that ConCrowd-DP guarantees the usability of the synthesized trajectory effectively, while providing the DP protection for defending against the inferential attacks which stem from the multiple accepted tasks.","2169-3536","","10.1109/ACCESS.2021.3058211","National Key Research and Development Program of China(grant numbers:2018YFE0207600); National Natural Science Foundation of China(grant numbers:U1736216,61571352,61602364); Project of Hainan Province Key Research and Development Program(grant numbers:ZDYF2019202); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9350628","Location privacy preservation;trajectory prediction;inferential attacks;differential privacy;continual location sharing","Task analysis;Crowdsourcing;Privacy;Spatiotemporal phenomena;Trajectory;Sensitivity;Correlation","","2","","38","CCBYNCND","9 Feb 2021","","","IEEE","IEEE Journals"
"Knowledge Enhanced Quality Estimation for Crowdsourcing","S. Wang; D. Dang; Z. Guo; C. Chen; W. Yu","College of Information Science and Technology, Beijing Normal University, Beijing, China; College of Information Science and Technology, Beijing Normal University, Beijing, China; College of Information Science and Technology, Beijing Normal University, Beijing, China; College of Information Science and Technology, Beijing Normal University, Beijing, China; College of Information Science and Technology, Beijing Normal University, Beijing, China",IEEE Access,"13 Aug 2019","2019","7","","106694","106704","Estimating the quality of answers is one of the challenges in crowdsourcing. The previous methods focus on the quality estimation for objective tasks, whereas subjective tasks, as a common type of crowdsourcing tasks, have not been well studied. In this paper, we focus on the quality estimation for subjective crowdsourcing tasks. Considering the high uncertainty of answers for subjective tasks, in this paper, we propose a background knowledge enhanced quality estimation method. More specifically, first we learn the distributed knowledge representation from knowledge graphs and text corpora by utilizing the multi-task learning framework. Then, we construct a pseudo-gold answer set for each task. Next, by comparing the provided answer with the derived pseudo-gold answer set, we calculate two different scores for each answer: 1) symbolic score, which measures the symbolic similarity and 2) embedding score, which indicates the embedding similarity. Finally, we get the final scores for each answer by combining these two scores. The extensive experiments on both universal and domain-specific crowdsourcing tasks show that our method can obtain better performance than other baselines.","2169-3536","","10.1109/ACCESS.2019.2932149","National Natural Science Foundation of China(grant numbers:61672102,61073034,61370064,60940032); National Social Science Foundation of China(grant numbers:BCA150050); Program for New Century Excellent Talents in University(grant numbers:NCET-10-0239); Open Project Sponsor of Beijing Key Laboratory of Intelligent Communication Software and Multimedia(grant numbers:ITSM201493); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8782113","Quality estimation;crowdsourcing;knowledge representation learning","Task analysis;Estimation;Crowdsourcing;Knowledge representation;Standards;Gold;Uncertainty","","1","","50","CCBY","30 Jul 2019","","","IEEE","IEEE Journals"
"Two-Stage Auction Mechanism for Long-Term Participation in Crowdsourcing","T. S. H. Mak; A. Y. S. Lam","Fano Labs, Hong Kong; Fano Labs, Hong Kong",IEEE Transactions on Computational Social Systems,"24 May 2023","2023","10","3","855","868","Crowdsourcing has become an important tool to collect data for various artificial intelligence applications, and auction can be an effective way to allocate work and determine reward in a crowdsourcing platform. In this article, we focus on the crowdsourcing of small tasks such as image labeling and voice recording, where we face a number of challenges. First, workers have different limits on the amount of work they would be willing to do, and they may also misreport these limits in their bid for the work. Second, if the auction is repeated over time, unsuccessful workers may dropout of the system, reducing competition and diversity. To tackle these issues, we first extend the results of the celebrated Myerson’s optimal auction mechanism for a single-parameter bid to the case where the bid consists of the unit cost of work, the maximum amount of work one is willing to do, and the actual work completed. We show that a simple payment mechanism is sufficient to ensure a dominant strategy from the workers, and that this dominant strategy is robust to the true utility function of the workers. Second, we propose a novel, flexible work allocation mechanism, which allows the requester to balance between cost efficiency and equality. While cost minimization is obviously important, encouraging equality in the allocation of work increases the diversity of the workforce as well as promotes a long-term participation on the crowdsourcing platform. Our main results are proved analytically and validated through simulations.","2329-924X","","10.1109/TCSS.2022.3149000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9721532","Auction;crowdsourcing;mechanism design;return on investment (ROI)","Crowdsourcing;Costs;Resource management;Task analysis;Games;Sensors;Crowdsensing","","1","","42","IEEE","25 Feb 2022","","","IEEE","IEEE Journals"
"NLP-Crowdsourcing Hybrid Framework for Inter-Researcher Similarity Detection","A. Correia; D. Guimarães; H. Paredes; B. Fonseca; D. Paulino; L. Trigo; P. Brazdil; D. Schneider; A. Grover; S. Jameel","INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; INESC TEC, Porto, Portugal; Federal University of Rio de Janeiro, Rio de Janeiro, Brazil; University of Nebraska at Omaha, Omaha, NE, USA; University of Southampton, Southampton, U.K.",IEEE Transactions on Human-Machine Systems,"14 Dec 2023","2023","53","6","1017","1026","Visualizing and examining the intellectual landscape and evolution of scientific communities to support collaboration is crucial for multiple research purposes. In some cases, measuring similarities and matching patterns between research publication document sets can help to identify people with similar interests for building research collaboration networks and university–industry linkages. The premise of this work is assessing feasibility for resolving ambiguous cases in similarity detection to determine authorship with natural language processing (NLP) techniques so that crowdsourcing is applied only in instances that require human judgment. Using an NLP-crowdsourcing convergence strategy, we can reduce the costs of microtask crowdsourcing while saving time and maintaining disambiguation accuracy over large datasets. This article contributes a next-gen crowd-artificial intelligence framework that used an ensemble of term frequency-inverse document frequency and bidirectional encoder representation from transformers to obtain similarity rankings for pairs of scientific documents. A sequence of content-based similarity tasks was created using a crowd-powered interface for solving disambiguation problems. Our experimental results suggest that an adaptive NLP-crowdsourcing hybrid framework has advantages for inter-researcher similarity detection tasks where fully automatic algorithms provide unsatisfactory results, with the goal of helping researchers discover potential collaborators using data-driven approaches.","2168-2305","","10.1109/THMS.2023.3319290","National Funds; Portuguese Funding Agency; Fundação Para a Ciência e a Tecnologia(grant numbers:SFRH/BD/136211/2018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10284041","Adaptive human–machine systems;bidirectional language models;crowdsourcing;human–computer interaction (HCI);natural language processing (NLP);text-based similarity algorithms;term frequency-inverse document frequency (TF-IDF)","Task analysis;Crowdsourcing;Computational modeling;Data models;Analytical models;Predictive models;Frequency measurement;Human computer interaction;Bidirectional control;Natural language processing;Text analysis","","","","68","IEEE","12 Oct 2023","","","IEEE","IEEE Journals"
"Crowdsourcing in Software Development: Empirical Support for Configuring Contests","S. Bibi; I. Zozas; A. Ampatzoglou; P. G. Sarigiannidis; G. Kalampokis; I. Stamelos","Department of Electrical and Computer Engineering, University of Western Macedonia, Kozani, Greece; Department of Electrical and Computer Engineering, University of Western Macedonia, Kozani, Greece; Department of Applied Informatics, University of Macedonia, Thessaloniki, Greece; Department of Electrical and Computer Engineering, University of Western Macedonia, Kozani, Greece; Department of Electrical and Computer Engineering, University of Western Macedonia, Kozani, Greece; Department of Informatics, Aristotle University of Thessaloniki, Thessaloniki, Greece",IEEE Access,"2 Apr 2020","2020","8","","58094","58117","Despite the extensive adoption of crowdsourcing for the timely, cost-effective, and high-quality completion of software development tasks, a large number of crowdsourced challenges are not able to acquire a winning solution, on time, and within the desired cost and quality thresholds. A possible reason for this is that we currently lack a systematic approach that would aid software managers during the process of designing software development tasks that will be crowdsourced. This paper attempts to extend the current knowledge on designing crowdsourced software development tasks, by empirically answering the following management questions: (a) what type of projects should be crowdsourced; (b) why should one crowdsource-in terms of acquired benefits; (c) where should one crowdsource-in terms of application domain; (d) when to crowdsource-referring to the time period of the year; (e) who will win or participate in the contest; and (f) how to crowdsource (define contest duration, prize, type of contest etc.) to acquire the maximum benefits-depending on the goal of crowdsourcing. To answer the aforementioned questions, we have performed a case study on 2,209 software development tasks crowdsourced through TopCoder platform. The results suggest that there are significant differences in the level to which crowdsourcing goals are reached, across different software development activities. Based on this observation we suggest that software managers should prioritize the goals of crowdsourcing, decide carefully upon the activity to be crowdsourced and then define the settings of the task.","2169-3536","","10.1109/ACCESS.2020.2982619","European Union under the Erasmus KA2; ARRANGE-ICT(grant numbers:2018-1-BG-01-KA203-048023); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9044380","Crowdsourcing;software development;success factors;crowd factors;cost;duration","Task analysis;Crowdsourcing;Software;Outsourcing;Software engineering;Decision making;Informatics","","","","40","CCBY","23 Mar 2020","","","IEEE","IEEE Journals"
