"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Impact of Personality on Task Selection in Crowdsourcing Software Development: A Sorting Approach","M. Z. Tunio; H. Luo; W. Cong; Z. Fang; A. R. Gilal; A. Abro; S. Wenhua","School of Software Engineering, Beijing University of Posts and Telecommunication, Beijing, China; Beijing Key Laboratory of Mobile Computing and Pervasive Device, Institute of Computing Technology, Chinese Academy of Sciences, Beijing, China; School of Software Engineering, Beijing University of Posts and Telecommunication, Beijing, China; School of Software Engineering, Beijing University of Posts and Telecommunication, Beijing, China; Computer Science Department, Sukkur IBA University, Sukkur Sindh, Pakistan; Computer Science Department, Sukkur IBA University, Sukkur Sindh, Pakistan; School of Software Engineering, Beijing University of Posts and Telecommunication, Beijing, China",IEEE Access,"26 Sep 2017","2017","5","","18287","18294","Growing demand for software has attracted the attention of the software development industry. Crowdsourced software development has provided a new method for the software industry to produce quality software based on an open-call format. Selecting an appropriate task to develop (developer-end) or evaluate (platform-end) is one of the primary problems in this type of open-call format. Receiving or assigning an improper task to an improper crowdsource (CS) developer does not only decrease the quality of the software deliverables, but also causes overburden on both the platform and the developers. To solve this problem, sorting the tasks based on the developers' human characteristics may increase task relevancy for developers, which can accelerate efficiency and lessen complexity. Thus, this paper has conducted an empirical experiment to measure the influence of personality on task selection based on the important characteristics of a task: money, time, and type. A total of 83 students from the University of Sindh voluntarily participated in four different short-duration rounds of task development using the developed CS platform. The personality types of the participants were measured based on the Myers-Briggs type indicator. In addition, a complex network technique called weighted degree centrality was applied to identify the most suitable personality for task sorting based on money or complexity attractions (i.e., time or type). Based on the results, it can be observed that personality has a significant relationship with task selection. For instance, developers with intuitive (N) and feeling (F) personality traits are primarily focused on the time duration of a project.","2169-3536","","10.1109/ACCESS.2017.2747660","National Natural Science Foundation of China(grant numbers:61374214); National Key Research and Development Program(grant numbers:2016 YFB 0502004); Open Project of the Beijing Key Laboratory of Mobile Computing and Pervasive Device; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8026018","Crowdsource;software development;personality types;MBTI;sorting","Software;Crowdsourcing;Sorting;Complexity theory;Industries;Atmospheric measurements;Particle measurements","","20","","38","OAPA","6 Sep 2017","","","IEEE","IEEE Journals"
"Crowdsourcing Incentives for Multi-Hop Urban Parcel Delivery Network","H. Hong; X. Li; D. He; Y. Zhang; M. Wang","School of Computer Science, Beijing Institute of Technology, Beijing, China; School of Computer Science, Beijing Institute of Technology, Beijing, China; School of Computer Science, Beijing Institute of Technology, Beijing, China; School of Computer Science, Beijing Institute of Technology, Beijing, China; Business School, University of the Sunshine Coast, Sippy Downs, QLD, Australia",IEEE Access,"12 Mar 2019","2019","7","","26268","26277","Efficient and economic parcel delivery becomes a key factor in the success of online shopping. Addressing this challenge, this paper proposes to crowdsource the parcel delivery task to urban vehicles to utilize their spare capacities, thus improving the efficiency while reducing traffic congestions. The delivery is planned as a multi-hop process, and participating vehicles will carry parcels from one shipping point to the next until they arrive at the destination, following the routes learned from the historical traffic statistics. The major contributions include an incentive framework to motivate the vehicles to participate in the delivery tasks by preserving the interests of the platform, the sender, and the crowd vehicles. Two incentive models are designed from platform-centric and user-centric perspectives, respectively. The platform-centric model first assesses an optimal reward $R$ for parcel delivery with the principle of Stackelberg game, which enables the platform to maximize its profit. The user-centric model then applies a reverse auction mechanism to select the winning bids of vehicles while minimizing the sender cost, with truthfulness guarantee. Theoretical analysis and extensive experiments on a real urban vehicle trace dataset are provided to validate the efficacy of the proposed framework.","2169-3536","","10.1109/ACCESS.2019.2896912","National Key R&D Program of China(grant numbers:2017YFB0803300); National Natural Science Foundation of China(grant numbers:61772074); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8632908","Crowdsourcing;delivery tasks;incentive model;auction-based mechanism","Crowdsourcing;Task analysis;Logistics;Spread spectrum communication;Vehicles;Biological system modeling","","19","","38","OAPA","1 Feb 2019","","","IEEE","IEEE Journals"
"Crowd-MECS: A Novel Crowdsourcing Framework for Mobile Edge Caching and Sharing","C. Jiang; L. Gao; T. Wang; Y. Jiang; J. Li","College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; School of Electronics and Information Engineering, Harbin Institute of Technology, Shenzhen, China; College of Computer Science and Software Engineering, Shenzhen University, Shenzhen, China",IEEE Internet of Things Journal,"9 Oct 2020","2020","7","10","9426","9440","Crowdsourced mobile edge caching and sharing (Crowd-MECS) is emerging as a promising content delivery paradigm by employing a large crowd of existing edge devices (EDs) to cache and share popular contents. The successful technology adoption of Crowd-MECS relies on a comprehensive understanding of the complicated economic interactions and strategic decision making of different stakeholders in the ecosystem. In this article, we focus on studying the economic and strategic interactions between one content provider (CP) and a large crowd of EDs, where the CP designs the incentive scheme for EDs to cache and share contents, and EDs decide whether to cache and share contents for the CP. We formulate their interactions as a two-stage Stackelberg game. In Stage I, the CP decides the ratio of revenue (as incentives) shared with EDs who choose to cache and share contents, aiming at maximizing its own profit. In Stage II, EDs choose to be agents who cache and share contents, and meanwhile gain a certain revenue from the CP, or requesters who do not cache but request contents in the on-demand fashion. We first analyze the EDs’ best responses and prove the existence and uniqueness of the equilibrium in Stage II by using the nonatomic game theory. Then, we identify the piecewise structure and the unimodal feature of the CP’s profit function, based on which we design a tailored low-complexity 1-D search algorithm to achieve the optimal revenue sharing ratio for the CP in Stage I. The simulation results show that both the CP’s profit and the EDs’ total welfare can be improved significantly (e.g., by 120% and 50%, respectively,) by using the proposed Crowd-MECS system, comparing with the non-MEC system where the CP serves all EDs directly.","2327-4662","","10.1109/JIOT.2020.2980968","National Natural Science Foundation of China(grant numbers:61902255,61972113,61801145,61901138,U1713212,61572330); Basic Research Project of Shenzhen Science and Technology Program(grant numbers:JCYJ20190808163417094,JCYJ20190806112215116,JCYJ20180306171800589); Natural Science Foundation of Guangdong Province–Outstanding Youth Program(grant numbers:2019B151502018); General Program(grant numbers:2018A030313298); Guangdong Science and Technology Planning Project(grant numbers:2018B030322004); Technology Research Project of Shenzhen City(grant numbers:JSGG20180507182904693); Public Technology Platform of Shenzhen City(grant numbers:GGFW2018021118145859); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9036952","Crowdsourcing;game theory;mobile edge caching (MEC);network economics;peer content sharing","Economics;Incentive schemes;Games;Wireless fidelity;Crowdsourcing;Simulation","","16","","39","IEEE","16 Mar 2020","","","IEEE","IEEE Journals"
"Crowdsourcing-Based Fingerprinting for Indoor Location in Multi-Storey Buildings","R. Santos; R. Leonardo; M. Barandas; D. Moreira; T. Rocha; P. Alves; J. P. Oliveira; H. Gamboa","Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal; Information Sciences, Technologies and Architecture Research Center (ISTAR-IUL), Instituto Universitário de Lisboa (ISCTE-IUL), Lisboa, Portugal; Associação Fraunhofer Portugal Research, Porto, Portugal",IEEE Access,"24 Feb 2021","2021","9","","31143","31160","The number of available indoor location solutions has been growing, however with insufficient precision, high implementation costs or scalability limitations. As fingerprinting-based methods rely on ubiquitous information in buildings, the need for additional infrastructure is discarded. Still, the time-consuming manual process to acquire fingerprints limits their applicability in most scenarios. This paper proposes an algorithm for the automatic construction of environmental fingerprints on multi-storey buildings, leveraging the information sources available in each scenario. It relies on unlabelled crowdsourced data from users’ smartphones. With only the floor plans as input, a demand for most applications, we apply a multimodal approach that joins inertial data, local magnetic field and Wi-Fi signals to construct highly accurate fingerprints. Precise movement estimation is achieved regardless of smartphone usage through Deep Neural Networks, and the transition between floors detected from barometric data. Users’ trajectories obtained with Pedestrian Dead Reckoning techniques are partitioned into clusters with Wi-Fi measurements. Straight sections from the same cluster are then compared with subsequence Dynamic Time Warping to search for similarities. From the identified overlapping sections, a particle filter fits each trajectory into the building’s floor plans. From all successfully mapped routes, fingerprints labelled with physical locations are finally obtained. Experimental results from an office and a university building show that this solution constructs comparable fingerprints to those acquired manually, thus providing a useful tool for fingerprinting-based solutions automatic setup.","2169-3536","","10.1109/ACCESS.2021.3060123","project Geolocation non-Assisted by GPS for Mobile Networks in Indoor and Outdoor Environment (GARMIO), co-funded by Portugal 2020, framed through the COMPETE 2020 (Operational Programme Competitiveness and Internationalization) and European Regional Development Fund (ERDF) from European Union (EU)(grant numbers:POCI-01-0247-FEDER-033479); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9358191","Crowdsourcing;fingerprinting;indoor location;inertial tracking;magnetic field;multi-storey;unsupervised;Wi-Fi","Wireless fidelity;Crowdsourcing;Buildings;Trajectory;Sensors;Smart phones;IP networks","","15","","32","CCBY","19 Feb 2021","","","IEEE","IEEE Journals"
"Recommending-and-Grabbing: A Crowdsourcing-Based Order Allocation Pattern for On-Demand Food Delivery","X. Wang; L. Wang; S. Wang; J. Pan; H. Ren; J. Zheng","Department of Automation, Tsinghua University, Beijing, China; Department of Automation, Tsinghua University, Beijing, China; Meituan, Beijing, China; Meituan, Beijing, China; Meituan, Beijing, China; Department of Automation, Tsinghua University, Beijing, China",IEEE Transactions on Intelligent Transportation Systems,"26 Jan 2023","2023","24","1","838","853","With the development of intelligent transportation technologies, on-demand food delivery has become a prevalent logistics service that brings convenience to our daily life. However, problems such as inappropriate assignment and delayed delivery still exist in current food delivery platforms. To address these issues, this paper presents a Crowdsourced Recommending-and-Grabbing (CRG) system for order allocation in on-demand food delivery service. Unlike other traditional logistics systems, the CRG system considers the preferences of crowdsourced riders and allocates orders by recommending them to suitable crowdsourced riders. Riders can grab their favorite orders from personalized order lists. To optimize the experience of both customers and crowdsourced riders, a hierarchical solution framework composed of prediction and optimization is proposed to generate satisfactory order allocation schemes. First at the prediction part, we predict the preferences of crowdsourced riders by establishing a predictive model using eXtreme Gradient Boosting (XGBoost). Then at the optimization phase, an allocating-and-sequencing algorithm is designed to appropriately expose orders to crowdsourced riders and sequence the order list for each rider. Extensive experiments are conducted on real-world datasets and the comparative results demonstrate the effectiveness of the proposed methods, suggesting that the presented CRG system is promising to facilitate the on-demand food delivery effectively and efficiently.","1558-0016","","10.1109/TITS.2022.3209722","National Natural Science Foundation of China(grant numbers:62273193); Meituan; Tsinghua University—Meituan Joint Institute for Digital Life; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9907878","On-demand food delivery;order allocation;recommending-and-grabbing;crowdsourced riders","Task analysis;Resource management;Crowdsourcing;Logistics;Predictive models;Dynamic scheduling;Vehicle dynamics","","14","","34","IEEE","3 Oct 2022","","","IEEE","IEEE Journals"
"When Crowdsourcing Meets Unmanned Vehicles: Toward Cost-Effective Collaborative Urban Sensing via Deep Reinforcement Learning","L. Ding; D. Zhao; M. Cao; H. Ma","Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China; Beijing Key Laboratory of Intelligent Telecommunications Software and Multimedia, Beijing University of Posts and Telecommunications, Beijing, China",IEEE Internet of Things Journal,"26 Jul 2021","2021","8","15","12150","12162","Mobile crowdsensing (MCS) and unmanned vehicle sensing (UVS) provide two complementary paradigms for large-scale urban sensing. Generally, MCS has a lower cost but often confronts sensing imbalance and even blind areas due to the limitation of human mobility, whereas UVS is often capable of completing more demanding tasks at the expense of limited energy supply and hardware cost. Thus, it is significant to investigate whether we could integrate the two paradigms for high-quality urban sensing in a cost-effective collaborative way. However, it is nontrivial due to complex and long-term optimization objectives, uncontrolled dynamics, and a large number of heterogeneous agents. To address the collaborative sensing problem, we propose an actor-critic-based heterogeneous collaborative reinforcement learning (HCRL) algorithm, which leverages several key ideas: local observation to handle expanded state space and extract the states of neighbor nodes, generalized model to avoid environment nonstationarity and ensure the scalability and stability of network, and proximal policy optimization to prevent the destructively large policy updates. Extensive simulations based on a mobility model and a realistic trace data set are conducted to confirm that HCRL outperforms the state-of-the-art baselines.","2327-4662","","10.1109/JIOT.2021.3062569","National Key Research and Development Program of China(grant numbers:2018AAA0101201); National Natural Science Foundation of China(grant numbers:61972044,61732017); Fundamental Research Funds for the Central Universities(grant numbers:2020XD-A09-1); Funds for International Cooperation and Exchange of NSFC(grant numbers:61720106007); 111 Project(grant numbers:B18008); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9365704","Collaborative scheduling;mobile crowdsensing (MCS);reinforcement learning;unmanned vehicle sensing (UVS)","Sensors;Collaboration;Optimization;Unmanned vehicles;Task analysis;Reinforcement learning;Scalability","","12","","51","IEEE","1 Mar 2021","","","IEEE","IEEE Journals"
"JustWalk: A Crowdsourcing Approach for the Automatic Construction of Indoor Floorplans","M. Elhamshary; M. Alzantot; M. Youssef","Faculty of Engineering, Tanta University, Tanta, Egypt; Networked & Embedded Systems Laboratory, UCLA, Los Angeles, CA, USA; Wireless Research Center, E-JUST, Alexandria, Egypt",IEEE Transactions on Mobile Computing,"30 Aug 2019","2019","18","10","2358","2371","Mapping and navigation applications are now considered popular services for mobile phones users. However, despite the fact that people spend most of their time indoors, these applications are still limited to indoor spaces due to the lack of large-scale indoor floorplan databases. In this paper, we present JustWalk: a crowd intelligence-based system for the automatic construction of buildings floorplans. JustWalk employs a participatory sensing approach using smartphones that are ubiquitously available with users who visit a building to automatically and transparently construct accurate motion traces. These accurate traces are generated by reducing the errors in the inertial motion traces by using the points of interest in the indoor environment (e.g., elevators and stairs, etc.) for error resetting. The collected traces are then processed by means of different mathematical and image processing techniques to detect the overall floorplan shape as well as higher level semantics such as detecting rooms and corridors shapes along with a variety of points of interest in the environment. In comparison to other approaches, our system depends only on the users walking patterns and motion traces. It does not require any explicit inputs or obtrusive actions (e.g., taking photos). Experimental evaluation of JustWalk using different android phones in three testbeds shows that it achieves high accuracy for the point of interest detection (0.6 percent false positive and 1 percent false negative rates). In addition, the proposed error resetting technique leads to more than 12 times enhancement in the median distance error compared to the state-of-the-art. Moreover, the detailed floorplan can be accurately estimated with a relatively small number of traces. This number is amortized over the number of users visiting the building. Finally, we show that JustWalk has a small energy footprint on cell-phones, and could be generalized to other buildings; highlighting its promise as a ubiquitous indoor mapping service.","1558-0660","","10.1109/TMC.2018.2874251","Google Research Award; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8482292","Indoor mapping;automatic floorplan construction;location-based services","Buildings;Sensors;Acceleration;Magnetometers;Shape;Gyroscopes;Trajectory","","11","","27","IEEE","5 Oct 2018","","","IEEE","IEEE Journals"
"Smart Edge-Based Driver Drowsiness Detection in Mobile Crowdsourcing","H. Lamaazi; A. Alqassab; R. A. Fadul; R. Mizouni","EECS Department, Center for Cyber-Physical Systems, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; Department of Electrical Engineering and Computer Science, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates; EECS Department, Center for Cyber-Physical Systems, Khalifa University of Science and Technology, Abu Dhabi, United Arab Emirates",IEEE Access,"9 Mar 2023","2023","11","","21863","21872","Traffic accidents caused by drowsy drivers represent a crucial threat to public safety. Recent statistics show that drowsy drivers cause an estimated 15.5% of fatal accidents. With the widespread use of mobile devices and roadside units, these accidents can be significantly prevented using a drowsiness detection solution. While several solutions were proposed in the literature, they all fall short of presenting a distributed architecture that can answer the needs of these applications without breaching the driver’s privacy. This paper proposes a two-stage Driver Drowsiness Detection System using smart edge computing. Mobile devices in the car are used to capture and analyze the current condition of the drivers without sharing their data. The smart edge is deployed as a decision-maker where the drowsiness is confirmed when the information about the driver status received from the mobile client and the observed car path match. Our approach relies on a) a distributed edge architecture that has two levels of hierarchy, namely the Main Edge Node (MEN) and Local Edge Node (LEN), to better manage the area of interest and b) a data fusion offloading strategy that considers: 1) local detection of driver drowsiness through facial expressions using CNN model, 2) global detection of car path through acceleration readings using YoLov5 algorithm, and finally, 3) a two-layer LSTM algorithm for drowsiness detection based on the local and the global detection. The proposed framework achieves drowsiness detection with an average accuracy of 97.7%.","2169-3536","","10.1109/ACCESS.2023.3250834","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10056954","Drowsiness detection;deep learning;smart edge;convolutional neural network (CNN)","Vehicles;Image edge detection;Accelerometers;Feature extraction;Behavioral sciences;Computer architecture;Accidents;Crowdsourcing","","11","","30","CCBYNCND","1 Mar 2023","","","IEEE","IEEE Journals"
"A Citizen Science Approach for Analyzing Social Media With Crowdsourcing","C. Bono; M. O. Mülâyim; C. Cappiello; M. J. Carman; J. Cerquides; J. L. Fernandez-Marquez; M. R. Mondardini; E. Ramalli; B. Pernici","DEIB, Politecnico di Milano, Milan, Italy; Artificial Intelligence Research Institute (IIIA-CSIC), Cerdanyola del Vallès, Spain; DEIB, Politecnico di Milano, Milan, Italy; DEIB, Politecnico di Milano, Milan, Italy; Artificial Intelligence Research Institute (IIIA-CSIC), Cerdanyola del Vallès, Spain; Centre Universitaire d’Informatique, University of Geneva, Geneva, Switzerland; Citizen Science Center Zurich (UZH and ETHZ), Zürich, Switzerland; DEIB, Politecnico di Milano, Milan, Italy; DEIB, Politecnico di Milano, Milan, Italy",IEEE Access,"20 Feb 2023","2023","11","","15329","15347","Social media have the potential to provide timely information about emergency situations and sudden events. However, finding relevant information among the millions of posts being added every day can be difficult, and in current approaches developing an automatic data analysis project requires time and technical skills. This work presents a new approach for the analysis of social media posts, based on configurable automatic classification combined with Citizen Science methodologies. The process is facilitated by a set of flexible, automatic and open-source data processing tools called the Citizen Science Solution Kit. The kit provides a comprehensive set of tools that can be used and personalized in different situations, particularly during natural emergencies, starting from images and text contained in the posts. The tools can be employed by citizen scientists for filtering, classifying, and geolocating the content with a human-in-the-loop approach to support the data analyst, including feedback and suggestions on how to configure the automated tools, and techniques to gather inputs from citizens. Using flooding scenario as a guiding example, this paper illustrates the structure and functioning of the different tools proposed to support citizens scientists in their projects, and a methodological approach to their use. The process is then validated by discussing three case studies based on the Albania earthquake of 2019, the Covid-19 pandemic, and the Thailand floods of 2021. The results suggest that a flexible approach to tools composition and configuration can support a timely setup of an analysis project by citizen scientists, especially in case of emergencies in unexpected locations.","2169-3536","","10.1109/ACCESS.2023.3243791","European Commission Horizon 2020 (H2020) Project Crowd4SDG “Citizen Science for Monitoring Climate Impacts and Achieving Climate Resilience”(grant numbers:872944); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10041135","Citizen science;crowdsourcing;data analysis pipelines;emergencies;image filtering;social media analysis","Social networking (online);Crowdsourcing;Task analysis;Social factors;Data analysis;Pipelines;Image filtering","","8","","44","CCBYNCND","9 Feb 2023","","","IEEE","IEEE Journals"
"Crowdsourcing Thousands of Specialized Labels: A Bayesian Active Training Approach","M. Servajean; A. Joly; D. Shasha; J. Champ; E. Pacitti","Zenith Team, INRIA, LIRMM, Montpellier, France; Zenith Team, INRIA, LIRMM, Montpellier, France; INRIA, Montpellier, France; Zenith Team, INRIA, LIRMM, Montpellier, France; Zenith Team, INRIA, LIRMM, Montpellier, France",IEEE Transactions on Multimedia,"15 May 2017","2017","19","6","1376","1391","Large-scale annotated corpora have yielded impressive performance improvements in computer vision and multimedia content analysis. However, such datasets depend on an enormous amount of human labeling effort. When the labels correspond to well-known concepts, it is straightforward to train the annotators by giving a few examples with known answers. It is also straightforward to judge the quality of their labels. Neither is true when there are thousands of complex domain-specific labels. Training on all labels is infeasible and the quality of an annotator's judgements may be vastly different for some subsets of labels than for others. This paper proposes a set of data-driven algorithms to 1) train image annotators on how to disambiguate among automatically generated candidate labels, 2) evaluate the quality of annotators’ label suggestions, and 3) weigh predictions. The algorithms adapt to the skills of each annotator both in the questions asked and the weights given to their answers. The underlying judgements are Bayesian, based on adaptive priors. We measure the benefits of these algorithms on a live user experiment related to image-based plant identification involving around 1000 people. The proposed methods are shown to enable huge gains in annotation accuracy. A standard user can correctly label around $2\%$  of our data. This goes up to $80\%$  with machine learning assisted training and assignment and up to almost  $90\%$ when doing a weighted combination of several annotators’ labels.","1941-0077","","10.1109/TMM.2017.2653763","INRIA International Chair; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7819540","Crowdsourcing;Bayes methods;parameter estimation;Taylor series","Bayes methods;Crowdsourcing;Training;Multimedia communication;Probability distribution;Labeling;Prediction algorithms","","7","","38","IEEE","16 Jan 2017","","","IEEE","IEEE Journals"
