"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Linking Issue Tracker with Q&A Sites for Knowledge Sharing across Communities","H. Wang; T. Wang; G. Yin; C. Yang","Key Laboratory of Parallel and Distributed Computing, College of Computer, National University of Defense Technology, Changsha, China; Key Laboratory of Parallel and Distributed Computing, College of Computer, National University of Defense Technology, Changsha, China; Key Laboratory of Parallel and Distributed Computing, College of Computer, National University of Defense Technology, Changsha, China; Key Laboratory of Parallel and Distributed Computing, College of Computer, National University of Defense Technology, Changsha, China",IEEE Transactions on Services Computing,"5 Oct 2018","2018","11","5","782","795","Collaborative development communities and knowledge sharing communities are highly correlated and mutually complementary. The knowledge sharing between these two types of open source communities can be very beneficial to both of them. However, it is a great challenge to automate this process. Current studies mainly focus on knowledge acquisition in one type of community, and few of them have tackle this problem efficiently. In this paper we take Android Issue Tracker and Stack Overflow as a case to study the mutual knowledge sharing between them. We propose an automatic approach by integrating semantic similarity with temporal locality between Android issues and Stack Overflow posts based on the internal citation-graph to reveal the potential associations between them. Our approach explores the internal citations in communities for closely related posts or issues clustering, exploits the rich semantics in fine-grained information of issues and posts for associations building, and leverages the temporal correlations between issues and posts in-depth for associations ranking. Extensive experiments show that the precision of our approach reaches 62.51 percent for top 10 recommendations when recommending Stack Overflow posts to Android issues, and 66.83 percent in reverse.","1939-1374","","10.1109/TSC.2015.2473847","National Natural Science Foundation of China(grant numbers:61432020,61472430,61502512); National High Technology Research and Development Program of China(grant numbers:2012AA011201); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7226861","Knowledge sharing;citation-graph;semantic similarity;temporal locality;android issue tracker;stack overflow","Androids;Humanoid robots;Semantics;Software;Service computing;Correlation;Training","","8","","33","IEEE","27 Aug 2015","","","IEEE","IEEE Journals"
"An Indian logic-based argument representation formalism for knowledge-sharing 1","G. S. Mahalakshmi; T. V. Geetha",NA; NA,Logic Journal of the IGPL,"18 Jan 2018","2009","17","1","55","76","Knowledge-sharing is the fundamental aspect of learning from ancient days. By exchanging questions and answers in a debate fashion, knowledge is explored. Argumentation can be thought of as a knowledge-sharing mechanism where construction of arguments and counter-arguments towards reaching mutually agreed upon conclusions is modelled after the rational discussion of knowledge-sharing. The procedural approach of generation and exchange of arguments is with the intention of reaching a definite conclusion at the end of discussion irrespective of the winning or losing of the individual arguments. A procedural argumentation system for knowledge-sharing, similar to the one discussed above will be of immense use only when the representational facts of world knowledge are well captured and represented as identical with the representation of natural intelligence. Indian Philosophy suggests various rules for classifying and representing the world knowledge to enhance the procedure of argumentation in reaching new inferences. This paper discusses a new mathematical model that caters to the special requirements of classification and hypothetical argumentative reasoning (tarka) of Indian philosophy. The main focus is the emphasis given to the existence of relations between concepts and foundation of invariable connection between concepts/relations of the arguments that is indicated by the philosophy. The extracted knowledge from the arguments exchanged is captured using ‘Indianised logics’, an Indian Logic based argument representation formalism. The arguments are deeply analysed for the presence of conceptual and relational conflicts. This is achieved by referring to the presence and/or absence of invariable concomitance, so that, the decision of justifying the represented invalid knowledge with or without proof shall be made clear in knowledge-sharing through rational discussion.","1368-9894","","10.1093/jigpal/jzn026","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8144525","Mathematical model;Knowledge representation;Procedural argumentation;Logic;Indian philosophy;Knowledge-sharing and Argument","","","","","","","18 Jan 2018","","","OUP","OUP Journals"
"How Do Users Revise Answers on Technical Q&A Websites? A Case Study on Stack Overflow","S. Wang; T. -H. Chen; A. E. Hassan","School of the Software Analysis and Intelligence Lab (SAIL), School of Computing, Queen's University, Kingston, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada; School of the Software Analysis and Intelligence Lab (SAIL), School of Computing, Queen's University, Kingston, Canada",IEEE Transactions on Software Engineering,"17 Sep 2020","2020","46","9","1024","1038","To ensure the quality of its shared knowledge, Stack Overflow encourages users to revise answers through a badge system, which is based on quantitative measures (e.g., a badge is awarded after revising more than 500 answers). Prior studies show that badges can positively steer the user behavior on Stack Overflow (e.g., increasing user participation). However, little is known whether revision-related badges have a negative impact on the quality of revisions since some studies show that certain users may game incentive systems to gain rewards. In this study, we analyze 3,871,966 revision records that are collected from 2,377,692 Stack Overflow answers. We find that: 1) Users performed a much larger than usual revisions on the badge-awarding days compared to normal days; 25% of the users did not make any more revisions once they received their first revision-related badge. 2) Performing more revisions than usual in a single day increased the likelihood of such revisions being rolled back (e.g., due to undesired or incorrect revisions). 3) Users were more likely to perform text and small revisions if they performed many revisions in a single day. Our findings are concurred by the Stack Overflow community, and they highlight the need for changes to the current badge system in order to provide a better balance between the quality and quantity of revisions.","1939-3520","","10.1109/TSE.2018.2874470","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8485395","Stack overflow;incentive system;badge;answer revision","Atmospheric measurements;Particle measurements;Games;Indexes;Knowledge engineering;Software;Computer science","","28","","44","IEEE","7 Oct 2018","","","IEEE","IEEE Journals"
"Enabling knowledge creation in far-flung teams: Best practices for IT support and knowledge sharing","A. Malhotra; A. Majchrzak",NA; NA,IEEE Engineering Management Review,"19 Dec 2005","2005","33","4","86","86","This publication contains reprint articles for which IEEE does not hold copyright. Full text is not available on IEEE Xplore for these articles.","1937-4178","","10.1109/EMR.2005.27019","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1560809","","","","2","","","IEEE","19 Dec 2005","","","IEEE","IEEE Journals"
"Knowledge Sharing in Project Teams: Psychological Barriers","U. A. Agarwal; V. Anantatmula","Human Resource and Organizational Behaviour, National Institute of Industrial Engineering, Mumbai, India; College of Business, Western Carolina University, Cullowhee, NC, USA",IEEE Engineering Management Review,"23 Jan 2023","2022","50","4","215","218","Abusive supervision and the resultant psychological safety on knowledge sharing in project teams are serious concerns for organizations. Our research results show that abusive leadership causes employees to suffer psychologically—psychological safety—lessening their knowledge-sharing behavior. We also find that personality and disposition—psychological capital—can limit the negative impact of abusive supervision on knowledge sharing. Our research suggests that organizations should invest time and effort in preventing abusive workplace supervision and enhancing psychological safety with clear policies, well-developed communication systems, and active involvement of employees. These elements can help support a psychologically safe working environment. Organizations should also pay attention to screening for personal resources.","1937-4178","","10.1109/EMR.2022.3215575","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9924591","Abusive supervision;knowledge sharing;project-based organizations (PBO);psychological capital (PsyCap);psychological safety","Psychology;Safety;Organizations;Leadership;Project management;Human factors;Employment","","1","","6","IEEE","19 Oct 2022","","","IEEE","IEEE Journals"
"Answer Selection in Community Question Answering via Attentive Neural Networks","Y. Xiang; Q. Chen; X. Wang; Y. Qin","Intelligent Computing Research Center, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China; Intelligent Computing Research Center, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China; Intelligent Computing Research Center, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China; Intelligent Computing Research Center, Harbin Institute of Technology Shenzhen Graduate School, Shenzhen, China",IEEE Signal Processing Letters,"14 Mar 2017","2017","24","4","505","509","Answer selection in community question answering (cQA) is a challenging task in natural language processing. The difficulty lies in that it not only needs the consideration of semantic matching between question answer pairs but also requires a serious modeling of contextual factors. In this letter, we propose an attentive deep neural network architecture so as to learn the deterministic information for answer selection. The architecture can support various input formats through the organization of convolutional neural networks, attention-based long short-term memory, and conditional random fields. Experiments are carried out on the SemEval-2015 cQA dataset. We attain 58.35% on macroaveraged F1, which outperforms the Top-1 system in the shared task by 1.16% and improves the state-of-the-art deep-neural-network-based method by 2.21%.","1558-2361","","10.1109/LSP.2017.2673123","National 863 Program of China(grant numbers:2015AA015405); National Natural Science Foundation of China(grant numbers:61402128,61473101,61272383); Strategic Emerging Industry Development Special Funds of Shenzhen(grant numbers:JCYJ20140417172417105,JCYJ20140508161040764); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7866821","Attention mechanism;answer selection;community question answering (cQA);deep neural networks (DNNs)","Neural networks;Context modeling;Convolution;Computer architecture;Knowledge discovery;Machine learning;Labeling","","36","","26","IEEE","2 Mar 2017","","","IEEE","IEEE Journals"
"Facilitating Knowledge Sharing Through a Boundary Spanner","Y. Peng; J. Sutanto","Alstom, Baden, Switzerland; Department of Management Technology and Economics, ETH Zurich, Zurich, Switzerland",IEEE Transactions on Professional Communication,"22 May 2012","2012","55","2","142","155","Research problem: The purpose of the study was to explore how a boundary spanner can successfully facilitate knowledge sharing across functional and geographical boundaries. The main research questions are: (1) Does matching the complexity of knowledge boundary with the knowledge-sharing process lead to successful knowledge sharing? and (2) What are the key factors that influence a boundary spanner when deciding how to facilitate the knowledge sharing across functional and location boundaries? Literature review: The purpose of the literature review was to better understand the existing knowledge-sharing frameworks. Finding no framework that can directly address the research problem, the researchers decided to build on the closest one which is a framework for knowledge sharing across functional boundaries. By not taking into consideration knowledge sharing across location boundaries, the framework assumes collocated and synchronous knowledge-sharing interaction. To understand the potential supporting media for knowledge-sharing interaction across functional and geographical boundaries, the researchers consulted the Media Naturalness Theory. Media naturalness is the ability of the media to support a sense of collocated and synchronous interaction. Methodology: The researchers conducted a qualitative exploratory case study in the IT department of a Fortune 500 multinational finance company. Researchers selected a boundary spanner and observed her facilitation of knowledge-sharing interactions for four months. A total of 78 knowledge-sharing interaction logs were collected during the period of observation from five data sources: wiki, email, instant messaging, teleconference, and face-to-face interactions. Data analysis was carried out through template coding. Results and discussion: The researchers found that matching the knowledge boundary with the knowledge-sharing process is an essential yet insufficient condition for successful knowledge sharing. A boundary spanner should also pay attention to the boundary objects and media used to support the knowledge-sharing interaction. Spatial dispersion and knowledge commonality between the source/recipient and boundary spanner affected the media selection which, in turn, influenced the selection of the boundary objects. The implication of the study is that there are three important factors that the boundary spanner should consider when deciding how to facilitate knowledge sharing (i.e., knowledge boundary, spatial dispersion, and knowledge commonality). The main limitations of the study were the relatively short observation period of the knowledge-sharing interactions via a boundary spanner. Future research should quantitatively validate the proposed optimal knowledge-sharing designs to test the generalizability of the findings with a survey and profile deviation analysis.","1558-1500","","10.1109/TPC.2012.2188590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6178031","Boundary objects;boundary spanner;knowledge sharing;media","Media;Companies;Complexity theory;Context;Electronic mail;Internet","","13","","41","IEEE","5 Apr 2012","","","IEEE","IEEE Journals"
"Ontology-Based Knowledge Management Tools for Knowledge Sharing in Organization—A Review","M. A. Osman; S. A. Mohd Noah; S. Saad","Center for Artificial Intelligence Technology, Faculty of Information Science and Technology, Universiti Kebangsaan Malaysia, Bangi, Malaysia; Center for Artificial Intelligence Technology, Faculty of Information Science and Technology, Universiti Kebangsaan Malaysia, Bangi, Malaysia; Center for Artificial Intelligence Technology, Faculty of Information Science and Technology, Universiti Kebangsaan Malaysia, Bangi, Malaysia",IEEE Access,"29 Apr 2022","2022","10","","43267","43283","Knowledge management (KM) comprises several processes, and one of the most important is the knowledge sharing activities. The ability of an organization to manage its organizational knowledge, specifically in the context of knowledge sharing, may enhance the organization’s overall performance. Various approaches and technologies have been introduced to assist the process in achieving that target. Ontology as one of the knowledge representation methods has been becoming popular to assist knowledge sharing in the organization. Previous reviews have mainly focused on general KM issues, with little emphasis on the use of ontology in knowledge sharing. Thus, this article reviews several ontology-based KM tools that can support knowledge-sharing activities to provide some insight into future research in this area. Thirteen ontology-based KM tools were reviewed using ten elements’ comparison criteria: the motivation, domain, source of knowledge, type of knowledge, knowledge extraction, knowledge input process, knowledge retrieval process, knowledge sharing technology, source of ontology component, and ontology methodology. The review found that several elements can be further studied to improve KM implementation in the organization, especially on the knowledge sharing dimension. This includes simplifying the knowledge extraction and retrieval process to explore various knowledge domains from implicit knowledge sources. The review’s outcome also includes proposed components and functions of an ideal ontology-based KM tool.","2169-3536","","10.1109/ACCESS.2022.3163758","Universiti Kebangsaan Malaysia(grant numbers:GP-2019-K006906); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9745581","Knowledge;knowledge management;knowledge sharing;ontology;organization","Knowledge management;Ontologies;Information sharing;Systematics;Bibliographies;Market research","","18","","83","CCBY","31 Mar 2022","","","IEEE","IEEE Journals"
"Systematic Literature Review of Knowledge Sharing Barriers and Facilitators in Global Software Development Organizations Using Concept Maps","R. Anwar; M. Rehman; K. S. Wang; M. A. Hashmani","Department of Information Systems, Universiti Tunku Abdul Rahman, Kampar, Malaysia; Department of Information Systems, Universiti Tunku Abdul Rahman, Kampar, Malaysia; Department of Information Systems, Universiti Tunku Abdul Rahman, Kampar, Malaysia; High Performance Cloud Computing Centre, Universiti Teknologi Petronas, Seri Iskandar, Malaysia",IEEE Access,"5 Mar 2019","2019","7","","24231","24247","Knowledge is the most important resource in software development. The success of software development relies on knowledge sharing between software developers working across the globe. Global software development has brought many benefits to the software industry; however, at the same, time knowledge sharing across diverse team members is one of the main concerns of global software development organizations. This paper provides a systematic literature review of 42 studies on knowledge sharing barriers and facilitators from 2010 to 2017 and classifies them into five main categories: Individual, Organizational, Technological, Cultural, and Geographical. In order to synthesize and represent the complexity of the knowledge sharing factors in a more manageable and visual manner, this paper proposes concept maps for each category. The identified factors can be strategically used as the guidelines in the global software development organizations to boost the culture of knowledge sharing.","2169-3536","","10.1109/ACCESS.2019.2895690","Universiti Tunku Abdul Rahman; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8630947","Knowledge sharing barriers;knowledge sharing facilitators;global software development organizations;cultural barriers;geographical barriers","Software;Organizations;Systematics;Bibliographies;Industries;Data mining;Task analysis","","40","","63","OAPA","31 Jan 2019","","","IEEE","IEEE Journals"
"Incorporating user appropriation, media richness, and collaborative knowledge sharing into blended e-learning training tutorial","C. Baehr","Department of English, Texas Tech University, Lubbock, TX, USA",IEEE Transactions on Professional Communication,"22 May 2012","2012","55","2","175","184","Problem: E-learning has become a standard in many organizations to train its workforce and build an information network that encourages collaborative knowledge sharing. As a result of technological and global factors, the complexity of delivering successful e-learning courses and products is an increasing challenge for subject matter experts and instructional designers. Online training courses have become blended learning environments, comprised of synchronous and asynchronous modes of delivery, multiple media forms, and global and localized audiences to meet the demands and flexibility it affords. Successful blended e-learning is more than simply mixing online and live instructional modes; it can also include a combination of multiple media types, technologies, and communication modes. E-learners have become multimodal learners, with the ability to adapt to multiple media forms, environment types, and tools. Key concepts: Understanding the complex interaction of technology use, collaborative knowledge sharing, and media can facilitate more effective communication exchanges between instructor, content, and learner. Some concepts that help describe the complexities of blended e-learning include technological appropriation, technological accommodation, media richness, media synchronicity and naturalness, blended e-learning, and collaborative knowledge sharing. Key lessons: Research trends suggest learners appropriate technology and media forms, and evaluate usefulness based on a range of factors, including richness, experience, perception, and recommendation. Blended learning environments add complexity by mixing spatial (distributed and colocated) and temporal (asynchronous and synchronous) components with increased levels of collaborative knowledge sharing. From these research trends, the following best practices for developing e-learning are recommended: (1) consider media richness factors and user preferences in media and tool selection; (2) encourage personalization to foster trust; (3) facilitate collaborative knowledge sharing both inside and outside the training setting; (4) balance roles as knowledge facilitator, coach, and information manager; and (5) invest additional time in both course and instructor preparation. Implications: Blended e-learning presents a number of challenges for subject matter experts and designers of instructional content. Subject matter experts must consult with instructional designers and consider the different media platforms, environments, and formats that optimize the best pairing of content with delivery mode and media type. Content experts and designers must collaborate on methods of effectively adapting course content to account for perceived richness, user experience, and task complexity. Instructors must also invest additional time in planning and accounting for user preferences and communication practices in online training.","1558-1500","","10.1109/TPC.2012.2190346","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6189768","Blended e-learning;media richness;online training","Media;Training;Electronic learning;Collaboration;Complexity theory;Electronic mail;Tutorials","","23","","22","IEEE","25 Apr 2012","","","IEEE","IEEE Journals"
