"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Toward QoI and Energy Efficiency in Participatory Crowdsourcing","C. H. Liu; J. Fan; P. Hui; J. Wu; K. K. Leung","School of Software, Beijing Institute of Technology, Beijing, China; School of Software, Baidu Corporation, Ltd., Beijing, China; The Hong Kong University of Science and Technology, Deutsche Telekom AG, Berlin, Germany; Temple University, Philadelphia, PA, USA; Department of Electrical and Electronic Engineering and the Department of Computing, Imperial College London, London, U.K.",IEEE Transactions on Vehicular Technology,"13 Oct 2015","2015","64","10","4684","4700","Today's smartphones are also fundamentally transforming the traditional understanding of “crowdsourcing” to an emerging type of participatory task-oriented application. It aims to support the so-called “Citizen Science efforts” for knowledge discovery to understand human behavior and measure/evaluate their opinions. To facilitate these scenarios, in this paper, we propose a novel efficient network management framework for participatory crowdsourcing. Specifically, we first formulate the optimization problem and propose a closed-form optimal solution to meet the quality-of-information (QoI) requirements of the task while minimizing the energy consumption variance among participants. We then largely extend the traditional framework of Gur Game for distributed decision making to recommend different levels of information contribution for each participant by merging multiple automaton chains into a single chain with multiple steady states. By modeling the user bidding behaviors, we propose a few incentive-based participant selection schemes to maximize the platform's benefits and meet participants' expectations. We extensively evaluate the proposed schemes under the Massachusetts Institute of Technology (MIT) Social Evolution data set, where both QoI requirements of the request and credit saving are successfully achieved, with a satisfactory level of energy consumption fairness among participants.","1939-9359","","10.1109/TVT.2014.2367029","National Natural Science Foundation of China(grant numbers:61300179); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6945896","Participatory crowdsourcing;Quality-ofinformation;Energy efficiency;Gur Game;Energy efficiency;Gur Game;participatory crowdsourcing;quality of information (QoI)","Crowdsourcing;Games;Sensors;Energy consumption;Smart phones;Engines;Automata","","36","","37","IEEE","4 Nov 2014","","","IEEE","IEEE Journals"
"Secure Remote Multi-Factor Authentication Scheme Based on Chaotic Map Zero-Knowledge Proof for Crowdsourcing Internet of Things","W. Liu; X. Wang; W. Peng","College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China; College of Computer, National University of Defense Technology, Changsha, China",IEEE Access,"14 Jan 2020","2020","8","","8754","8767","Recently, application scenario of crowdsourcing IoT has covered to e-healthcare service, smart home, smart city, internet of vehicles due to the proliferation of smart devices such as smart mobile devices, smart wearable device, smart medical devices and smart furniture, etc. Patient's data collected by the smart devices send to the various remote medical servers. A group of medical professionals remote access patient data stored at the medical server database. Smart home users want to remote real-time access information of smart devices at home. All these operations need via wireless remote communication, which is suffering from various kinds of threat and attacks. Hence, there are a large number of multi-factor remote authentication and key agreement schemes designed for the application of crowdsourcing IoT. However, in most existing related multi-factor schemes, all factors for identity authentication only act as a parameter for encrypting the local secret key. In this paper, we propose a new secure remote multi-factor authentication scheme that includes three factors: 1) user identity; 2) password; and 3) user biometrics, which are authenticated by the remote server, act as a part of the secret key and participate in the key agreement process. We choose the chaotic map since it has a smaller key size and lower computational overhead, and then achieve remote multi-factor authentication and key agreement by artfully employ it to zero-knowledge technology and the fuzzy extractor technology. Our scheme is more secure and robust since the user revealing nothing sensitive information, and the adversary cannot impersonate any user even if he gets the server's master key. We have done security proof for our proposed scheme using the Random-Or-Real(ROR) model, Burrows-Abadi-Needham (BAN) logic, and ProVerif 2.00 to show that the presented scheme is secure. Also, we give an additional security analysis for other various attacks. Finally, according to the test and simulation result, the proposed scheme is very suitable for the power-constrained smart devices, and in the next generation 5G communication environment, its applicability and usability will be greatly enhanced.","2169-3536","","10.1109/ACCESS.2019.2962912","Project of the National Key Research and Development Program of China(grant numbers:2017YFB0802300); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8945237","Chaotic map;zero-knowledge proof;remote multi-factor authentication;Internet of Thing (IoT);crowdsourcing;random-or-real (ROR) model;BAN logic","Authentication;Internet of Things;Chaotic communication;Crowdsourcing;Servers;Smart devices","","36","","37","CCBY","30 Dec 2019","","","IEEE","IEEE Journals"
"Using Crowdsourcing to Provide QoS for Mobile Cloud Computing","D. Yao; C. Yu; L. T. Yang; H. Jin","Services Computing Technology and System Laboratory and the Cluster and Grid Computing Laboratory, Huazhong University of Science and Technology, Wuhan, China; Services Computing Technology and System Laboratory and the Cluster and Grid Computing Laboratory, Huazhong University of Science and Technology, Wuhan, China; School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; Services Computing Technology and System Laboratory and the Cluster and Grid Computing Laboratory, Huazhong University of Science and Technology, Wuhan, China",IEEE Transactions on Cloud Computing,"5 Jun 2019","2019","7","2","344","356","Quality of cloud service (QoS) is one of the crucial factors for the success of cloud providers in mobile cloud computing. Context-awareness is a popular method for automatic awareness of the mobile environment and choosing the most suitable cloud provider. Lack of context information may harm the users' confidence in the application rendering it useless. Thus, mobile devices need to be constantly aware of the environment and to test the performance of each cloud provider, which is inefficient and wastes energy. Crowdsourcing is a considerable technology to discover and select cloud services in order to provide intelligent, efficient, and stable discovering of services for mobile users based on group choice. This article introduces a crowdsourcing-based QoS supported mobile cloud service framework that fulfills mobile users' satisfaction by sensing their context information and providing appropriate services to each of the users. Based on user's activity context, social context, service context, and device context, our framework dynamically adapts cloud service for the requests in different kinds of scenarios. The context-awareness based management approach efficiency achieves a reliable cloud service supported platform to supply the Quality of Service on mobile device.","2168-7161","","10.1109/TCC.2015.2513390","National Natural Science Foundation of China(grant numbers:61472149); Technology Innovation Fund of Huazhong University of Sci. and Tec.(grant numbers:CXY13Q018); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7368890","Mobile cloud computing;crowdsourcing;context-awareness;quality of service;service discovery","Cloud computing;Mobile communication;Quality of service;Crowdsourcing;Context;Mobile handsets;Mobile computing","","35","","35","IEEE","30 Dec 2015","","","IEEE","IEEE Journals"
"A Triple Real-Time Trajectory Privacy Protection Mechanism Based on Edge Computing and Blockchain in Mobile Crowdsourcing","W. Wang; Y. Wang; P. Duan; T. Liu; X. Tong; Z. Cai","School of Computer and Control Engineering, Yantai University, Yantai, China; School of Computer and Control Engineering, Yantai University, Yantai, China; School of Computer and Control Engineering, Yantai University, Yantai, China; Department of Computer Science and Engineering, Southeast University, Nanjing, China; School of Computer and Control Engineering, Yantai University, Yantai, China; Department of Computer Science, Georgia State University, Atlanta, GA, USA",IEEE Transactions on Mobile Computing,"31 Aug 2023","2023","22","10","5625","5642","With the rapid development of the Internet of Things (IoT) and the rapid popularization of 5 G networks, the data that needs to be processed in Mobile Crowdsourcing (MCS) system is increasing every day. Traditional cloud computing can no longer meet the needs of crowdsourcing for real-time data and processing efficiency, thus, edge computing was born. Edge computing can be calculated at the edge of network so that greatly improve the efficiency and real-time performance of data processing. In addition, most of the existing privacy protection technologies are based on the trusted third parties. Therefore, in view of the semi-trustworthiness of edge servers and the transparency of blockchain, this paper proposes a triple real-time trajectory privacy protection mechanism (T-LGEB) based on edge computing and blockchain. Through combining the localized differential privacy and multiple probability extension mechanism, the T-LGEB mechanism is proposed to send the requests and data to the edge server in this paper. Then, through the spatio-temporal dynamic pseudonym mechanism proposed in the paper, the entire trajectory of task participants is divided into multiple unrelated trajectory segments with different pseudonymous identities in order to protect the trajectory privacy of task participants while ensuring high data availability and real-time data. Through a large number of experiments and comparative analysis on multiple real data sets, the proposed T-LGEB has extremely high privacy protection capabilities and data availability, and the resource consumption caused is relatively low.","1558-0660","","10.1109/TMC.2022.3187047","National Natural Science Foundation of China(grant numbers:62073201,62072392,62172351); Youth Innovation Science and Technology Support Program of Shandong Provincial(grant numbers:2021KJ080); Natural Science Foundation of Shandong Province(grant numbers:ZR2020KF019); Major Scientific and Technological Innovation Projects of Shandong Province(grant numbers:2019JZZY020131); Yantai Science and Technology Innovation Development Plan(grant numbers:2021YT06000645); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9809921","Blockchain;edge computing;localized differential privacy;mobile crowdsourcing;trajectory privacy","Task analysis;Trajectory;Privacy;Blockchains;Edge computing;Real-time systems;Crowdsourcing","","33","","67","IEEE","28 Jun 2022","","","IEEE","IEEE Journals"
"Two-Sided Online Micro-Task Assignment in Spatial Crowdsourcing","Y. Tong; Y. Zeng; B. Ding; L. Wang; L. Chen","State Key Laboratory of Software Development Environment, Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, PR China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong; Alibaba Group, Bellevue, WA, USA; State Key Laboratory of Software Development Environment, Beijing Advanced Innovation Center for Big Data and Brain Computing, Beihang University, Beijing, PR China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong",IEEE Transactions on Knowledge and Data Engineering,"1 Apr 2021","2021","33","5","2295","2309","With the rapid development of smartphones, spatial crowdsourcing platforms are getting popular. A foundational research of spatial crowdsourcing is to allocate micro-tasks to suitable crowd workers. Many existing studies focus on the offline scenario, where all the spatiotemporal information of micro-tasks and crowd workers is given. In this paper, we focus on the online scenario and identify a more practical micro-task allocation problem, called the Global Online Micro-task Allocation in spatial crowdsourcing (GOMA) problem. We first extend the state-of-the-art algorithm for the online maximum weighted bipartite matching problem to the GOMA problem as the baseline algorithm. Although the baseline algorithm provides a theoretical guarantee for the worst case, its average performance in practice is not good enough since the worst case happens with a very low probability in the real world. Thus, we consider the average performance of online algorithms, a.k.a. random order model. We propose a two-phase-based framework, based on which we present the TGOA algorithm with a $\frac{1}{4}$14-competitive ratio under the random order model. To improve its efficiency, we further design the TGOA-Greedy and TGOA-OP algorithm following this framework, which runs faster than the TGOA algorithm with a competitive ratio of $\frac{1}{8}$18 and $\frac{1}{4}$14, respectively. We also revisit the average performance of Greedy, which has long been considered as the worst due to its unbounded competitive ratio in the worst case. Finally, we verify the effectiveness and efficiency of the proposed methods through extensive experiments on synthetic and real datasets.","1558-2191","","10.1109/TKDE.2019.2948863","National Key Research and Development Program of China(grant numbers:2018AAA0101100); National Science Foundation of China(grant numbers:61822201,U1811463,71531001); Didi Gaia Collborative Research Funds for Young Scholars; Hong Kong RGC GRF(grant numbers:16207617); National Science Foundation of China(grant numbers:61729201); Science and Technology Planning Project of Guangdong Province(grant numbers:2015B010110006); Hong Kong ITC ITF(grant numbers:ITS/391/15FX,ITS/470/18FX); Didi-HKUST joint research lab project; Microsoft Research Asia; Wechat Research; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8897719","Spatial crowdsourcing;task assignment;online bipartite matching","Task analysis;Crowdsourcing;Resource management;Analytical models;Real-time systems;Greedy algorithms;Spatiotemporal phenomena","","33","","51","IEEE","13 Nov 2019","","","IEEE","IEEE Journals"
"Location Privacy Protection in Vehicle-Based Spatial Crowdsourcing via Geo-Indistinguishability","C. Qiu; A. Squicciarini; C. Pang; N. Wang; B. Wu","Computer Science Department, Rowan University, Glassboro, NJ, USA; College of Information Science and Technology, Pennsylvania State University, University Park, PA, USA; Computer Science Department, Rowan University, Glassboro, NJ, USA; Computer Science Department, Rowan University, Glassboro, NJ, USA; Electrical and Computer Engineering Department, Rowan University, Glassboro, NJ, USA",IEEE Transactions on Mobile Computing,"3 Jun 2022","2022","21","7","2436","2450","Nowadays, vehicles have been increasingly adopted in many spatial crowdsourcing (SC) applications. Similar to other SC applications, location privacy is of great concern to vehicle workers as they are required to disclose their own location to servers to facilitate the service utilities. Traditional location privacy protection mechanisms cannot be applied to vehicle-based SC since they assume workers’ mobility on a 2-dimensional plane without considering the network-constrained mobility features of vehicles. Accordingly, in this paper, we aim at addressing issues related to Vehicle-based spatial crowdsourcing Location Privacy (VLP) over road networks. Our objective is to design a location obfuscation strategy to minimize the quality loss due to obfuscation with geo-indistinguishability satisfied. Considering the computational complexity of VLP, by resorting to discretization, we first approximate VLP to a linear programming problem that can be solved by well-developed approaches. To further improve the time-efficiency, we conduct constraint reduction for VLP by exploiting key features of geo-indistinguishability in road networks and problem decomposition based on VLP’s constraint structure. Finally, we carry out both trace-driven simulation and real-world experiments, where our experimental results demonstrate the superiority of our approach over a known state-of-the-art location obfuscation strategy in terms of both quality-of-service and privacy.","1558-0660","","10.1109/TMC.2020.3037911","National Science Foundation(grant numbers:NSF-2029881,NSF-2029976); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9259240","Spatial crowdsourcing;geo-indistinguishability;location privacy;location obfuscation","Task analysis;Roads;Privacy;Servers;Crowdsourcing;Distortion;Two dimensional displays","","32","","56","IEEE","13 Nov 2020","","","IEEE","IEEE Journals"
"Movement-Based Incentive for Crowdsourcing","F. Tian; B. Liu; X. Sun; X. Zhang; G. Cao; L. Gui","Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China; School of Information Technology, Deakin University, Melbourne, Australia; Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Computer Science and Engineering, The Pennsylvania State University, University Park, PA, USA; Department of Electronic Engineering, Shanghai Jiao Tong University, Shanghai, China",IEEE Transactions on Vehicular Technology,"11 Aug 2017","2017","66","8","7223","7233","Most of the research on the incentive mechanism design in crowdsourcing has focused on how to allocate sensing tasks to participants to maximize the social welfare. However, none of them consider the coverage holes created by the uneven distribution of participants. As a result, most of the participants in some popular areas compete for tasks, while many tasks in unpopular areas cannot be completed due to the lack of participants. In this paper, we design a movement-based incentive mechanism for crowdsourcing, where participants are stimulated to move to the unpopular areas and complete the sensing tasks in these areas, which benefits both participants and the platform. We formulate a task allocation problem considering controlled mobility. Since the task allocation problem is NP-hard, we propose a greedy algorithm to solve it and design a critical payment policy to guarantee that participants declare their cost truthfully. Theoretical analysis shows that our proposed incentive mechanism satisfies the desired properties of truthfulness, individual rationality, platform profitability, and computational efficiency. Evaluation results show that the proposed movement-based incentive mechanism outperforms the existing solution under various conditions.","1939-9359","","10.1109/TVT.2017.2654355","National Science Foundation(grant numbers:CNS-1421578); National Natural Science Foundation of China(grant numbers:61471236,61420106008,61671295); Shanghai Key Laboratory of Digital Media Processing; Shanghai Pujiang Program(grant numbers:16PJD029); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7820227","Auction theory;crowdsourcing;incentive mechanism design;mobility control","Sensors;Crowdsourcing;Cost function;Resource management;Smart phones;Buildings;Greedy algorithms","","31","","34","IEEE","17 Jan 2017","","","IEEE","IEEE Journals"
"Solving Last-Mile Logistics Problem in Spatiotemporal Crowdsourcing via Role Awareness With Adaptive Clustering","B. Huang; H. Zhu; D. Liu; N. Wu; Y. Qiao; Q. Jiang","Institute of Systems Engineering and Collaborative Laboratory for Intelligent Science and Systems, Macau University of Science and Technology, Cotai, Macau; Collaborative Systems Laboratory, Nipissing University, North Bay, Canada; School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China; Institute of Systems Engineering and Collaborative Laboratory for Intelligent Science and Systems, Macau University of Science and Technology, Cotai, Macau; Institute of Systems Engineering and Collaborative Laboratory for Intelligent Science and Systems, Macau University of Science and Technology, Cotai, Macau; School of Computer Science and Technology, Guangdong University of Technology, Guangzhou, China",IEEE Transactions on Computational Social Systems,"28 May 2021","2021","8","3","668","681","Last-mile logistics is a crucial phase of online commodity trades. In last-mile logistics, one of the critical problems is to reasonably assign couriers to distribute the products in time in order to ensure the quality of service, especially for fresh produce. The last-mile assignment problem (LMAP) for fresh produce poses a challenge on traditional logistics since fresh produce is difficult to preserve. This article formalizes the LMAP for fresh produce via the group role assignment framework and proposes a role awareness method by using adaptive clustering in spatiotemporal crowdsourcing based on task granularity. The formalization of LMAP makes it easy to find a solution using the IBM ILOG CPLEX optimization package (CPLEX). The proposed method allows one to take the time and space factor into consideration, helps spatiotemporal crowdsourcing assign couriers for efficient delivering daily orders, and improves the quality of service in last-mile logistics. It is verified by simulation experiments. The experimental results demonstrate the practicability of the proposed solutions in this article.","2329-924X","","10.1109/TCSS.2021.3051299","Natural Sciences and Engineering Research Council of Canada(grant numbers:RGPIN2018-04818); National Natural Science Foundation of China(grant numbers:62072120,61972102,61603100); Research and Development Program of Guangdong Province(grant numbers:2020B010166006); Natural Science Foundation of Guangdong Province(grant numbers:2019A1515011811); Science and Technology Development Fund (FDCT), Macau SAR(grant numbers:0017/2019/A1); Innovation for Defense Excellence and Security (IDEaS) Program from the Canadian Department of National Defense (DND)(grant numbers:CFPMN2-051); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9354439","Adaptive collaboration;group role assignment (GRA);IBM ILOG CPLEX optimization (CPLEX) package;k-means++ method;last-mile logistics;role-based collaboration (RBC);spatiotemporal crowdsourcing","Task analysis;Logistics;Crowdsourcing;Collaboration;Spatiotemporal phenomena;Quality of service;Insulation","","30","","55","IEEE","15 Feb 2021","","","IEEE","IEEE Journals"
"Context-Aware Hierarchical Online Learning for Performance Maximization in Mobile Crowdsourcing","S. Klos née Müller; C. Tekin; M. van der Schaar; A. Klein","Communications Engineering Laboratory, Technische Universität Darmstadt, Darmstadt, Germany; Electrical and Electronics Engineering Department, Bilkent University, Ankara, Turkey; Department of Electrical Engineering, University of California at Los Angeles, Los Angeles, CA, USA; Communications Engineering Laboratory, Technische Universität Darmstadt, Darmstadt, Germany",IEEE/ACM Transactions on Networking,"14 Jun 2018","2018","26","3","1334","1347","In mobile crowdsourcing (MCS), mobile users accomplish outsourced human intelligence tasks. MCS requires an appropriate task assignment strategy, since different workers may have different performance in terms of acceptance rate and quality. Task assignment is challenging, since a worker's performance 1) may fluctuate, depending on both the worker's current personal context and the task context and 2) is not known a priori, but has to be learned over time. Moreover, learning context-specific worker performance requires access to context information, which may not be available at a central entity due to communication overhead or privacy concerns. In addition, evaluating worker performance might require costly quality assessments. In this paper, we propose a context-aware hierarchical online learning algorithm addressing the problem of performance maximization in MCS. In our algorithm, a local controller (LC) in the mobile device of a worker regularly observes the worker's context, her/his decisions to accept or decline tasks and the quality in completing tasks. Based on these observations, the LC regularly estimates the worker's context-specific performance. The mobile crowdsourcing platform (MCSP) then selects workers based on performance estimates received from the LCs. This hierarchical approach enables the LCs to learn context-specific worker performance and it enables the MCSP to select suitable workers. In addition, our algorithm preserves worker context locally, and it keeps the number of required quality assessments low. We prove that our algorithm converges to the optimal task assignment strategy. Moreover, the algorithm outperforms simpler task assignment strategies in experiments based on synthetic and real data.","1558-2566","","10.1109/TNET.2018.2828415","German Research Foundation (DFG) within the Collaborative Research Center 1053–MAKI(grant numbers:B3); Scientific and Technological Research Council of Turkey under 3501 Program(grant numbers:116E229); ONR Mathematical Data Sciences Grant; NSF(grant numbers:1524417,1462245); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8353505","Crowdsourcing;task assignment;online learning;contextual multi-armed bandits","Task analysis;Crowdsourcing;Performance evaluation;Quality assessment;Mobile handsets;Privacy;IEEE transactions","","29","","40","IEEE","2 May 2018","","","IEEE","IEEE Journals"
"Mobile Crowdsourcing for Intelligent Transportation Systems: Real-Time Navigation in Urban Areas","X. Wan; H. Ghazzai; Y. Massoud","School of Systems and Enterprises, Stevens Institute of Technology, Hoboken, NJ, USA; School of Systems and Enterprises, Stevens Institute of Technology, Hoboken, NJ, USA; School of Systems and Enterprises, Stevens Institute of Technology, Hoboken, NJ, USA",IEEE Access,"30 Sep 2019","2019","7","","136995","137009","Modern urbanization is demanding smarter technologies to improve a variety of applications in intelligent transportation systems. Mobile crowdsourcing enabling automatic sensing tasks constitutes an excellent mean to complement existing technologies. In this paper, we exploit the high amount of data that can be collected by on-board and infrastructure-based sensors to evaluate traffic network statuses and improve the navigation of vehicles in urban areas. The objective is to design real-time route planning algorithms that determine fastest trajectories for both single and multiple destinations, in a real-time manner based on the frequent data inputs. We first formulate the routing problems as integer linear programs (ILPs) and then, design iterative approaches levels to iteratively solve the ILPs while considering updated traffic data. Afterwards, lower complexity sub-optimal graph-based algorithms are designed to solve the real-time routing problems. Unlike traditional navigation solutions, the proposed approaches update the vehicle trajectory after a certain period characterized by timely correlated data. Uncertainty and erroneous data inputs are also considered to determine fastest and least risky trajectory. Our results show that crowdsourcing-based real-time navigation outperforms outperform traditional navigation solutions by selecting less congested roads and avoiding blocked streets.","2169-3536","","10.1109/ACCESS.2019.2942282","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8843858","Intelligent transportation systems;mobile crowdsourcing;uncertainty;real-time navigation;delivery vehicle problem","Navigation;Roads;Sensors;Real-time systems;Urban areas;Crowdsourcing;Trajectory","","27","","35","CCBY","18 Sep 2019","","","IEEE","IEEE Journals"
