"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Task-Oriented API Usage Examples Prompting Powered By Programming Task Knowledge Graph","J. Sun; Z. Xing; X. Peng; X. Xu; L. Zhu","Research School of Computer Science, CECS, Australian National University, Canberra, Australia; Research School of Computer Science, CECS, Australian National University, Canberra, Australia; School of Computer Science, Fudan University, Shanghai, China; Data61, CSIRO, Sydney, Australia; Data61, CSIRO, Sydney, Australia",2021 IEEE International Conference on Software Maintenance and Evolution (ICSME),"24 Nov 2021","2021","","","448","459","Programming tutorials demonstrate programming tasks with code examples. However, our study of Stack Overflow questions reveals the low utilization of high-quality programming tutorials, which is caused task description mismatch and code information overload. Neither document search nor recently proposed activity-centric search can address these two barriers. In this work, we enrich the programming task knowledge graph with actions extracted from comments in code examples and more forms of activity sentences. To overcome the task description mismatch problem, we use code matching based task search method to find relevant programming tasks and code examples to the code under development. We integrate our knowledge graph and task search method in the IDE, and develop an observe-push based tool to prompt developers with API usage examples in explicit task contexts. To alleviate the code information overload problem, our tool highlights programming task and API information in the prompted tutorial excerpts and code examples based on the underlying knowledge graph. Our evaluation confirms the high quality of the constructed knowledge graph, and show that our code matching based task search can recommend effective code solutions to programming issues asked on Stack Overflow. Through an user study, we demonstrate that our tool is useful for assisting developers in finding and using relevant programming tutorials in their programming tasks.","2576-3148","978-1-6654-2882-8","10.1109/ICSME52107.2021.00046","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9609122","","Software maintenance;Codes;Search methods;Conferences;Tutorials;Programming;Tools","","3","","49","IEEE","24 Nov 2021","","","IEEE","IEEE Conferences"
"Context-Aware Software Documentation","E. Aghajani","Software Institute, REVEAL, Università della Svizzera italiana (USI), Lugano, Switzerland",2018 IEEE International Conference on Software Maintenance and Evolution (ICSME),"11 Nov 2018","2018","","","727","731","Software developers often do not possess the knowledge needed to understand a piece of code at hand, and the lack of code comments and outdated documentation exacerbates the problem. Asking for the help of colleagues, browsing the official documentation, or accessing online resources, such as Stack Overflow, can clearly help in this ""code comprehension"" activity that, however, still remains highly time-consuming and is not always successful. Enhancing this process has been addressed in different studies under the subject of automatic documentation of software artifacts. For example, ""recommender systems"" have been designed with the goal of retrieving and suggesting relevant pieces of information (e.g., Stack Overflow discussions) for a given piece of code inspected in an IDE. However, these techniques rely on limited contextual information, mainly solely source code. Our goal is to build a context-aware proactive recommender system supporting the code comprehension process. The system must be able to understand the context, consider the developer's profile, and help her by generating pieces of documentation at whatever granularity is required, e.g., going from summarizing the responsibilities implemented in a subsystem, to explaining how two classes collaborate to implement a functionality, down to documenting a single line of code. Generated documentation will be tailored for the current context (e.g., the task at hand, the developer's background knowledge, the history of interactions). In this paper we present our first steps toward our goal by introducing the ADANA project, a framework which generates fine-grained code comments for a given piece of code.","2576-3148","978-1-5386-7870-1","10.1109/ICSME.2018.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8530093","software documentation;program comprehension;context-aware;recommender system","Documentation;Recommender systems;Task analysis;Software;Knowledge based systems;Data mining;Cloning","","3","","46","IEEE","11 Nov 2018","","","IEEE","IEEE Conferences"
"Demystifying Issues, Challenges, and Solutions for Multilingual Software Development","H. Yang; W. Lian; S. Wang; H. Cai","Washington State University, Pullman, WA, USA; Washington State University, Pullman, WA, USA; University of Manitoba, Winnipeg, Canada; Washington State University, Pullman, WA, USA",2023 IEEE/ACM 45th International Conference on Software Engineering (ICSE),"14 Jul 2023","2023","","","1840","1852","Developing a software project using multiple languages together has been a dominant practice for years. Yet it remains unclear what issues developers encounter during the development, which challenges cause the issues, and what solutions developers receive. In this paper, we aim to answer these questions via a study on developer discussions on Stack Overflow. By manually analyzing 586 highly relevant posts spanning 14 years, we observed a large variety (11 categories) of issues, dominated by those with interfacing and data handling among different languages. Behind these issues, we found that a major challenge developers faced is the diversity and complexity in multilingual code building and interoperability. Another key challenge lies in developers' lack of particular technical background on the diverse features of various languages (e.g., threading and memory management mechanisms). Meanwhile, Stack Overflow itself served as a key source of solutions to these challenges-the majority (73%) of the posts received accepted answers eventually, and most in a week (36.5% within 24 hours and 25% in the next 6 days). Based on our findings on these issues, challenges, and solutions, we provide actionable insights and suggestions for both multi-language software researchers and developers.","1558-1225","978-1-6654-5701-9","10.1109/ICSE48619.2023.00157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10172841","Multilingual software;development issues;language interfacing;software build;data format;interoperability","Codes;Instruction sets;Data handling;Memory management;Buildings;Software;Complexity theory","","2","","67","IEEE","14 Jul 2023","","","IEEE","IEEE Conferences"
"Synthesizing Program Execution Time Discrepancies in Julia Used for Scientific Software","E. Farhana; N. Imtiaz; A. Rahman","Dept. of Computer Science, North Carolina State University; Dept. of Computer Science, North Carolina State University; Dept. of Computer Science, North Carolina State University",2019 IEEE International Conference on Software Maintenance and Evolution (ICSME),"5 Dec 2019","2019","","","496","500","Scientific software is defined as software that is used to analyze data to investigate unanswered research questions in the scientific community. Developers use programming languages such as Julia to build scientific software. When programming with Julia, developers experience program execution time discrepancy i.e. not obtaining desired program execution time, which hinders them to efficiently complete their tasks. The goal of this paper is to help developers in achieving desired program execution time for Julia by identifying the causes of why program execution time discrepancies happen with an empirical study of Stack Overflow posts. We conduct an empirical study with 263 Julia-related posts collected from Stack Overflow, and apply qualitative analysis on the collected 263 posts. We identify 9 categories of program execution time discrepancies for Julia, which include discrepancies related to data structures usage such as, arrays and dictionaries. We also identify 10 causes that explain why the program execution time discrepancies happen. For example, we identify program execution time discrepancy to happen when developers unnecessarily allocate memory by using array comprehension.","2576-3148","978-1-7281-3094-1","10.1109/ICSME.2019.00083","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8918949","Julia, programming language, stack overflow","Software;Resource management;Task analysis;Computer languages;Arrays;Encoding","","2","","29","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
"When APIs are Intentionally Bypassed: An Exploratory Study of API Workarounds","M. Lamothe; W. Shang","Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada; Department of Computer Science and Software Engineering, Concordia University, Montreal, Canada",2020 IEEE/ACM 42nd International Conference on Software Engineering (ICSE),"21 Dec 2020","2020","","","912","924","Application programming interfaces (APIs) have become ubiquitous in software development. However, external APIs are not guaranteed to contain every desirable feature, nor are they immune to software defects. Therefore, API users will sometimes be faced with situations where a current API does not satisfy all of their requirements, but migrating to another API is costly. In these cases, due to the lack of communication channels between API developers and users, API users may intentionally bypass an existing API after inquiring into workarounds for their API problems with online communities. This mechanism takes the API developer out of the conversation, potentially leaving API defects unreported and desirable API features undiscovered. In this paper we explore API workaround inquiries from API users on Stack Overflow. We uncover general reasons why API users inquire about API workarounds, and general solutions to API workaround requests. Furthermore, using workaround implementations in Stack Overflow answers, we develop three API workaround implementation patterns. We identify instances of these patterns in real-life open source projects and determine their value for API developers from their responses to feature requests based on the identified API workarounds.","1558-1225","978-1-4503-7121-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9283953","software maintenance;API workarounds;Mining software repositories;Empirical software engineering","Knowledge engineering;Communication channels;Feature extraction;Software;Software engineering","","2","","74","","21 Dec 2020","","","IEEE","IEEE Conferences"
"Mining Software Information Sites to Recommend Cross-Language Analogical Libraries","K. W. Nafi; M. Asaduzzaman; B. Roy; C. K. Roy; K. A. Schneider","Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, Lakehead University, Canada; Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, University of Saskatchewan, Canada; Department of Computer Science, University of Saskatchewan, Canada","2022 IEEE International Conference on Software Analysis, Evolution and Reengineering (SANER)","21 Jul 2022","2022","","","913","924","Software development is largely dependent on libraries to reuse existing functionalities instead of reinventing the wheel. Software developers often need to find analogical libraries (libraries similar to ones they are already familiar with) as an analogical library may offer improved or additional features. Developers also need to search for analogical libraries across programming languages when developing applications in different languages or for different platforms. However, manually searching for analogical libraries is a time-consuming and difficult task. This paper presents a technique, called XLibRec, that recommends analogical libraries across different programming languages. XLibRec collects Stack Overflow question titles containing library names, library usage information from Stack Overflow posts, and library descriptions from a third party website, Libraries.io. We generate word-vectors for each information and calculate a weight-based cosine similarity score from them to recommend analogical libraries. We performed an extensive evaluation using a large number of analogical libraries across four different programming languages. Results from our evaluation show that the proposed technique can recommend cross-language analogical libraries with great accuracy. The precision for the Top-3 recommendations ranges from 62-81% and has achieved 8-45% higher precision than the state-of-the-art technique.","1534-5351","978-1-6654-3786-8","10.1109/SANER53432.2022.00109","Natural Sciences and Engineering Research Council of Canada; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9825781","Cross-Language;Analogical Libraries;Stack Overflow;Library Usage Information;Word2Vec","Computer languages;Conferences;Wheels;Libraries;Software;Data mining;Task analysis","","2","","63","IEEE","21 Jul 2022","","","IEEE","IEEE Conferences"
"Data analysis of social community reputation: Good questions vs. good answers","J. F. Low; D. Svetinovic","Department of Electrical Engineering and Computer Science, United Arab Emirates; Department of Electrical Engineering and Computer Science, United Arab Emirates",2015 IEEE International Conference on Industrial Engineering and Engineering Management (IEEM),"21 Jan 2016","2015","","","1193","1197","Developing an understanding of the behavior and reputation of community members, and the relationships between them, can help community developers and managers to build and maintain better communities. We analyzed Stack Overflow, currently one of the most popular Q&A communities for developers, in order to understand the relationship between user behavior and reputation. Our data analysis of user activities, as well as our analysis of the each behavior's reputation impact, has revealed that asking good questions is an important behavior in Stack Overflow. Good questioners have higher reputation, in spite of the reputation system's design, and they are also more likely to engage in other reputation-positive behavioral activities.","","978-1-4673-8066-9","10.1109/IEEM.2015.7385836","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7385836","Online communities;reputation;user behavior","Current measurement;Cascading style sheets;Weight measurement;HTML","","2","","18","IEEE","21 Jan 2016","","","IEEE","IEEE Conferences"
"How Are Design Patterns Concerned by Developers?","H. Jiang; D. Liu; X. Chen; H. Liu; H. Mei","School of Software, Dalian University of Technology, Dalian, China; School of Software, Dalian University of Technology, Dalian, China; School of Computer Science and Technology, Hangzhou Dianzi University, Hangzhou, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China",2019 IEEE/ACM 41st International Conference on Software Engineering: Companion Proceedings (ICSE-Companion),"19 Aug 2019","2019","","","232","233","In recent years, design pattern has become an accepted concept in software design and many studies have involved various aspects of design patterns. However, it is an open question that how design patterns are discussed by developers. In this study, we conduct an empirical study to answer this question by soliciting Stack Overflow. First we build a new open catalog with 425 design patterns. Then, we extract 187,493 design pattern relevant posts from Stack Overflow. As to these posts, we find that the popularity of design patterns follows a long tail distribution. More surprisingly, nearly half of the posts focus on only five design patterns. We also successfully detect many potential new co-occuring design patterns, which could well complement the deficiency of existing studies.","2574-1934","978-1-7281-1764-5","10.1109/ICSE-Companion.2019.00090","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8802714","design pattern;Stack Overflow;empirical study","Production facilities;Market research;Programming;Software design;Buildings","","2","","6","IEEE","19 Aug 2019","","","IEEE","IEEE Conferences"
"Learning a dual-language vector space for domain-specific cross-lingual question retrieval","G. Chen; C. Chen; Z. Xing; B. Xu","School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; School of Computer Science and Engineering, Nanyang Technological University, Singapore; College of Computer Science and Technology, Zhejiang University, China",2016 31st IEEE/ACM International Conference on Automated Software Engineering (ASE),"6 Oct 2016","2016","","","744","755","The lingual barrier limits the ability of millions of non-English speaking developers to make effective use of the tremendous knowledge in Stack Overflow, which is archived in English. For cross-lingual question retrieval, one may use translation-based methods that first translate the non-English queries into English and then perform monolingual question retrieval in English. However, translation-based methods suffer from semantic deviation due to inappropriate translation, especially for domain-specific terms, and lexical gap between queries and questions that share few words in common. To overcome the above issues, we propose a novel cross-lingual question retrieval based on word embed-dings and convolutional neural network (CNN) which are the state-of-the-art deep learning techniques to capture word- and sentence-level semantics. The CNN model is trained with large amounts of examples from Stack Overflow duplicate questions and their corresponding translation by machine, which guides the CNN to learn to capture informative word and sentence features to recognize and quantify semantic similarity in the presence of semantic deviations and lexical gaps. A uniqueness of our approach is that the trained CNN can map documents in two languages (e.g., Chinese queries and English questions) in a dual-language vector space, and thus reduce the cross-lingual question retrieval problem to a simple k-nearest neighbors search problem in the dual-language vector space, where no query or question translation is required. Our evaluation shows that our approach significantly outperforms the translation-based method, and can be extended to dual-language documents retrieval from different sources.","","978-1-4503-3845-5","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7582810","Cross-lingual question retrieval;Word embeddings;Convolutional Neural Network;Dual-Language Vector Space","Semantics;Neural networks;Context;Google;Inspection;Predictive models;Convolution","","2","1","47","","6 Oct 2016","","","IEEE","IEEE Conferences"
"Build: Web Services based Source Code Editor Integrate with Community Question Answer","S. Dange; R. Kasture; A. Kadhao; A. Thorat; S. Mhamane","School of Computer Engineering and Technology, MIT Academy of Engineering, Pune, India; School of Computer Engineering and Technology, MIT Academy of Engineering, Pune, India; School of Computer Engineering and Technology, MIT Academy of Engineering, Pune, India; School of Computer Engineering and Technology, MIT Academy of Engineering, Pune, India; School of Computer Engineering and Technology, MIT Academy of Engineering, Pune, India",2020 Fourth International Conference on Inventive Systems and Control (ICISC),"19 Aug 2020","2020","","","245","249","Source code editor have different features to ease and speed-up the developer works. This paper proposed the source code editor BUILD integrated with Community Question and Answer (Q&A) and stack overflow web service. While programming developer often came across the set of questions, programming errors, thus in order to find the solutions or resolving the errors developers take reference from the different online resources (Documentations, Books, Q & A Services) through web browser. This leads to switching windows between source code editor and web-browser. To reduce development time and effort, neglect web or internet distractions and to get the specific result to questions we form a community. we combine source code editor and community Q & a services (Stack Overflow, institutional CQA). We also understand different learning resources and development tool which preferred by the developers. Explains the important of the Community Question & Answer (CQA) services.","","978-1-7281-2813-9","10.1109/ICISC47916.2020.9171162","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9171162","Source code editor;Development tool;Crowdsource knowledge community question and Answer services;Stack overflow;Webservices.","Codes;Web services;Switches;Documentation;Computer architecture;Programming;Control systems","","1","","20","IEEE","19 Aug 2020","","","IEEE","IEEE Conferences"
