"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"From one star to three stars: Upgrading legacy open data using crowdsourcing","S. Oyama; Y. Baba; I. Ohmukai; H. Dokoshi; H. Kashima","Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Hokkaido, Japan; Graduate School of Informatics, Kyoto University, Sakyo-ku, Kyoto, Japan; National Institute of Informatics, Chiyoda-ku, Japan; Graduate School of Information Science and Technology, Hokkaido University, Sapporo, Hokkaido, Japan; Graduate School of Informatics, Kyoto University, Sakyo-ku, Kyoto, Japan",2015 IEEE International Conference on Data Science and Advanced Analytics (DSAA),"7 Dec 2015","2015","","","1","9","Despite recent open data initiatives in many countries, a significant percentage of the data provided is in non-machine-readable formats like image format rather than in a machine-readable electronic format, thereby restricting their usability. This paper describes the first unified framework for converting legacy open data in image format into a machine-readable and reusable format by using crowdsourcing. Crowd workers are asked not only to extract data from an image of a chart but also to reproduce the chart objects in spreadsheets. The properties of the reconstructed chart objects give their data structures including series names and values, which are useful for automatic processing of data by computer. Since results produced by crowdsourcing inherently contain errors, a quality control mechanism was developed that improves the accuracy of extracted tables by aggregating tables created by different workers for the same chart image and by utilizing the data structures obtained from the reproduced chart objects. Experimental results demonstrated that the proposed framework and mechanism are effective.","","978-1-4673-8272-4","10.1109/DSAA.2015.7344801","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7344801","","Crowdsourcing;Data mining;Resource description framework;Software;Computers;Data structures;Licenses","","3","","20","IEEE","7 Dec 2015","","","IEEE","IEEE Conferences"
"User Request Emotion Prediction Approach in a Crowdsourcing Platform","K. M. Priyanga; M. Alamelu","Department of Information Technology, Kumaraguru College of Technology, Coimbatore, TamilNadu, India; Department of Information Technology, Kumaraguru College of Technology, Coimbatore, TamilNadu, India",2020 4th International Conference on Trends in Electronics and Informatics (ICOEI)(48184),"17 Jul 2020","2020","","","23","29","Sentiment analysis manages to recognize and arranging opinions or conclusions communicated in the source content. The far-reaching of the World Wide Web has brought another method for communicating the assumptions of people. Web-based social networking is creating an immense measure of estimation rich information as tweets, status updates, blog entries, and so on. Sentiment analysis of this user-generated information is extremely helpful in knowing the opinion of the group. Twitter sentiment analysis is troublesome contrasted with general sentiment analysis because of the existence of slang words and incorrect spellings. It is additionally a medium with a tremendous measure of data where clients can see the opinion of different clients that are categorized into various sentiment classes and are progressively developing as a key factor in dynamic. In this paper, the Emotion Prediction approach has been established by collecting the real-time twitter data from the Twitter API, pre-processing the data and to predict the emotions using various Machine Learning algorithms. The proposed user emotion prediction approach can be used to predict the emotions of the user and the user emotion approach has been compared with the machine learning and sentiment classification algorithms. With the comparative study of the algorithm, the best accuracy can be analyzed for the user emotion analysis. The crowdsourcing system can be used for the Business systems to predict the popularity of their brands and to make changes in their brand according to the feedback received. This proposed Emotion Prediction approach is mainly focusing on working with a real-time Twitter dataset. With the evaluated accuracy measure the end-user can make a quick prediction in the usage of the crowdsourcing system.","","978-1-7281-5518-0","10.1109/ICOEI48184.2020.9143021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9143021","User emotion prediction;user request data preprocessing;tweet analysis building;emotion sentiment classification","Twitter;Support vector machines;Real-time systems;Data mining;Sentiment analysis;Prediction algorithms;Conferences","","3","","21","IEEE","17 Jul 2020","","","IEEE","IEEE Conferences"
"Towards reward-based spatial crowdsourcing","Khanh-Hung Dang; Kim-Tuyen Cao","University of Information Technology (UIT), HoChiMinh City, Vietnam; University of Information Technology (UIT), HoChiMinh City, Vietnam","2013 International Conference on Control, Automation and Information Sciences (ICCAIS)","27 Jan 2014","2013","","","363","368","The ubiquity of mobile sensors makes spatial crowd-sourcing a very promising platform for acquiring spatial tasks (i.e., tasks that are related to a location). Some frameworks have been successfully developed for crowdsourcing spatial tasks to a set of workers. Most of the current frameworks assume that all tasks belong to the same category and that workers are self-motivated to voluntarily perform tasks. However, the assumptions may not be practical in reality since different tasks may belong to different expertise and workers may not be self-incentivised to voluntarily perform tasks. In this paper, we introduce a reward-based approach for crowdsourcing spatial expert tasks (i.e., spatial tasks that are related to specific expertise). We formally define the Maximum Task Minimum Cost Assignment (MTMCA) problem and propose a solution for it. Subsequently, we perform various experiments to prove the usability and scalability of our approach as well as investigate factors that may effect the overall assignment. The experimental evaluation was conducted using both real-world and synthetic data sets.","","978-1-4799-0572-0","10.1109/ICCAIS.2013.6720583","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6720583","","Business;Optimization;Scalability;Joining processes;Cities and towns;Buildings;Mobile communication","","3","","18","IEEE","27 Jan 2014","","","IEEE","IEEE Conferences"
"Deep-Gap: A Deep Learning Framework for Forecasting Crowdsourcing Supply-Demand Gap Based on Imaging Time Series and Residual Learning","A. Ben Said; A. Erradi","Department of Computer Science and Engineering, Qatar University, Doha, Qatar; Department of Computer Science and Engineering, Qatar University, Doha, Qatar",2019 IEEE International Conference on Cloud Computing Technology and Science (CloudCom),"28 Jan 2020","2019","","","279","286","Mobile crowdsourcing has become easier thanks to the widespread of smartphones capable of seamlessly collecting and pushing the desired data to cloud services. However, the success of mobile crowdsourcing relies on balancing the supply and demand by first accurately forecasting spatially and temporally the supply-demand gap, and then providing efficient incentives to encourage participant movements to maintain the desired balance. In this paper, we propose Deep-Gap, a deep learning approach based on residual learning to predict the gap between mobile crowdsourced service supply and demand at a given time and space. The prediction can drive the incentive model to achieve a geographically balanced service coverage in order to avoid the case where some areas are over-supplied while other areas are under-supplied. This allows anticipating the supply-demand gap and redirecting crowdsourced service providers towards target areas. Deep-Gap relies on historical supply-demand time series data as well as available external data such as weather conditions and day type (e.g., weekday, weekend, holiday). First, we roll and encode the time series of supplydemand as images using the Gramian Angular Summation Field (GASF), Gramian Angular Difference Field (GADF) and the Recurrence Plot (REC). These images are then used to train deep Convolutional Neural Networks (CNN) to extract the low and high-level features and forecast the crowdsourced services gap. We conduct comprehensive comparative study by establishing two supply-demand gap forecasting scenarios: with and without external data. Compared to state-of-art approaches, Deep-Gap achieves the lowest forecasting errors in both scenarios.","2330-2186","978-1-7281-5011-6","10.1109/CloudCom.2019.00048","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8968896","Crowdsourced service, Supply-demand gap, Time series, Gramian Angular Field, Recurrence Plot, Residual learning","","","3","","24","IEEE","28 Jan 2020","","","IEEE","IEEE Conferences"
"Crowdsourcing with trembles: Incentive mechanisms for mobile phones with uncertain sensing time","S. Ji; T. Chen; F. Wu","Oklahoma State University; California State Polytechnic University, Pomona; Shanghai Jiao Tong University",2015 IEEE International Conference on Communications (ICC),"10 Sep 2015","2015","","","3546","3551","Mobile phone sensing has become increasingly popular since it can collect and analyze real-time data anywhere anytime, especially with the help of mobile phone users via crowdsourcing. In order to stabilize the mobile crowdsourcing at a massive scale, incentive mechanisms are needed not only to stimulate the users of mobile phones to participate in sensing, but also to incentivize the organizer of the sensing tasks with maximum service time and payoff. In this paper, we study a practical problem in mobile sensing, i.e., sensing time uncertainty, which may lead to failures of existing incentive mechanisms. In particular, we model this problem as a perturbed Stackelberg game in which mobile phone users may actually conduct sensing tasks during different periods of time rather than what they intend, like through a trembling hand. We find that there exist Trembling-Hand Perfect Equilibria (THP) given proper rewards. After characterizing THPs in this game with rigorous analysis, we design incentive mechanisms that can achieve a THP with the maximum system wide total sensing time and maximum platform utility. We finally verify the correctness and efficiency of our proposed incentive mechanisms and algorithms through extensive experiments.","1938-1883","978-1-4673-6432-4","10.1109/ICC.2015.7248874","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7248874","","Sensors;Uncertainty;Games;Crowdsourcing;Mobile handsets;Mobile communication;Algorithm design and analysis","","3","","36","IEEE","10 Sep 2015","","","IEEE","IEEE Conferences"
"A Novel Recruitment Policy to Defend against Sybils in Vehicular Crowdsourcing","F. Concone; F. De Vita; A. Pratap; D. Bruneo; G. L. Re; S. K. Das","Department of Engineering, University of Palermo, Italy; Department of Engineering, University of Messina, Italy; Department of Computer Science and Engineering, Indian Institute of Technology (BHU), Varanasi, India; Department of Engineering, University of Messina, Italy; Department of Engineering, University of Palermo, Italy; Department of Computer Science, Missouri University of Science and Technology, Rolla, USA",2021 IEEE International Conference on Smart Computing (SMARTCOMP),"8 Oct 2021","2021","","","105","112","Vehicular Social Networks (VSNs) is an emerging communication paradigm, derived by merging the concepts of Online Social Networks (OSNs) and Vehicular Ad-hoc Networks (VANETs). Due to the lack of robust authentication mechanisms, social-based vehicular applications are vulnerable to numerous attacks including the generation of sybil entities in the networks. We address this important issue in vehicular crowdsourcing campaigns where sybils are usually employed to increase their influence and worsen the functioning of the system. In particular, we propose a novel User Recruitment Policy (URP) that, after extracting the participants within the event radius of a crowdsourcing campaign, detects and filters out the sybil vehicles by using a novel sybil detection approach, called SybilDriver. This technique combines the advantages of VANETs and OSNs by means of an innovative concept of proximity graph obtained from the physical vehicular network, in conjunction with a community detection and Random Forest techniques adopted in the OSN domain. Detailed experimental evaluations demonstrate the effectiveness of our approach and also show that it outperforms existing state-of-the-art methods typically used in the OSNs.1","2693-8340","978-1-6654-1252-0","10.1109/SMARTCOMP52413.2021.00035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9556225","Vehicular Social Network;Crowdsourcing;Sybil detection;Trust and Truthfulness;Proximity Graph","Crowdsourcing;Social networking (online);Conferences;Merging;Authentication;Ad hoc networks;Recruitment","","3","","32","IEEE","8 Oct 2021","","","IEEE","IEEE Conferences"
"Combined use of artificial intelligence and crowdsourcing to provide alternative content for images on websites","A. Mangiatordi; M. Lazzari","“R. Massa” Department of Human Sciences for Education, University of Milano Bicocca, Milano, Italy; Department of Human and Social Sciences, University of Bergamo, Bergamo, Italy",2018 15th IEEE Annual Consumer Communications & Networking Conference (CCNC),"19 Mar 2018","2018","","","1","6","Web accessibility can be efficiently evaluated in both automated and manual ways, but fixing accessibility issues on live websites is still a major challenge, as it requires attention, dedication and knowledge of Assistive Technology requirements. A website revision system is thus proposed, relying on Artificial Intelligence to produce alternative text, and on crowdsourcing to correct it, for images or other generic types of resources. This solution is integrated in a web application called Farfalla, which also offers easy integration of accessibility options in websites. A major advantage offered by this approach is the independence from a specific browser or operating system: the proposed architecture is highly portable and platform-agnostic. The basic idea that will be put forward here is that Artificial Intelligence can be used to generate basic information about images in websites, and crowdsourcing would serve as a way for refining that information. As the development of the project is still in progress, the most important implementation issues are analyzed: they include context-aware alternatives, localization, scalable deployment and input validation.","2331-9860","978-1-5386-4790-5","10.1109/CCNC.2018.8319312","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8319312","accessibility;Artificial Intelligence;Assistive Technology;crowdsourcing;alternative content;cloud computing","Crowdsourcing;Browsers;Tools;Assistive technology;Software;Standards;Web pages","","2","","14","IEEE","19 Mar 2018","","","IEEE","IEEE Conferences"
"Social media and NLP tasks: Challenges in crowdsourcing linguistic information","E. Takoulidou; V. Sosoni; K. Kermanidis; M. van Zaanen","Department of Informatics; Department of Foreign Languages, Translation and Interpreting Ionian University, Corfu, Greece; Ionio Panepistemio, Kerkyra, GR; Department of Communication and Information Sciences, Tilburg University, Tilburg, The Netherlands",2016 11th International Workshop on Semantic and Social Media Adaptation and Personalization (SMAP),"24 Nov 2016","2016","","","53","58","In the framework of the TraMOOC1(Translation for Massive Open Online Courses) research and innovation project, data collection tasks for parallel translation are implemented using a crowdsourcing platform. The educational genre (videolectures subtitles, forums discussions, course assignments), the type of text (segmentation, misspellings, syntax errors, specialized terminology, scientific formulas, limited knowledge on context) of the source data, and the multilingual approach of the involved activities (the focus is on a total of 12 European and BRIC languages) provides a challenging setting for the success of the project. Experimental trials reveal significant findings for the purposes of Language Technology research as well as limitations in crowdsourcing linguistic data collections for multilingual tasks.","","978-1-5090-5246-2","10.1109/SMAP.2016.7753384","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7753384","NLP;MOOC;Crowdsourcing;CrowdFlower;Machine Translation","Crowdsourcing;Gold;Standards;Quality control;Social network services;Pragmatics;Syntactics","","2","","14","IEEE","24 Nov 2016","","","IEEE","IEEE Conferences"
"Designing Crowdsourcing Tasks with Consensus Constraints","S. Castano; A. Ferrara; S. Montanelli","Università degli Studi di Milano, Milano; Università degli Studi di Milano, Milano; Università degli Studi di Milano, Milano",2016 International Conference on Collaboration Technologies and Systems (CTS),"6 Mar 2017","2016","","","97","103","The notion of consensus is frequently employed in crowdsourcing applications/systems as a solution for quality assessment of task results, either based on an explicit or implicit notion of agreement among workers. In this paper, we describe the task-design activities in our crowdsourcing systems called Argo, where consensus/agreement parameters and constraints are specified and actually enforced. The configuration of system-level parameters is discussed and experience of task-design and execution on a real case-study of web-resource labeling is presented.","","978-1-5090-2300-4","10.1109/CTS.2016.0035","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7870973","Argo crowdsourcing system;flexible task design;consensus-based task evaluation","Crowdsourcing;Electronic mail;Quality assessment;Labeling;Creativity;Collaboration;Schedules","","2","","23","IEEE","6 Mar 2017","","","IEEE","IEEE Conferences"
"A Subjectivity-Aware Algorithm for Label Aggregation in Crowdsourcing","M. Wu; Q. Li; S. Wang; J. Hou","School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, Nanjing, China; Intelligent Manufacturing Department, Wuyi University, Jiangmen, China",2019 IEEE International Conference on Computational Science and Engineering (CSE) and IEEE International Conference on Embedded and Ubiquitous Computing (EUC),"5 Dec 2019","2019","","","373","378","Crowdsourcing has already attracted a wide attention in the field of machine learning and its related fields. A large amount of labeled data can be obtained quickly and cheaply on crowdsourcing platforms. To deal with the problem that labels collected from crowds are usually noisy due to the low accuracy of non-expert online workers, we use quality control methods to improve the qualities of crowd data. Unfortunately, current quality control methods only consider the instance difficulty or the worker reliability to account for the variety of labels to the same instance, and these methods did not take subjectivity of workers into consideration which also effects the responses. In this paper, we present a novel subjectivity-aware algorithm for label aggregation, which also model the difficulty of instances and reliability of workers as latent parameters. This method is an EM-like algorithm, which not only infers the ground truth of the instances, but also simultaneously estimates the latent parameters. Experimental results on real-world datasets show that our method outperforms the state-of-the-art ground truth inference algorithms.","","978-1-7281-1664-8","10.1109/CSE/EUC.2019.00077","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8919577","crowdsourcing, quality control, subjectivity, difficulty, reliability, EM algorithms","Reliability;Crowdsourcing;Inference algorithms;Labeling;Data models;Noise measurement;Animals","","2","","24","IEEE","5 Dec 2019","","","IEEE","IEEE Conferences"
