"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Crowdsourcing energy-efficient participants to ensure quality-of-information","B. Zhang; C. H. Liu; Z. Ren; J. Ma; W. Wang","School of Software, Beijing Institute of Technology, China; School of Software, Beijing Institute of Technology, Beijing, Beijing, CN; Tsinghua University, Beijing, Beijing, CN; School of Software, Beijing Institute of Technology, China; School of Software, Beijing Institute of Technology, China","2015 IEEE 26th Annual International Symposium on Personal, Indoor, and Mobile Radio Communications (PIMRC)","3 Dec 2015","2015","","","1606","1610","Crowdsourcing systems, by using smart devices like smartphones and iPad, have been widely used in various domains, but are currently facing new challenges. On one hand, different tasks offer different amount of incentive budgets in multitask systems, thus those tasks pay more should be satisfied preferentially. On the other hand, even if there are not enough budget for a sensing task, the system should also try to provide as much sensory data as possible to obtain potential clients. Furthermore, it is challenging to select an “optimal” set of participants as data contributors due to the above two points. In this paper, first, we introduce a metric to describe how the collected sensory data can quantify task's the multi-dimensional data requirements, in terms of data distribution in spatiotemporal domains. Second, we propose a “task priority model” based on incentive budget, to explicitly quantify the relationship between the incentive budget usage and task priority. Then, we present a quality of information (QoI) aware participant selection approach as a suboptimal solution to the defined optimization problem. Finally, we compare our proposed scheme with existing methods via extensive simulations based on the real movement traces of ordinary citizens in Beijing. Extensive simulation results well justify the effectiveness and robustness of our approach.","","978-1-4673-6782-0","10.1109/PIMRC.2015.7343555","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7343555","","Sensors;Servers;Mobile communication;Crowdsourcing;Mobile computing;Optimization","","","","14","IEEE","3 Dec 2015","","","IEEE","IEEE Conferences"
"On the crowdsourcing of behaviors for autonomous agents","G. Russo","Dept. of Information and Electrical Eng. & Applied Math., University of Salerno, Italy",2021 American Control Conference (ACC),"28 Jul 2021","2021","","","1186","1191","This paper is concerned with the problem of designing, from data, agents that are able to craft their behavior from a set of contributors in order to fulfill some agent-specific task. This is not necessarily known to the contributors. After formalizing this crowdsourcing process as a control problem, we present a result to synthesize behaviors from the information made available by the contributors. The result is turned into an algorithm and the theoretical findings are complemented via an example.","2378-5861","978-1-6654-4197-1","10.23919/ACC50511.2021.9483157","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9483157","","Crowdsourcing;Buildings;Process control;Approximation algorithms;Autonomous agents;Automobiles;Task analysis","","","","20","","28 Jul 2021","","","IEEE","IEEE Conferences"
"The Role of ICT in Collaborative Creation of Public Policies: Crowdsourcing Policymaking","A. R. Vargas-Murillo; I. N. M. De La Asuncion Pari-Bedoya; C. A. Delgado-Chávez; E. Menacho Taipe; C. K. Reyes Cuba; L. C. Polo Chavarri","Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; Facultad de Derecho, Universidad Tecnológica del Perú, Lima, Peru; Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; Facultad de Derecho, Universidad Privada del Norte, Lima, Peru; Facultad de Derecho, Universidad Privada del Norte, Lima, Peru",2024 International Conference on Inventive Computation Technologies (ICICT),"7 Jun 2024","2024","","","1704","1708","This research work examines the role of information and communication technologies (ICT) in enabling collaborative creation of public policies, also known as ""crowd policymaking"". A systematic literature review analyzes key features and considerations regarding the design and implementation of technological platforms to engage citizens through crowdsourcing. Reported approaches leverage online participation tools and collective intelligence techniques across different policy cycle phases. Outcomes evidence possibilities to boost transparency, inclusion and deliberation, as well as barriers related to data overload and result uptake. The analysis reveals that while ICT-enabled platforms are expanding citizen participation opportunities throughout policy processes, substantial barriers persist regarding engagement depth, contribution processing, and institutional adoption.","2767-7788","979-8-3503-5929-9","10.1109/ICICT60155.2024.10544427","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10544427","Information and communications technology;Collaborative Creation;Public Policies;Crowdsourcing Policymaking;Collective Intelligence","Crowdsourcing;Technological innovation;Systematics;Reviews;Bibliographies;Collaboration;Machine learning","","","","25","IEEE","7 Jun 2024","","","IEEE","IEEE Conferences"
"Estimating Student Grades through Peer Assessment as a Crowdsourcing Calibration Problem","Y. Xiao; Y. Gao; C. Yue; E. Gehringer","Department of Computer Science, North Carolina State University, Raleigh, NC, United States; College of Management and Economics, Tianjin University, Tianjin, China; School of Computer Science and Technology, Beijing Institute of Technology, Beijing, China; Department of Computer Science, North Carolina State University, Raleigh, NC, United States",2022 20th International Conference on Information Technology Based Higher Education and Training (ITHET),"2 Feb 2023","2022","","","1","9","There is a trend to move education into an online environment, especially when offline learning is restricted by time, space, availability, or is impacted by issues such as a public health incident. Evaluating students’ performance in online education has always been challenging. Objective questions, which can be graded automatically, could only assess certain aspects of students’ mastery of knowledge. A grading problem appears if subjective questions exist, primarily when the class is taught at scale. Many online education platforms have been using peer assessment to resolve this problem. Aside from that, peer assessment also improves interactions between students, instructors, and peers. While peer assessment has some inherent weaknesses, reviewers may not have the same ability or attitude toward reviewing others, and the feedback generated by them shall not be taken at face value. Many algorithms have been developed to evaluate annotators’ trustworthiness and generate reliable labels in the crowdsourcing industry. We proposed an algorithm under the same concept that could provide accurate automated grading, an overview of students’ weaknesses from peer feedback, and identify reviewers who lack an understanding of certain concepts. This information allows instructors to offer targeted training and create data-driven lesson plans.","2380-1603","978-1-6654-8908-9","10.1109/ITHET56107.2022.10031993","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10031993","Machine learning algorithms;STEM;Educational technology;Engineering education","Training;Crowdsourcing;Industries;Machine learning algorithms;Machine learning;Market research;Reliability","","","","48","IEEE","2 Feb 2023","","","IEEE","IEEE Conferences"
"Research on Quality Evaluation of Crowdsourcing Logistics Service under New Retail","F. Wang; Y. Lu; J. Guo; H. Wu","School of Management, Guangzhou Xinhua University, Guangzhou, China; School of Management, Guangzhou Xinhua University, Guangzhou, China; School of Management, Guangzhou Xinhua University, Guangzhou, China; The department of students management, Guangzhou Huashang Vocational College, Guangzhou, China",2021 2nd International Conference on Computer Science and Management Technology (ICCSMT),"8 Jun 2022","2021","","","524","529","Under the background of “new retailing”, logistics has become the key factor of instant delivery in the same city. Crowdsourcing logistics mode reduces the operation cost for internet enterprises and improves the efficiency of logistics by integrating social idle resources. However, with the development of the economy, there are also many service quality problems. Therefore, the logistics service quality needs to be improved. This paper used DD company as an example, based on the model-the fuzzy comprehensive evaluation program for analysis of logistics service quality, and puts forward feasible suggestions from the perspective of customer perception. In this case, the ultimate goal is providing reference for the innovation and development of new retailing.","","978-1-6654-2063-1","10.1109/ICCSMT54525.2021.00104","Sun Yat-sen University(grant numbers:2016JG006); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9786980","new retailing;crowdsourcing;logistics;service quality","Crowdsourcing;Computer science;Technological innovation;Analytical models;Costs;Urban areas;Companies","","","","15","IEEE","8 Jun 2022","","","IEEE","IEEE Conferences"
"Crowdsourcing-based Model Testing in Federated Learning","Y. Yi; H. Lv; T. Luo; J. Yang; L. Liu; L. Cui","Shandong Unversity, Jinan, China; Shandong Unversity, Jinan, China; Missouri University of Science and Technology, Rolla, USA; Beijing Aerospace Automatic Control Institute, Beijing, China; Shandong Unversity, Jinan, China; Shandong Unversity, Jinan, China","2023 IEEE 22nd International Conference on Trust, Security and Privacy in Computing and Communications (TrustCom)","29 May 2024","2023","","","207","213","Federated Learning (FL) is a distributed machine learning technique that trains models on local devices to preserve data privacy. In FL, evaluating model quality is crucial for detecting malicious clients and improving model accuracy. However, existing methods typically require a representative public testing dataset on the server, which is often unavailable in practical federated learning scenarios. To address this problem, we propose a novel four-step framework, taking a crowdsourcing approach. The basic idea is to distribute the model to be evaluated as a task to a set of testing clients selected from the original clients pool, who evaluate the model quality using their local datasets. By consolidating these individual evaluations, we obtain the overall model quality. To select a suitable number of testing clients, we propose an exploration-exploitation-based framework. Furthermore, to safeguard against attacks from potential malicious testing clients, we introduce a Correlated Agreement (CA) mechanism. This is achieved by comparing correlations of accuracy among the same set of testing clients (who were selected for the aforementioned evaluation task). Extensive experiments demonstrate the effectiveness of our approach, which yields accuracy comparable to methods that rely on a public testing dataset on the server. Moreover, our approach can identify and filter out dishonest testing clients and thereby ensure model quality even in adversarial settings.","2324-9013","979-8-3503-8199-3","10.1109/TrustCom60117.2023.00048","National Natural Science Foundation of China; National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10538580","Federated learning;crowdsourcing;model testing;correlated agreement","Crowdsourcing;Data privacy;Correlation;Robustness;Data models;Servers;Security","","","","23","IEEE","29 May 2024","","","IEEE","IEEE Conferences"
"Spherical Projection Based Clustering Algorithm for Cooperative Sweep Coverage in Crowdsourcing","Y. Gao; X. Wei; H. Gao; Q. Li; X. Gao; G. Chen","Department of Computer Science and Engineering, MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; Didi Chuxing Technology Co., Beijing, China; Didi Chuxing Technology Co., Beijing, China; Department of Computer Science and Engineering, MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, MoE Key Lab of Artificial Intelligence, Shanghai Jiao Tong University, Shanghai, China",2024 IEEE International Conference on Web Services (ICWS),"15 Oct 2024","2024","","","1266","1272","The sweep coverage problem is one of the important issues in spatial crowdsourcing, which requires task participants to monitor a series of Points of Interest (PoIs) periodically. In this paper, we study the Cooperative Sweep Coverage (CSC) problem with the objective of minimizing the maximum sweep period. We propose an iterative clustering algorithm based on spherical projection, called SP-Cycle. The algorithm firstly projects the points in the 2D space to a spherical surface in the 3D space. It then utilizes a new balancing clustering algorithm and uses an iterative coordinate updating method in the 3D spherical space based on the gradient descent, the aim of which is to use the simple minimum spanning tree length computation in the spherical surface to replace the complex Traveling Salesman Problem (TSP) cycle computation in the original 2D space, which improves the performance while keeping a low computational complexity. After we get the clusters, we can compute the lengths of TSP cycles and enter a new iteration. Experimental results based on synthetic and real-world datasets demonstrate the effectiveness of our proposed algorithm. The code is available at https://github.com/GaoYucen/CSC.","2836-3868","979-8-3503-6855-0","10.1109/ICWS62655.2024.00151","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707454","spatial crowdsourcing;cooperative sweep coverage;spherical projection;clustering","Crowdsourcing;Three-dimensional displays;Codes;Web services;Clustering algorithms;Traveling salesman problems;Iterative algorithms;Space exploration;Computational complexity;Monitoring","","","","20","IEEE","15 Oct 2024","","","IEEE","IEEE Conferences"
"Idea relationship analysis in open innovation crowdsourcing systems","A. Westerski; C. A. Iglesias; J. E. Garcia","Universidad Politécnica de Madrid, Madrid, Spain; Universidad Politécnica de Madrid, Madrid, Spain; Universidad Politécnica de Madrid, Madrid, Spain","8th International Conference on Collaborative Computing: Networking, Applications and Worksharing (CollaborateCom)","7 Feb 2013","2012","","","289","296","Idea Management Systems are an implementation of open innovation notion in the Web environment with the use of crowdsourcing techniques. In this area, one of the popular methods for coping with large amounts of data is duplicate detection. With our research, we answer a question if there is room to introduce more relationship types and in what degree would this change affect the amount of idea metadata and its diversity. Furthermore, based on hierarchical dependencies between idea relationships and relationship transitivity we propose a number of methods for dataset summarization. To evaluate our hypotheses we annotate idea datasets with new relationships using the contemporary methods of Idea Management Systems to detect idea similarity. Having datasets with relationship annotations at our disposal, we determine if idea features not related to idea topic (e.g. innovation size) have any relation to how annotators perceive types of idea similarity or dissimilarity.","","978-1-4673-2740-4","10.4108/icst.collaboratecom.2012.250412","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6450918","idea management;relationship;clustering;crowdsourcing;open innovation;community","Technological innovation;Measurement;Blogs;Internet;Graphics;Servers","","","","32","","7 Feb 2013","","","IEEE","IEEE Conferences"
"Countrywide Basestation Localization with Timing Advance Measurements from Crowdsourcing","L. Eller; V. Raida; P. Svoboda; M. Rupp","Institute of Telecommunications TU-Wien, Vienna, Austria; Institute of Telecommunications TU-Wien, Vienna, Austria; Institute of Telecommunications TU-Wien, Vienna, Austria; Institute of Telecommunications TU-Wien, Vienna, Austria",2022 IEEE 95th Vehicular Technology Conference: (VTC2022-Spring),"25 Aug 2022","2022","","","1","6","Recently, there has been increased interest in using network traces from crowdsourcing for anomaly detection or operator benchmarking. Likewise, the inference of the network topology, particularly the localization of basestations, has been an active field of research. In this work, we conduct a large-scale analysis of a probabilistic basestation localization technique operating on crowdsourced Timing Advance measurements collected through an Android application. We evaluate the performance using ground-truth locations for 4,946 LTE cells, covering a representative subset of the infrastructure of an Austrian operator. Careful analysis confirms the well-known quality issues of crowdsourced data, with 5.8% of samples effectively reporting negative multipath components. Incorporating the notion of erroneous measurements into our system model ensures that the presence of such outliers is reflected in the posterior confidence of the estimator. Overall, this adapted approach significantly outperforms the baseline estimators from the literature, achieving an accuracy of above 97.5% in a cell-identification framework and mean distance errors of around 100 m. Deviations from multipath and erroneous samples remain the primary error source, given that for a low-multipath subset, the performance can be further improved to 99% and 50 m, respectively.","2577-2465","978-1-6654-8243-1","10.1109/VTC2022-Spring54318.2022.9860564","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860564","LTE;5G;Bayesian estimator;cellular networks;crowdsourcing;network topology inference;timing advance","Location awareness;Crowdsourcing;Vehicular and wireless technologies;Network topology;Operating systems;Benchmark testing;Probabilistic logic","","","","22","IEEE","25 Aug 2022","","","IEEE","IEEE Conferences"
"Harnessing Confidence for Report Aggregation in Crowdsourcing Environments","H. Alhosaini; X. Wang; L. Yao; Z. Yang; F. Hussain; E. -P. Lim","School of Computer Science, University of Technology Sydney, Sydney, Australia; School of Computer Science, University of Technology Sydney, Sydney, Australia; School of Computer Science and Engineering, University of New South Wales, Sydney, Australia; School of Computer Science, University of Technology Sydney, Sydney, Australia; School of Computer Science, University of Technology Sydney, Sydney, Australia; School of Computing and Information Systems, Singapore Management University, Singapore",2022 IEEE International Conference on Services Computing (SCC),"24 Aug 2022","2022","","","305","314","Crowdsourcing is an effective means of accomplishing human intelligence tasks by leveraging the collective wisdom of crowds. Given reports of various accuracy degrees from workers, it is important to make wise use of these reports to derive accurate task results. Intuitively, a task result derived from a sufficient number of reports bears lower uncertainty, and higher uncertainty otherwise. Existing report aggregation research, however, has largely neglected the above uncertainty issue. In this regard, we propose a novel report aggregation framework that defines and incorporates a new confidence measure to quantify the uncertainty associated with tasks and workers, thereby enhancing result accuracy. In particular, we employ a link analysis approach to propagate confidence information, subgraph extraction techniques to prioritize workers, and a progressive approach to gradually explore and consolidate workers’ reports associated with less confident workers and tasks. The framework is generic enough to be combined with existing report aggregation methods. Experiments on four real-world datasets show it improves the accuracy of several competitive state-of-the-art methods.","2474-2473","978-1-6654-8146-5","10.1109/SCC55611.2022.00051","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9860173","crowdsourcing;report aggregation;confidence propagation;experimental evaluation","Crowdsourcing;Uncertainty;Atmospheric measurements;Human intelligence;Measurement uncertainty;Service computing;Particle measurements","","","","37","IEEE","24 Aug 2022","","","IEEE","IEEE Conferences"
