"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Crowdsourcing Controller - Utilizing Reliable Agents in a Multiplayer Game","K. K. Lesniak; M. Maistro","University of Copenhagen and Dynasty Studios, Copenhagen, Denmark; University of Copenhagen, Copenhagen, Denmark",2022 IEEE Conference on Games (CoG),"20 Sep 2022","2022","","","64","71","This paper presents a new use case for continuous crowdsourcing, where multiple players collectively control a single character in a video game. Similar approaches have already been proposed, but they suffer from certain limitations: (1) they simply consider static time frames to group real-time inputs from multiple players; (2) then they aggregate inputs with simple majority vote, i.e., each player is uniformly weighted. We present a continuous crowdsourcing multiplayer game equipped with our Crowdsourcing Controller. The Crowdsourcing Controller addresses the above-mentioned limitations: (1) our Dynamic Input Frame approach groups incoming players’ input in real-time by dynamically adjusting the frame length; (2) our Continuous Reliability System estimates players’ skills by assigning them a reliability score, which is later used in a weighted majority vote to aggregate the final output command. We evaluated our Crowdsourcing Controller offline with simulated players and online with real players. Offline and online experiments show that both components of our Crowdsourcing Controller lead to higher game scores, i.e., longer playing time. Moreover, the Crowdsourcing Controller is able to correctly estimate and update players’ reliability scores.","2325-4289","978-1-6654-5989-1","10.1109/CoG51982.2022.9893597","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9893597","Crowdsourcing;Multiplayer;Reliability system","Crowdsourcing;Aggregates;Games;Real-time systems;Reliability","","","","15","IEEE","20 Sep 2022","","","IEEE","IEEE Conferences"
"Timeliness-Selective Incentive Federated Crowdsourcing","X. Jiang; H. Diao; C. Zhou; J. Zhang","School of Cyber Science and Engineering, Southeast University, China; School of Cyber Science and Engineering, Southeast University, China; School of Computer Science and Engineering, Nanjing University of Science and Technology, China; School of Cyber Science and Engineering, Southeast University, China",2024 IEEE International Conference on Web Services (ICWS),"15 Oct 2024","2024","","","632","642","Crowdsourcing offers an efficient means of gathering labeled data and training machine learning models. However, the exposure of crowd workers to potential privacy breaches during data collection diminishes their willingness to participate. This paper proposes TsIFedCrowd, a novel incentive mechanism within the federated learning paradigm, aimed at mitigating privacy risks for crowd workers while achieving high-quality crowdsourced data and learning models at minimal expense. TsIFedCrowd enables clients to retain privacy-sensitive data locally, requiring only the upload of trained models to the server, which aggregates them into a global model. By modeling the federated crowdsourcing process as a two-stage Stackelberg game, TsIFedCrowd incentivizes workers to complete tasks with heightened quality and efficiency. It also provides a timeliness selection mechanism, which makes TsIFedCrowd suitable for both real-time crowdsourcing, where the generation time of task results (data) needs to meet the established requirements of the application, and non-real-time crowdsourcing. TsIFedCrowd mandates clients to complete federated crowdsourcing tasks while maximizing utility for both clients and the server, achieved through Nash equilibrium resolution. TsIFedCrowd is also extended to the multiple heterogeneous federated crowdsourcing scenario. Extensive experiments demonstrate TsIFedCrowd’s effectiveness in ensuring incentive fairness and universality, accelerating convergence speed, and budget savings. Real-world crowdsourcing tasks further validate its efficacy.","2836-3868","979-8-3503-6855-0","10.1109/ICWS62655.2024.00083","National Natural Science Foundation of China; Southeast University; Fundamental Research Funds for the Central Universities; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10707528","crowdsourcing learning;federated learning;incentive mechanism;Stackelberg game;decentralized machine learning","Crowdsourcing;Training;Web services;Scalability;Games;Nash equilibrium;Privacy breach;Data models;Real-time systems;Servers","","","","40","IEEE","15 Oct 2024","","","IEEE","IEEE Conferences"
"Factors Influencing Participation in Data Crowdsourcing: A Systematic Literature Review","R. M. Panjaitan; B. D. Setiawan","Department of Informatics Engineering, Faculty of Computer Science, Brawijaya University, Malang, Indonesia; Department of Informatics Engineering, Faculty of Computer Science, Brawijaya University, Malang, Indonesia",2023 Eighth International Conference on Informatics and Computing (ICIC),"9 Jan 2024","2023","","","1","6","Crowdsourcing is becoming a trending concept used by many organizations, without being limited to a particular field. As of 2018, crowdsourcing was used by 85% of the largest worldwide companies. This trend of crowdsourcing would be increasing as it offers numerous advantages to companies in achieving their goals, such as the capability of obtaining data and information from the crowd. The crowd-provided data and information contain the essence of human ingenuity, which enables companies to do problem-solving with a human-centered approach. The more contributors participate, the more likely the crowdsourcing program will succeed. Several studies give different lists of factors that influence the participation rate of the crowd. However, there’s a lack of discussion about the factors and it leads to a situation where organizations need to examine many factors when developing a crowdsourcing platform to get great crowd engagement. Therefore, this study conducted a Systematic Literature Review (SLR) to perform screening and analysis of preceding research systematically. The factors in each of these literatures are generated by considering the case of the study or the region of the people related to the research. This diversity helps identify the factors influencing contributor participation in data crowdsourcing from research all over the world. A study reflecting on these research findings would help answer research questions thoroughly. This study found that there are 19 factors that positively influence contributor participation in data crowdsourcing out of 26 factors found in the 16 selected documents.","","979-8-3503-4260-4","10.1109/ICIC60109.2023.10382018","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10382018","data crowdsourcing;contributors participation;participatory data collection;factors;Systematic Literature Review","Crowdsourcing;Systematics;Bibliographies;Companies;Market research;Reliability;Problem-solving","","","","66","IEEE","9 Jan 2024","","","IEEE","IEEE Conferences"
"Challenges and strategies for running controlled crowdsourcing experiments","J. Ramírez; M. Baez; F. Casati; L. Cernuzzi; B. Benatallah","University of Trento, Trento, Italy; Université Claude Bernard Lyon 1, Lyon, France; University of Trento, Trento, Italy; Catholic University, Nuestra Señora de la Asunción, Asunción, Paraguay; University of New South Wales, Sydney, Australia",2020 XLVI Latin American Computing Conference (CLEI),"28 Jun 2021","2020","","","252","261","This paper reports on the challenges and lessons we learned while running controlled experiments in crowdsourcing platforms. Crowdsourcing is becoming an attractive technique to engage a diverse and large pool of subjects in experimental research, allowing researchers to achieve levels of scale and completion times that would otherwise not be feasible in lab settings. However, the scale and flexibility comes at the cost of multiple and sometimes unknown sources of bias and confounding factors that arise from technical limitations of crowdsourcing platforms and from the challenges of running controlled experiments in the “wild”. In this paper, we take our experience in running systematic evaluations of task design as a motivating example to explore, describe, and quantify the potential impact of running uncontrolled crowdsourcing experiments and derive possible coping strategies. Among the challenges identified, we can mention sampling bias, controlling the assignment of subjects to experimental conditions, learning effects, and reliability of crowdsourcing results. According to our empirical studies, the impact of potential biases and confounding factors can amount to a 38% loss in the utility of the data collected in uncontrolled settings; and it can significantly change the outcome of experiments. These issues ultimately inspired us to implement CrowdHub, a system that sits on top of major crowdsourcing platforms and allows researchers and practitioners to run controlled crowdsourcing projects.","","978-1-6654-1560-6","10.1109/CLEI52000.2020.00036","Russian Science Foundation(grant numbers:19-18-00282); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9458343","Crowdsourcing;Task Design;Controlled experiments;Crowdsourcing Platforms","Crowdsourcing;Systematics;Reliability;Task analysis;Open source software;Software development management","","","","56","IEEE","28 Jun 2021","","","IEEE","IEEE Conferences"
"Mobility Prediction Based Scheduling for Large Scale Mobile Crowdsourcing Data Collection","T. M.; B. J. Choi","Indian Institute of Information Technology Bhagalpur; School of Computer Science and Engineering, Soongsil University, Seoul, Korea",2019 IEEE Globecom Workshops (GC Wkshps),"5 Mar 2020","2019","","","1","6","Mobile crowdsourcing is one of the promising Internet of Things applications supported by cloud services providing real-time data gathering. Smartphones are one of the most promising platforms for mobile crowdsourcing for its heterogeneous communicating technologies, rich collection of embedded sensors, and relatively high processing and storage power in comparison with wireless sensors. One of the major challenges of mobile crowdsourcing is to guarantee successful transmissions from a large number of smartphones that are affected by dynamic user mobility. Therefore, an efficient scheduling algorithm that incorporates human mobility is needed to successfully collect mobile crowdsourcing data from a large scale of smartphones. In this paper, a mobility prediction-based scheduling framework is proposed to support a large-scale crowdsourcing data collection from smartphones under IEEE 802.11ah which supports the concept of the Internet of Things by providing long-range communication and low energy consumption. The predicted future locations of mobile nodes are used to prioritize mobile nodes and to find mobile nodes that are potentially moving away from the base station during the scheduling process. The performance evaluation under a realistic human mobility model shows that mobility patterns significantly affect the performance of mobile crowdsourcing and the proposed scheduling approach can achieve higher throughput and lower packet loss rate in comparison with other scheduling approaches.","","978-1-7281-0960-2","10.1109/GCWkshps45667.2019.9024440","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9024440","","Mobile nodes;Crowdsourcing;Scheduling;Smart phones;Sensors;Data collection","","","","17","IEEE","5 Mar 2020","","","IEEE","IEEE Conferences"
"Development of Online-Education Based on the Use of Digital Crowdsourcing Technology","M. D. Dzhamaldinova; N. O. Kurdyukova; V. I. Privalov; M. A. Menshikova","State Educational Institution of Higher Education Moscow Region «University of Technology», Korolyov, Russia; FGGEBI HE «Financial University under the Government of the Russian Federation», Moscow, Russia; State Educational Institution of Higher Education Moscow Region «University of Technology», Korolyov, Russia; State Educational Institution of Higher Education Moscow Region «University of Technology», Korolyov, Russia","2020 International Conference Quality Management, Transport and Information Security, Information Technologies (IT&QM&IS)","21 Jan 2021","2020","","","579","583","The article examines the digital technology for improving the quality of online-education based on the use of crowdsourcing. Crowdsourcing develops innovative online-education based on electronic platforms and communication channels using large-scale educational resources, modern practical activities, flexible and personalized support, more accurate and diverse feedback. The authors substantiate the profitability of crowdsourcing to improve the effectiveness of online-education, form a classification of the main motivations that contribute to the use of crowdsourcing in educational activities, systematize the differences between crowdsourcing and outsourcing. Crowdsourcing is considered as a new opportunity for organizing an online-educational process in order to choose their educational trajectory and reach the planned knowledge, skills, abilities, i.e. the competence of the student. The use of digital crowdsourcing technology in online-education can increase the effectiveness of educational processes and affect the quality of modern education.","","978-1-7281-8179-0","10.1109/ITQMIS51053.2020.9322849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9322849","Crowdsourcing;online-education;innovative education;network education;digital technology;electronic platforms","Crowdsourcing;Education;Outsourcing;Organizations;Task analysis;Technological innovation;Predictive models","","","","6","IEEE","21 Jan 2021","","","IEEE","IEEE Conferences"
"Privacy-preserving and fine-grained data aggregation framework for crowdsourcing","G. Zhuo","Department of Electrical and Computer Engineering, State University of New York, Binghamton, NY, USA",2017 Tenth International Conference on Mobile Computing and Ubiquitous Network (ICMU),"5 Apr 2018","2017","","","1","6","Crowdsourcing is a new way of finishing a task, especially for data aggregation, where the requester can out-sourcing her task to the workers and get the aggregated results. Despite the benefits, current crowdsourcing system has serious security and privacy issues impeding the wide acceptance of crowdsourcing. In particular, a requester cannot achieve privacy-preserving fine-grained access control to her task, and the workers' data privacy is not well preserved in existing crowdsourcing systems. The concerns on privacy make requester and workers lose incentive in using or participating in crowdsourcing. To address these issues, we propose a privacy-preserving and fine-grained data aggregation framework especially for crowdsourcing system. Security and performance analysis show the security, feasibility, and efficiency of our scheme.","","978-4-907626-31-0","10.23919/ICMU.2017.8330095","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8330095","Crowdsourcing;Data Aggregation;Fine-grained Access Control;Differential Privacy","Crowdsourcing;Task analysis;Privacy;Data aggregation;Data privacy;Encryption;Servers","","","","17","","5 Apr 2018","","","IEEE","IEEE Conferences"
"Building a Decentralized Crowdsourcing System with Blockchain as a Service","G. Han; Z. Feng; Y. Xu; X. Xue; S. Chen","College of Intelligence and Computing, Tianjin University, Tianjin, China; College of Intelligence and Computing, Tianjin University, Tianjin, China; College of Intelligence and Computing, Tianjin University, Tianjin, China; College of Intelligence and Computing, Tianjin University, Tianjin, China; College of Intelligence and Computing, Tianjin University, Tianjin, China",2023 IEEE International Conference on Web Services (ICWS),"19 Sep 2023","2023","","","196","205","The conventional crowdsourcing system is dependent on a centralized platform, which grants the platform owner undue authority to manipulate the operation of the system for unethical profits. In this paper, the crowdsourcing system is revolutionized in a decentralized manner with Blockchain as a Service (BaaS). All crowdsourcing operations are implemented with smart contracts deployed on blockchain. Requesters invoke these contracts to publish tasks, while workers invoke them to submit solutions. Notably, the operation of assigning tasks is regarded as a crowdsourcing task to be performed by assigners. Multiple assigners compute respective task assignment schemes in an off-chain manner, and then submit the schemes to blockchain for competition. Performance evaluations show that not only the operating efficiency of the crowdsourcing system is improved, but also the adverse consequences of the system being maliciously manipulated are avoided. The proposed decentralized crowdsourcing system is anticipated to restructure the business model of the conventional crowdsourcing industry.","2836-3868","979-8-3503-0485-5","10.1109/ICWS60048.2023.00039","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10248301","Blockchain as a Service;Service Ecosystem;Service Computing;Crowdsourcing;Task Assignment","Crowdsourcing;Industries;Performance evaluation;Power demand;Web services;Computational modeling;Smart contracts","","","","30","IEEE","19 Sep 2023","","","IEEE","IEEE Conferences"
"Crowd work with or without crowdsourcing platforms","X. Yan; X. Ding; N. Gu","School of Computer Science, Shanghai Key Laboratory of Data Science, Shanghai, China; School of Computer Science, Shanghai Key Laboratory of Data Science, Shanghai, China; School of Computer Science, Shanghai Key Laboratory of Data Science, Shanghai, China",2016 IEEE 20th International Conference on Computer Supported Cooperative Work in Design (CSCWD),"15 Sep 2016","2016","","","56","61","Crowdsourcing platforms such as Amazon Mechanical Turk (AMT), oDesk, InnoCentive, Science Exchange and others are on rapid rise in recent years. By outsourcing work to a network of people, they provide a more economical and efficient means of production. But essentially, crowdsourcing platforms are not the only means to outsource work to a crowd through the Internet. Studies in China, for example, have shown that quite some crowd works are accomplished through QQ (an Chinese instant messaging software) or other communication tools. So what are the advantages and disadvantages of using current crowdsourcing platforms, and how can they better designed? With these questions, and to better inform the design of future crowdsourcing platforms, we conducted a comparative study of crowd work with and without crowdsourcing platforms. In this paper, we present the study, and discuss advantages and disadvantages of using current crowdsourcing platforms in comparison to using QQ and other means for crowd work. We then end by suggesting implications for design for future crowdsourcing platforms.","","978-1-5090-1915-1","10.1109/CSCWD.2016.7565963","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7565963","Crowdsourcing;Online crowdsourcing platform;crowd work;instant messaging tools","Crowdsourcing;Image recognition;Software;Pattern recognition;Outsourcing;Organizations","","","1","19","IEEE","15 Sep 2016","","","IEEE","IEEE Conferences"
"A Crowdsourcing Truth Inference Algorithm Based on Hypergraph Neural Networks","Z. Dong; Y. Li; L. Gao; Z. Zhou","School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Computer Science, Qufu Normal University, Rizhao, China; School of Cyber Science and Engineering, Qufu Normal University, Qufu, China","2022 IEEE Intl Conf on Dependable, Autonomic and Secure Computing, Intl Conf on Pervasive Intelligence and Computing, Intl Conf on Cloud and Big Data Computing, Intl Conf on Cyber Science and Technology Congress (DASC/PiCom/CBDCom/CyberSciTech)","13 Dec 2022","2022","","","1","7","Crowdsourcing has become an economical and efficient way to obtain data, but the data obtained by crowdsourcing is often noisy. Due to concerns about human errors in crowdsourcing, it is necessary to infer the truth from the answers of multiple crowdsourcing workers. Traditional truth inference algorithms treat truth inference as a probability generation process and model the conditional dependency between variables. However, the fly in the ointment is that we need to make delicate assumptions about the priors of various variables for these methods. Additionally, the design of the generation process is also complex extraordinarily. With the popularity of graph neural networks, existing works try to exploit graph neural networks to solve the truth inference problem in crowdsourcing. Nevertheless, one edge in traditional graph structures can only connect two nodes which simply expresses the pairwise relationships, but ignores the high-order relationships among multiple nodes in the truth inference problem. Therefore, we propose a novel strategy which exploits the hypergraph neural network to solve the truth inference in crowdsourcing. We construct a hypergraph which contains task nodes, worker nodes, and candidate answer nodes and derive a new hypergraph neural network to learn the representations of nodes and the true labels. Besides, we exploit the latent correlation information between nodes of same types. In this paper, we explain our method through a case study.","","978-1-6654-6297-6","10.1109/DASC/PiCom/CBDCom/Cy55231.2022.9927903","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9927903","truth inference;high-order relationships;hypergraph neural networks;true labels","Crowdsourcing;Correlation;Design methodology;Big Data;Inference algorithms;Noise measurement;Task analysis","","","","44","IEEE","13 Dec 2022","","","IEEE","IEEE Conferences"
