"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"UnCrowdTPG: Assuring the experience of public transportation users","M. Gustarini; J. Marchanoff; M. Fanourakis; C. Tsiourti; K. Wac","Center for Informatics, Quality of Life group University, Geneva, Switzerland; Center for Informatics, Quality of Life group University, Geneva, Switzerland; Center for Informatics, Quality of Life group University, Geneva, Switzerland; Center for Informatics, Quality of Life group University, Geneva, Switzerland; Center for Informatics, Quality of Life group University, Geneva, Switzerland","2014 IEEE 10th International Conference on Wireless and Mobile Computing, Networking and Communications (WiMob)","24 Nov 2014","2014","","","1","7","Use of public transportation is on a rise, enabling greener cities and improvement of the quality of life of the city residents. The challenge for the public transportation system is that its demands are non linear and the passengers' experience depends on many human factors. UnCrowdTPG is a mobile service and a research platform that has been developed for understanding the mobility patterns of the users of public transportation services in Geneva (TPG), as well as their experience with respect to the crowds perceived aboard the vehicles. UnCrowdTPG models algorithmically this experience using crowdsourcing techniques and it provides to the individual estimations of the future expected experiences aboard, thus enabling them to better plan their journeys with respect to the crowds. In this paper we position the UnCrowdTPG service as a research platform. Additionally we discuss the research questions in areas like local governance and public healthcare supported by the data analysed collectively from all UnCrowdTPG users. We also discuss the challenges for implementing the truly smart transportation system in a small-sized European city like Geneva.","2160-4894","978-1-4799-5041-6","10.1109/WiMOB.2014.6962141","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6962141","Intelligent Transportation System;crowdsourcing;smart city;user experience;mobility patterns;crowd;public health","Vehicles;Cities and towns;Mobile communication;Estimation;Real-time systems;Educational institutions","","4","","17","IEEE","24 Nov 2014","","","IEEE","IEEE Conferences"
"Visualization of Mobility Digital Twin: Framework Design, Case Study, and Future Challenges","Y. Liu; X. Tu; D. Chen; K. Han; O. Altintas; H. Wang; J. Xie","Department of Computer Science, Georgia State University, GA, USA; Department of Computer Science, Georgia State University, GA, USA; InfoTech Labs, Toyota Motor North America R&D, CA, USA; InfoTech Labs, Toyota Motor North America R&D, CA, USA; InfoTech Labs, Toyota Motor North America R&D, CA, USA; Department of Computer Science, Georgia State University, GA, USA; Department of Electrical and Computer Engineering, The University of North Carolina at Charlotte, NC, USA",2023 IEEE 20th International Conference on Mobile Ad Hoc and Smart Systems (MASS),"1 Nov 2023","2023","","","170","177","A Mobility Digital Twin is an emerging implementation of digital twin technology in the transportation domain, which creates digital replicas for various physical mobility entities, such as vehicles, drivers, and pedestrians. Although a few work have investigated the applications of mobility digital twin recently, the extent to which it can facilitate safer autonomous vehicles remains insufficiently explored. In this paper, we first propose visualization of mobility digital twin, which aims to augment the existing perception systems in connected and autonomous vehicles through twinning high-fidelity and manipulable geometry representations for causal traffic participants, such as surrounding pedestrians and vehicles, in the digital space. An end-to-end system framework, including image data crowdsourcing, preprocessing, offloading, and edge-assisted 3D geometry reconstruction, is designed to enable real-world development of the proposed visualization of mobility digital twin. We implement the proposed system framework and conduct a case study to assess the twinning fidelity and physical-to-digital synchronicity within different image sampling scenarios and wireless network conditions. Based on the case study, future challenges of the proposed visualization of mobility digital twin are discussed toward the end of the paper.","2155-6814","979-8-3503-2433-4","10.1109/MASS58611.2023.00028","National Science Foundation; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10298469","Mobility Digital Twin;Edge Computing;Connected and Automated Vehicle","Geometry;Crowdsourcing;Space vehicles;Three-dimensional displays;Pedestrians;Wireless networks;Data visualization","","4","","29","IEEE","1 Nov 2023","","","IEEE","IEEE Conferences"
"Re-Thinking: Design and Development of Mobility Aware Applications in Smart and Connected Communities","T. Higashino; H. Yamaguchi; A. Hiromori; A. Uchiyama; T. Umedu","Graduate School of Information Science and Technology, Osaka University, Suita-shi, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita-shi, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita-shi, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita-shi, Osaka, Japan; Graduate School of Information Science and Technology, Osaka University, Suita-shi, Osaka, Japan",2018 IEEE 38th International Conference on Distributed Computing Systems (ICDCS),"23 Jul 2018","2018","","","1171","1179","Recently, several problems concerning smart and connected communities (S&CC) have been studied. In many S&CC applications such as autonomous driving, mobile crowdsourcing and crowd sensing, the mobility of vehicles and pedestrians has large impact on their performance and reliability. Many research works have used mobility generators to simulate realistic mobility, and evaluated the performance and reliability of the proposed applications and protocols. Although such mobility generators might be useful for producing typical mobility patterns, those mobility patterns are just snapshots and they cover only some part in the possible mobility patterns. Since many S&CC applications are used as social systems, their reliability and efficiency are very important. In order to improve the reliability of such mobility aware applications and accurately evaluate their performance, we need to collect many mobility patterns via simulation and/or observation from the real world, analyze their mobility influence statistically and provide adequate design platforms. In this paper, we first show the fact that many research works adopt snapshot-based mobility analyses. Then we propose a technique to reproduce a large part of possible mobility patterns, and provide a design platform to analyze their features and develop high-reliable mobility aware applications for S&CC. Some experimental results are also given.","2575-8411","978-1-5386-6871-9","10.1109/ICDCS.2018.00117","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8416380","smart and connected community, mobility influence, reliability, performance analysis, design platform","Reliability;Vehicle dynamics;Protocols;Sociology;Statistics;Generators;Microscopy","","4","","28","IEEE","23 Jul 2018","","","IEEE","IEEE Conferences"
"Development and Evaluation of Lane Hazard Prediction Application for Connected and Automated Vehicles (CAVs)","F. Ye; G. Wu; K. Boriboonsomsin; M. J. Barth; S. Rajab; S. Bai","Center for Environmental Research & Technology, UC Riverside, CA, USA; Center for Environmental Research & Technology, UC Riverside, CA, USA; Center for Environmental Research & Technology, UC Riverside, CA, USA; Center for Environmental Research & Technology, UC Riverside, CA, USA; Honda R&D Americas, Inc.; Honda R&D Americas, Inc.",2018 21st International Conference on Intelligent Transportation Systems (ITSC),"9 Dec 2018","2018","","","2872","2877","More than 37,000 fatalities occurred on U.S. roads in 2016. The number of both vehicle miles traveled and traffic accidents has increased in the past two years, and is mainly attributed to human error, mainly due to inattentiveness during hazardous driving situations. By crowdsourcing traffic data (e.g. vehicle position, speed, direction, etc.) through vehicle-to-vehicle (V2V) communication, connected vehicles (CV) can detect upcoming hazards at lane level with reasonable lead time. The work described in this paper aimed to develop and simulate an innovative V2V-based application to perform lane-level hazard prediction, and a corresponding driver response model. The concept of Lane Hazard Prediction (LHP) is to improve the mobility and safety of both individual users and the entire traffic system. LHP identifies the position of a downstream lane-level hazard (within seconds after it occurs) based on a spatial and temporal data mining and machine learning techniques. It then guides the LHP-equipped vehicles with recommended lateral maneuvers to avoid traffic jams resulting from the hazards. Simulation results demonstrate reliable hazard prediction, even when the V2V penetration rate is as low as 20%. A comprehensive evaluation of the developed LHP application from the perspectives of both user benefits and system benefits has been conducted over different CV penetration rates. The results demonstrate that the proposed LHP application can significantly improve both the safety and mobility performance of the equipped vehicles without compromising the mobility and safety performance of the overall traffic.","2153-0017","978-1-7281-0323-5","10.1109/ITSC.2018.8569340","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8569340","","Hazards;Predictive models;Mathematical model;Vehicles;Logistics;Analytical models","","4","","16","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"Achieving Stable and Optimal Passenger-Driver Matching in Ride-Sharing System","Y. Zhong; L. Gao; T. Wang; S. Gong; B. Zou; D. Yu","Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China; Department of Electronic and Information Engineering, Harbin Institute of Technology, Shenzhen, China",2018 IEEE 15th International Conference on Mobile Ad Hoc and Sensor Systems (MASS),"9 Dec 2018","2018","","","125","133","Ride-sharing systems enable individual car owners with idle time to provide commercial taxi-like services via an online platform. By crowdsourcing a large population of individual car owners, it can provide more flexible services with a lower serving cost, comparing with the traditional taxi system. Due to the autonomous nature of car owners (drivers), a decentralized driver dispatching algorithm that can achieve a stable (self-motivated) and optimal passenger-driver matching is highly desired for a ride-sharing system. In this paper, we will study such a driver dispatching algorithm systematically. We first show that the optimal passenger-driver matching achieved by the centralized driver dispatching algorithm is often not stable, in the sense that some drivers and passengers may break with their matched partners and form new matching pairs. To this end, we introduce a virtual order fee on each passenger (which the platform will charge the drives who want to serve the passenger) to motivate the behaviors of drivers. Specifically, we propose a novel auction-based decentralized driver dispatching algorithm, where each driver proposes the most profitable passenger that he wants to serve, considering the potential profit that he can achieve and the order fee that he needs to pay from/to serving each passenger. The virtual order fee on a passenger will be gradually increased when multiple drivers want to serve the passenger, until there exists only one driver who is willing to serve. We analytically show that such a decentralized driver dispatching algorithm will converge to an equilibrium (stable) outcome, which achieves the optimal passenger-driver matching (i.e., that maximizes the social income of the whole system). Simulation results further show how the converging speed and the achieved social income change with the system parameters such as the step size of order fee increasement. Moreover, it is easy to implement the proposed distributed algorithm in a practical system.","2155-6814","978-1-5386-5580-1","10.1109/MASS.2018.00027","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8567549","ride sharing;stable matching","Public transportation;Distributed algorithms;Dispatching;Real-time systems;Servers;Automobiles","","4","","23","IEEE","9 Dec 2018","","","IEEE","IEEE Conferences"
"Towards Designing Unbiased Replication Studies in Information Visualization","P. T. Sukumar; R. Metoyer","Department of Computer Science and Engineering, University of Notre Dame; Department of Computer Science and Engineering, University of Notre Dame",2018 IEEE Evaluation and Beyond - Methodological Approaches for Visualization (BELIV),"7 Feb 2019","2018","","","93","101","Experimenter bias and expectancy effects have been well studied in the social sciences and even in human-computer interaction. They refer to the nonideal study-design choices made by experimenters which can unfairly influence the outcomes of their studies. While these biases need to be considered when designing any empirical study, they can be particularly significant in the context of replication studies which can stray from the studies being replicated in only a few admissible ways. Although there are general guidelines for making valid, unbiased choices in each of the several steps in experimental design, making such choices when conducting replication studies has not been well explored. We reviewed 16 replication studies in information visualization published in four top venues between 2008 to present to characterize how the study designs of the replication studies differed from those of the studies they replicated. We present our characterization categories which include the prevalence of crowdsourcing, and the commonly-found replication types and study-design differences. We draw guidelines based on these categories towards helping researchers make meaningful and unbiased decisions when designing replication studies. Our paper presents the first steps in gaining a larger understanding of this topic and contributes to the ongoing efforts of encouraging researchers to conduct and publish more replication studies in information visualization.","","978-1-5386-6884-9","10.1109/BELIV.2018.8634261","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8634261","Human-centered computing;Visualization;Empirical studies in visualization; Human-centered computing;Visualization design and evaluation methods; Replication; Information Visualization","Visualization;Data visualization;Human computer interaction;Guidelines;Task analysis;Crowdsourcing;Complexity theory","","4","","72","IEEE","7 Feb 2019","","","IEEE","IEEE Conferences"
"A survey on big data for human body shape","H. Peng; X. Shang; C. Guo; G. Xiong; T. R. Nyberg; D. Fan; Y. Wang","The State Key Laboratory of Management and Control for Complex Systems, Chinese Academy of Sciences, Beijing, China; Qingdao Academy of Intelligent Industries, Qingdao, China; Beijing Engineering Research Center of Intelligent Systems and Technology, Chinese Academy of Sciences, Beijing, China; Cloud Computing Center, Chinese Academy of Sciences, China, Guangdong; Department of Industrial Engineering and Management, Aalto University, Finland; Qingdao Academy of Intelligent Industries, Qingdao, China; SBoleni Intelligent Solutions Technology (SuZhou) Co. Ltd, Joint Laboratory of Intelligent IoT & Cloud for Parallel Management & Control, Suzhou, China","2016 IEEE International Conference on Service Operations and Logistics, and Informatics (SOLI)","25 Aug 2016","2016","","","145","150","In recent years, the rapid development of network and E-commerce technologies, promotes the development of human body big data. New technologies, such as 3D scanning and 3D printing will improve our life quality. The new socialized manufacturing network composed of IoT, advanced logistics network and 3D printers. Everyone is allowed to have chance to participate in any process of the whole production manufacturing lifecycle by some ways, such as crowdsourcing. Boosts the creation, production and consumption patterns of individuation, real-time transformation and E-commerce, possibly will lead to a new industrial revolution. In this revolutionary change wave, public concerns focus on the human body big data used for social manufacturing of wearable products or personalized medical treatment. Although many scholars have done a lot of research work, the collection of the human body shape big data still faces many challenges. There is no complete, separated theoretical research works in progress, it should be summarized and improved systematically. In this paper, we review that big data for human body shape is gaining momentum. The 3D scanning and 3D modeling of human body shape are summarized and concluded. The main applications of these big data are analyzed.","","978-1-5090-2927-3","10.1109/SOLI.2016.7551677","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7551677","big data;human body shape;3D scanning;3D modeling;clothing;footwear;mass customization","Three-dimensional displays;Feature extraction;Shape;Biological system modeling;Solid modeling;Computational modeling;Data models","","4","","23","IEEE","25 Aug 2016","","","IEEE","IEEE Conferences"
"A Qualitative and Quantitative Evaluation of Differential Signal Strength Fingerprinting Methods","C. Laoudias; S. Kim; D. Zeinalipour-Yazti; C. G. Panayiotou","KIOS Research Center, University of Cyprus, Nicosia, Cyprus; Department of Electronic Engineering, Hanyang University, South Korea; Department of Computer Science, University of Cyprus, Nicosia, Cyprus; KIOS Research Center, University of Cyprus, Nicosia, Cyprus",ICC 2019 - 2019 IEEE International Conference on Communications (ICC),"15 Jul 2019","2019","","","1","6","Indoor location systems that rely on WiFi signal strength values from the existing building infrastructure deliver adequate accuracy with no installation cost at the expense of time and effort to populate the signal database. To this end, crowdsourcing has been widely explored to leverage on large volumes of user-collected data; however, mobile devices that report signal strength differently, known as device diversity, limit its applicability in practice. We consider crowdsourced location systems and present a qualitative (in terms of analytical results) and a quantitative (with respect to real-life experimental data) evaluation of several approaches that are robust to diverse devices while focusing on differential signal strength methods.","1938-1883","978-1-5386-8088-9","10.1109/ICC.2019.8761528","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8761528","","Wireless fidelity;Crowdsourcing;Fingerprint recognition;Buildings;Performance evaluation;Analytical models;Estimation","","4","","13","IEEE","15 Jul 2019","","","IEEE","IEEE Conferences"
"Using Crowdsourced and Anonymized Personas in the Requirements Elicitation and Software Development Phases of Software Engineering","I. Alvertis; D. Papaspyros; S. Koussouris; S. Mouzakitis; D. Askounis","School of Electrical and Computer Engineering, National Technical University, Zografou, Greece; School of Electrical and Computer Engineering, National Technical University, Zografou, Greece; School of Electrical and Computer Engineering, National Technical University, Zografou, Greece; School of Electrical and Computer Engineering, National Technical University, Zografou, Greece; School of Electrical and Computer Engineering, National Technical University, Zografou, Greece","2016 11th International Conference on Availability, Reliability and Security (ARES)","15 Dec 2016","2016","","","851","856","This paper deals with the process of crowdsourcing requirements elicitation in software engineering and the alignment of the customer needs during the development phase, through the usage of anonymous personas, and the support of the persona builder application that allows the extraction of such information through anonymized data. Having identified the realization of users and customers' needs in the software engineering cycle, despite the adoption of agile methods, the paper suggests the usage of a persona that represents a set of users with similar characteristics, a pool of personas that software teams may share with each other through a collaborative application, and persona builder as a tool to generate such personas through real user profiles and data collected through third party services. At the end, a demo application is presented, realizing the concept of anonymized, crowdsourced personas.","","978-1-5090-0990-9","10.1109/ARES.2016.71","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7784656","User Persona;Anonymized Requirements Elicitication;Dynamic Requirements Documentation;Crowdsourced Software Requirements;Software Engineering","Software;Software engineering;Documentation;Computer architecture;Context;Stakeholders","","4","","10","IEEE","15 Dec 2016","","","IEEE","IEEE Conferences"
"CLODA: A Crowdsourced Linked Open Data Architecture","G. Larkou; J. Metochi; G. Chatzimilioudis; D. Zeinalipour-Yazti","Department of Computer Science, University of Cyprus, Nicosia, Cyprus; Department of Computer Science, University of Cyprus, Nicosia, Cyprus; Department of Computer Science, University of Cyprus, Nicosia, Cyprus; Department of Computer Science, University of Cyprus, Nicosia, Cyprus",2013 IEEE 14th International Conference on Mobile Data Management,"29 Jul 2013","2013","2","","104","109","In this paper we present our Crowdsourced Linked Open Data Architecture (CLODA), a first attempt to combine crowdsourcing, localization and location-based services to generate, collect, validate and relate real-world, geo-spatial and multidimensional information using smartphones and other mobile devices. CLODA focuses on the construction of URI addressable, interlinked and semi-structured data following the Linked-Open Data (LOD) paradigm. The validity of the constructed data is then contributed by a participating crowd. We present our prototype implementation on top of Google Maps and a blend of in-house technologies, particularly our indoor positioning framework, coined Airplace, our trajectory similarity framework, coined SmartTrace, our neighborhood detection framework, coined Proximity and our smartphone testing platform coined SmartLab.","2375-0324","978-0-7695-4973-6","10.1109/MDM.2013.76","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6569072","Linked Open Data;Crowdsourcing;Smartphones","Smart phones;Prototypes;Google;Trajectory;Mobile communication;Libraries;Androids","","4","","29","IEEE","29 Jul 2013","","","IEEE","IEEE Conferences"
