"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Study on the Value Creation Model in English-Speaking Virtual Communities - With a Focus on Forum Members in 2D Visual Design and 3D Animation Forums","P. -H. Hsieh; H. -Y. Pan; C. -T. Chang","Institute of Information Management, National Cheng Kung University, Tainan, Taiwan; Institute of Information Management, National Cheng Kung University, Tainan, Taiwan; Institute of Information Management, National Cheng Kung University, Tainan, Taiwan",2011 International Joint Conference on Service Sciences,"21 Jul 2011","2011","","","92","96","This study explores how forum members interact with each other when participating in 2D visual design or 3D animation forums. The virtual forums allow sharing knowledge in English. A content analysis, observations, and survey investigation were the methods for collecting data. As a result, the analysis encompassed 2,081 messages posted on forty English-speaking forums for observing forum knowledge-sharing structures. The data set also includes 206 valid survey responses. The findings indicate that forum members have different knowledge levels in the 2D or 3D design fields. The numbers of forum members willing to reply Q&A questions on a forum discussion board may be an indicator of the quality of active operation of the forum. Finally, this study suggests posting some senior forum members' identities (photo and personal information) with their consent. In addition, results indicate enhancements to the functions of forums' discussion boards would allow automatic categorization of proposed Q&A questions and then directly send them to the proper senior members via email. The value of online forums is expected to contribute to effective interaction among members.","","978-1-4577-0326-3","10.1109/IJCSS.2011.26","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5960274","knowledge management;forum;value creation","Communities;Three dimensional displays;Electronic mail;Animation;Visualization;Education","","","","6","IEEE","21 Jul 2011","","","IEEE","IEEE Conferences"
"An adaptive semantic wiki for CoPs of teachers - Case of higher education context","L. Berkani; F. Azouaou","Department of Computer Science, University of Sciences and Technology Houari Boumediene, Algiers, Algeria; Higher national School of Computer Science, ESI (ex. INI), Algiers, Algeria",International Conference on Information Society (i-Society 2012),"27 Aug 2012","2012","","","472","477","This paper presents an adaptive semantic wiki dedicated to CoPs made up of actors from the higher education context (faculties, lecturers, teaching assistants, lab assistants). The wiki called ASWiki-CoPs (Adaptive Semantic Wiki for CoPs) is based on the semantic web technologies in order to enhance the knowledge sharing and reuse, offering the functionalities of a wiki together with some knowledge management features. ASWiki-CoP is based on an ontology used to describe the knowledge resources through the objective annotations and to express the member's feedback through the subjective annotations. Furthermore, we describe the member's profile in order to allow an adaptive access to the semantic wiki.","","978-1-908320-05-6","","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6285025","semantic wiki;CoP;higher education;ontology;semantic annotation;knowledge resource;profile","Semantics;Browsers;Navigation;Tagging;Ontologies","","","","21","","27 Aug 2012","","","IEEE","IEEE Conferences"
"Using online automated FAQ system to promote community learning","Che-Yu Yang; Cheng-Wei Hsieh; Yu-Wei Chan; Yi-Chun Liao","Department of Information Technology, Ching Kuo Institute of Management and Health, China; Department of CS&IE, Tamkang University, Taiwan; Department of Info Management, Chung Chou Institute of Technology, China; Department of CS&IE, China University of Technology, Hsinchu, Taiwan",2008 First IEEE International Conference on Ubi-Media Computing,"22 Jul 2008","2008","","","535","540","Knowledge is a product out of interaction. However, interaction between learners and between learner and instructor addresses a problem the instructor cannot be online all the time and it is not possible for the instructor to deal with lots of questions proposed from learners in a timely manner. Also, in online community learning, learners are encouraged to ask questions and discuss the answers with each others. The value of participation and sharing during learning is emphasized. Therefore, there is a need of an automated FAQ system to support learning efficiency of community learning that everybody in the learning system can share knowledge with and learn from each others. This article examines how to adopt online FAQ mechanism to facilitate knowledge sharing and demonstrates how a FAQ system can help knowledge acquisition, accumulating and sharing in an online community learning environment.","","978-1-4244-1865-7","10.1109/UMEDIA.2008.4570949","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4570949","automated frequently asked question;community learning;knowledge sharing;distance learning","Collaborative work;Technology management;Learning systems;Knowledge acquisition;Information technology;Knowledge management;Computer aided instruction;Stress","","","","8","IEEE","22 Jul 2008","","","IEEE","IEEE Conferences"
"The Efficiency of Music Learning in a Blended Learning Environment of Undergraduate Students In Phranakhon Si Ayutthaya Rajabhat University","R. Jiemsak","Faculty of Humanities and Social sciences, Phranakhon Si Ayutthaya Rajabhat University, Phranakhon Si Ayutthaya, Thailand",2021 6th International STEM Education Conference (iSTEM-Ed),"8 Dec 2021","2021","","","1","4","This research aimed 1) to investigate the efficiency of music learning in a blended learning environment; 2) to assess how technology can facilitate knowledge sharing between the teacher and the students in blended learning environment; and 3) to study the students' attitudes towards the music learning in a blended learning environment. The sample was 14 second - year students who enrolled in course 2071103: introduction to western music theory in the first semester of the 2020 academic year, in western music program, faculty of humanities and social sciences, Phranakhon Si Ayutthaya Rajabhat university, selected by using a purposive sampling technique. The research instruments were 1) lesson plans, 2) pretest and posttest, 3) teacher performance evaluation form, and 4) a questionnaire on students' attitudes towards a blended learning environment. The statistics were mean, percentage, Standard Deviation (S.D.), and t-test with one sample test. The research results were 1) The students' posttest score were higher than the pretest. The findings were statistically significant difference at. 05 level; and 2) The students' opinions towards towards a blended learning environment were at a very high level (X = 4.50, S.D. = 0.62), including 1)The teaching technique (X = 4.67, S.D = 0.61), 2) The assessment (X =4.54, S.D = 0.48), and 3) The generic skills (X = 4.47, S.D = 0.65) respectively.","","978-1-6654-3600-7","10.1109/iSTEM-Ed52129.2021.9625071","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9625071","Blended learning environment;Music;online learning;Face-to-face education","Performance evaluation;Instruments;Education;Social sciences;Memory management;Music;Atmosphere","","","","11","IEEE","8 Dec 2021","","","IEEE","IEEE Conferences"
"Process approach to management knowledge objects managerial expertise for distance learning","K. Hauke","Wroclaw University of Economics, Wroclaw, Poland",2015 Federated Conference on Computer Science and Information Systems (FedCSIS),"9 Nov 2015","2015","","","1661","1666","One of the basic features of the information society is a constant acquisition of information. This information can be obtained from various sources. One source is the Internet environment. In this environment, you can use the standard communication of information on the web. The disadvantage of this approach is the lack of assessment of knowledge by the recipient. If you want to professionally lead the learning process then we have to use distance learning technologies. The use of distance learning systems, forcing the recipient to the following activities: acquire new knowledge and its evaluation. Note, however, that the knowledge in the course offered must be current. Then it makes sense to use distance learning systems. The paper will be presented process approach to management knowledge objects managerial expertise for distance learning systems. Process management is carried out in the following steps. knowledge acquisition, knowledge Locating, developing knowledge, preservation of knowledge, knowledge sharing, knowledge utilization. The use of learning objects taking into account the process approach to improving the quality of the courses offered in the form of e-learning.","","978-8-3608-1065-1","10.15439/2015F328","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7321645","e-learning;knowledge;knowledge management;knowledge object;knowledge management process approach","Knowledge management;Organizations;Training;Electronic learning;Computer aided instruction;Content management","","","","14","","9 Nov 2015","","","IEEE","IEEE Conferences"
"The relationship study of social capital, knowledge management and performance in logistics enterprises based on SEM","Wang Li; Han Jingjing","Jiangsu University of Science and Technology, School of Economics and Management, Zhenjiang City, Jiangsu Province; Jiangsu University of Science and Technology, School of Economics and Management, Zhenjiang City, Jiangsu Province",2014 IEEE Workshop on Advanced Research and Technology in Industry Applications (WARTIA),"6 Dec 2014","2014","","","1249","1251","Knowledge management as an intermediary force to study the relationship of social capital, knowledge management and performance in logistics companies. Construct theoretical model and select 157 samples for an empirical study. Structural equation analysis showed that cognitive and relational social capital have no significant positive impact on knowledge creation, and knowledge sharing has no significant positive impact on firm performance, then others have significant positive impact. Overall, knowledge management plays an intermediary role between social capital and performance.","","978-1-4799-6989-0","10.1109/WARTIA.2014.6976508","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6976508","logistics enterprise;social capital;knowledge management;performance","Knowledge management;Reliability;Logistics;Companies;Technological innovation;Conferences","","","","9","IEEE","6 Dec 2014","","","IEEE","IEEE Conferences"
"Research on the Construction of Ontology Knowledge System for Internet Financial Risk Management","B. Yang; Y. Yao","School of Information Management, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China; School of Information Management, Jiangxi University of Finance and Economics, Nanchang, Jiangxi, China","2021 International Conference on Big Data, Artificial Intelligence and Risk Management (ICBAR)","9 Mar 2022","2021","","","55","58","In the context of the Internet era, how to effectively express and store Internet financial risk information is a problem that needs to be solved urgently. With the maturity of information technology, the use of ontology technology to build an Internet financial risk management ontology knowledge system model can effectively solve this problem. First of all, confirm the scope of the Internet financial risk management ontology knowledge system. Then, by communicating with domain experts, construct the ontology knowledge system model of Internet financial risk management. Finally, use knowledge acquisition to fill the Internet financial risk management ontology knowledge system model, including the definition of the categories and concepts, the relationship between the concepts and so on. The ontology knowledge system model provides a basis for knowledge expression and knowledge sharing of Internet financial risk information, thereby effectively satisfying Internet financial risk management decision support and improving the efficiency of Internet risk management.","","978-1-6654-9565-3","10.1109/ICBAR55169.2021.00020","National Natural Science Foundation of China(grant numbers:72064015); ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9726974","Internet financial risk;ontology knowledge system;knowledge acquisition;knowledge expression","Terminology;Knowledge acquisition;Knowledge based systems;Standards organizations;Organizations;Ontologies;Loss measurement","","","","5","IEEE","9 Mar 2022","","","IEEE","IEEE Conferences"
"Ontology Modeling of Army Equipment Maintenance Support Business Process under the New System Base on IDEF5/Owl","L. Li; P. Gu; W. Wang","Equipment Simulation Training Center, Shijiazhuang Campus of AEU Army University of Engineering, Shijiazhuang, China; Equipment Simulation Training Center, Shijiazhuang Campus of AEU Army University of Engineering, Shijiazhuang, China; Equipment Simulation Training Center, Shijiazhuang Campus of AEU Army University of Engineering, Shijiazhuang, China","2021 IEEE International Conference on Power Electronics, Computer Applications (ICPECA)","1 Mar 2021","2021","","","331","335","IDEF5, as a semantic information modeling method, plays an important role in solving the problem of knowledge sharing and reuse. Aiming at the characteristics of the army equipment maintenance support business process under the new system, the IDEF5 graphical ontology development method and OWL semantic description language were used to establish the army equipment maintenance support business process ontology under the new system. This study provides a new idea and method for the establishment of the military conceptual model of the army equipment maintenance support business process under the new system, and has theoretical significance and application value for improving the semantic consistency of the military conceptual model of the army equipment maintenance support business process under the new system and the degree of development automation.","","978-1-7281-9004-4","10.1109/ICPECA51329.2021.9362563","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9362563","Ontology;Army equipment maintenance under the new system;Business process;Military conceptual model;IDEF5","Semantics;OWL;Ontologies;Maintenance engineering;Cognition;Business;Military equipment","","","","5","IEEE","1 Mar 2021","","","IEEE","IEEE Conferences"
"The Implementation of Collaboration and Coordination of Multi-Agents in Knowledge Management","L. Zhang; Y. Li",NA; NA,2010 International Conference on E-Product E-Service and E-Entertainment,"10 Dec 2010","2010","","","1","3","Collaboration and coordination is the basis for multiagents to establish relations and to form group agent, departmental agent and organizational agent. Collaboration and coordination has many in common with knowledge sharing. They all need the sharing of knowledge or information to accomplish knowledge tasks with collaboration. This article researches into the model of Collaboration and coordination and its implementation. It first deals with the definition of collaboration and coordination, and then expounds the common algorithms of collaboration and coordination. It finally proposes the trusting assigning collaboration algorithm.","","978-1-4244-7161-4","10.1109/ICEEE.2010.5660126","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5660126","","Collaboration;Knowledge management;Presses;Standards;Multiagent systems;Computer science;Educational institutions","","","","6","IEEE","10 Dec 2010","","","IEEE","IEEE Conferences"
"Situational factors affecting Software Engineers Sustainability: A Vision of Modern Code Review","S. Nazir; N. Fatima; S. Chuprat","Faculty of Engineering and Computer Science, National Uiversity of Modern Languages, Islamabad, Pakistan; Faculty of Engineering and Computer Science, National Uiversity of Modern Languages, Islamabad, Pakistan; Razak Faculty of Technology and Informatics, Universiti Teknologi Malaysia, Kuala Lumpur, Malaysia",2019 IEEE 6th International Conference on Engineering Technologies and Applied Sciences (ICETAS),"16 Jun 2020","2019","","","1","6","Code review is a sustainable software engineering practice to assure software quality. Presently it is performed by software engineers with the help of tool support, for instance, Gerrit and termed as Modern Code Review (MCR). It is a lightweight way to deal with distinguishing abandons from source code. Software engineer's efficiency while performing MCR activities is exposed to varying people related situational factors that impact the software engineer's sustainability. The literature lacks the identification of people related situational factors in MCR. For successful MCR results, there is a need to distinguish people concerning situational factors to enhance the productivity and competence of software engineers for their sustainability. Therefore, this investigation intends to recognize situational variables influencing the ability and efficiency of software engineers. The systematic methodology utilized for this examination is Systematic Literature Review (SLR). The study results reported 52 situational factors. The situational factors are assembled into four fundamental classifications such as team, team interaction, reviewer response and knowledge sharing. The grounded theory approach has been applied to get final unique list of people related situational factors and sub factors. The investigation will be useful for expert performing examination seeing situational factors as well as the sustainability of software engineers engaged with MCR activities.","","978-1-7281-4082-7","10.1109/ICETAS48360.2019.9117366","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9117366","software engineer;modern code review;situational factors","","","","","54","IEEE","16 Jun 2020","","","IEEE","IEEE Conferences"
