"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Handling query answering in crowdsourcing systems: A belief function-based approach","D. Koulougli; A. Hadjali; I. Rassoul","LARI, UMMTO, Algeria; LIAS, ENSMA, France; LARI, University of Tizi-Ouzou, Algeria",2016 Annual Conference of the North American Fuzzy Information Processing Society (NAFIPS),"13 Feb 2017","2016","","","1","6","Crowdsourcing is defined as an emerging computation paradigm, where the power of crowds is utilized to facilitate large scale tasks that are costly or time consuming with traditional methods. One of the most important technical challenges of crowdsourcing is quality control of workers' responses. Human factors play a key role in achieving high quality answers in crowdsourcing-based solving tasks. The most major factor is pertained to the uncertainty of workers about the responses that they provide to resolve the task at hand. On the other hand, workers may have diverse levels of expertise and skill. It is then important to take into account both the degrees of uncertainty and expertise to return the most correct reliable answer. In this paper, we propose a belief functions-based approach to achieve this goal. We conduct also some comprehensive experiments to validate the effectiveness of our proposal.","","978-1-5090-4492-4","10.1109/NAFIPS.2016.7851590","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7851590","","Crowdsourcing;Uncertainty;Reliability;Data models;Decision making;Human factors;Computational modeling","","4","","17","IEEE","13 Feb 2017","","","IEEE","IEEE Conferences"
"Crowdsourcing on mobile cloud: Cost minimization of joint data acquisition and processing","H. Ke; P. Li; S. Guo","School of Computer Science and Engineering, The University of Aizu, Aizu-Wakamatsu, Japan; School of Computer Science and Engineering, The University of Aizu, Aizu-Wakamatsu, Japan; School of Computer Science and Engineering, The University of Aizu, Aizu-Wakamatsu, Japan",2014 IEEE Conference on Computer Communications Workshops (INFOCOM WKSHPS),"8 Jul 2014","2014","","","358","362","As the advance of mobile devices, crowdsourcing has been successfully applied in many scenarios by employing distributed mobile devices to collectively monitor a diverse range of human activities and surrounding environment. Unfortunately, treating mobile devices as simple sensors that generate raw sensing data may lead to low efficiency because of excessive bandwidth occupation and additional computation resource consumption. In this paper, we integrate crowdsourcing into existing mobile cloud framework such that data acquisition and processing can be conducted in a uniform platform. We consider a dynamic network where mobile devices may join and leave the network at any time. To deal with the challenges of sensing and computation task assignment in such a dynamic environment, we propose an online algorithm with the objective of minimizing the total cost including sensing, processing, communication and delay cost. Extensive simulations are conducted to demonstrate that the proposed algorithm can significantly reduce the total cost of crowdsourcing.","","978-1-4799-3088-3","10.1109/INFCOMW.2014.6849258","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6849258","","Mobile communication;Sensors;Mobile handsets;Cloud computing;Crowdsourcing;Heuristic algorithms;Data acquisition","","3","","28","IEEE","8 Jul 2014","","","IEEE","IEEE Conferences"
"Market-Based Incentive Mechanism Design for Crowdsourcing","F. Tian; L. Huang","Shanghai Engineering Center for Micro-satellite, Shanghai, China; Morgan Stanley Management Service Co Ltd, Shanghai, China",2018 IEEE International Conference on Communications (ICC),"30 Jul 2018","2018","","","1","6","Participants coverage is an important role in the crowdsourcing-based applications. However most of the existing incentive mechanisms for the crowdsourcing has focused on how to allocate tasks to the participants to maximize the social welfare, and none of them consider the problem of participant coverage hole created by the uneven distribution of participants. In this paper, we propose a market-based incentive mechanism for crowdsourcing, where the platform motivates the participants to move to the coverage hole and complete the sensing tasks there from a market-based perspective. The market-based incentive mechanism is built on a novel reverse auction framework with reserve price, where the reserve price of a sensing task is the maximum payment for a participant to complete this task. The platform systematically reduces the reserve price of tasks in popular areas and participants are stimulated to complete the tasks in unpopular areas. Each round of reverse auction consists of a winning participant selection problem and a payment determination problem. Since the task allocation problem is NP-hard, we propose a greedy algorithm to solve it. We also design a critical payment policy to guarantee that participants declare their cost truthfully. Evaluation results show that the proposed mechanism outperforms existing solutions under various conditions.","1938-1883","978-1-5386-3180-5","10.1109/ICC.2018.8422389","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8422389","","Task analysis;Sensors;Crowdsourcing;Smart phones;Electronic mail;Resource management;Greedy algorithms","","2","","20","IEEE","30 Jul 2018","","","IEEE","IEEE Conferences"
"Crowdsourcing system on measuring quality of experience for Internet video streaming","Y. C. Lin; Z. S. Shih","Department of Computer Science and Information Engineering, National Formosa University, Yunlin, Taiwan; Department of Computer Science and Information Engineering, National Formosa University, Yunlin, Taiwan",2016 IEEE International Conference on Consumer Electronics-Taiwan (ICCE-TW),"28 Jul 2016","2016","","","1","2","This paper proposes a crowdsourcing system that can provide Internet streaming media companies with the ability to assess users' Quality of Experience (QoE) when they are watching the company's online video streaming at their residences. To validate the effectiveness of the system, a resident measuring device and crowdsourcing applications on users' end device are implemented with several scenario experiments to measure objective metrics and subjective metrics. Experiment results show approximately 81-100% accuracy of participant assessments when comparing with the standard assessment values.","","978-1-5090-2073-7","10.1109/ICCE-TW.2016.7520977","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7520977","","Streaming media;Crowdsourcing;Measurement;Standards;Servers;Bandwidth","","2","","6","IEEE","28 Jul 2016","","","IEEE","IEEE Conferences"
"Decentralized Defenses: A Framework for 5G IoT Security in Industry 4.0 using Blockchain Crowdsourcing","P. Maiti; S. Prabhu; P. Ashok","Symbiosis Institute of Digital and Telecom Management (SIDTM), Symbiosis International (Deemed University) (SIU), Lavale, Pune, Maharashtra, India; Symbiosis Institute of Digital and Telecom Management (SIDTM), Symbiosis International (Deemed University) (SIU), Lavale, Pune, Maharashtra, India; Symbiosis Institute of Digital and Telecom Management (SIDTM), Symbiosis International (Deemed University) (SIU), Lavale, Pune, Maharashtra, India",2024 3rd International Conference on Sentiment Analysis and Deep Learning (ICSADL),"25 Jul 2024","2024","","","534","538","This research work presents Blockchain Crowdsourcing-empowered 5G IoT as a backbone for network security of industry 4.0 in various applications. The study examines this aspect by featuring blockchain based crowdsourcing to detect and mitigate attacks. A structured literature search on the topic was conducted on various relevant bibliographic databases. 39 publications fulfilled the inclusion criteria. The study indicates that IoT devices in 5G ecosystems have serious security risk due to evolving threats and there are no proactive solutions. However, the best way to respond effectively is to work at the edge of the communication network using the density of IoT devices to obtain and analyze information, then taking corrective measures from the source of the threat. To the author's knowledge, this is the first study to apply the Blockchain based Crowdsourcing tool to mitigate cyber-attacks on 5G IoT networks for Industry 4.0. It has no single point of failure and caters to the increasing demand of cyber security workforce.","","979-8-3503-9615-7","10.1109/ICSADL61749.2024.00093","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10601456","Blockchain;Crowdsourcing;Smart contracts;5G;IoT;5G security;Cybersecurity;Proactive security;Digital witness;Industrial automation;Healthcare 4.0","Crowdsourcing;Knowledge engineering;Sentiment analysis;5G mobile communication;Information services;Network security;Blockchains","","2","","39","IEEE","25 Jul 2024","","","IEEE","IEEE Conferences"
"The Preliminary Settlement of Crowdsourcing Legal Issues","G. Peng","Department of Communication and Information Engineering, Xi''an University of Science and Technology, Xi'an, China",2010 International Conference on E-Business and E-Government,"30 Sep 2010","2010","","","4898","4900","Crowdsourcing was defined as the act of taking tasks traditionally performed by an employee or contractor, and outsourcing them to a group (crowd) of people or community in the form of an open call. The legal issues of crowdsourcing is mainly manifested in three aspects: the legal relationship between contract-issuing party and WitKey, the risk of misuse of personal information and the protection of intellectual property rights. Initial solutions to the problems include: to sign an underlying contract, disclosure of basic information on contract-issuing party and the provisions of fixed and processing personal information about Witkey.","","978-1-4244-6647-4","10.1109/ICEE.2010.1230","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5592822","crowdsourcing;legal issues;settlement","Law;Google;Encyclopedias;Economics;Detectors;Electronic government","","2","","","IEEE","30 Sep 2010","","","IEEE","IEEE Conferences"
"Team Formation and Task Recommendation for Disabled People in Crowdsourcing Systems","Y. Liang; Z. Zou; P. Zhang; D. Li; T. Lu; N. Gu","School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; Microsoft Research Asia, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China; School of Computer Science, Fudan University, Shanghai, China",2022 IEEE 25th International Conference on Computer Supported Cooperative Work in Design (CSCWD),"20 May 2022","2022","","","1372","1377","The barrier-free map is a new type of map, the demand for which is increasing in modern society, and it is necessary to rely on crowdsourcing platforms to complete the labeling work of barrier-free facilities. Nowadays more people with disabilities are participating in crowdsourcing work. They tend to work with familiar people and hope to maximize their value. However, there is very little research about automatic management of organizations and tasks for the disabled to assist them to complete the work on the crowdsourcing platform. In this paper, we design a new team formation method based on the theory of socially embedded work of the disabled (TFSEW) and a bi-objective task recommendation method (BOTR), in order to ensure the efficiency of task completion and promote the participation of the disabled, thereby realizing their value in the work environment. Our method proves to be superior through experiments. At the same time, through questionnaire, people with disabilities show great anticipation for participating in the tasks in form of team and receive tasks recommended by the system.","","978-1-6654-0527-0","10.1109/CSCWD54268.2022.9776093","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9776093","people with disabilities;team formation;task recommendation;participation","Crowdsourcing;Conferences;Organizations;Numerical simulation;Resource management;Labeling;Task analysis","","2","","16","IEEE","20 May 2022","","","IEEE","IEEE Conferences"
"Finding a lost child using a crowdsourcing framework","H. El Alaoui El Abdallaoui; E. F. Abdelaziz; S. Mohamed","Computing Systems Engineering Laboratory (LISI), Universite Cadi Ayyad, Marrakech, MA; Computing Systems Engineering Laboratory (LISI), Universite Cadi Ayyad, Marrakech, MA; Computing Systems Engineering Laboratory (LISI), Cadi Ayyad University, Marrakesh, Morocco",2016 4th International Conference on Control Engineering & Information Technology (CEIT),"18 May 2017","2016","","","1","6","The wide emergence of information and communication technologies has greatly facilitated human life thanks to their high performance and sophisticated features. However, there are tasks that machines cannot yet tackle but they are obvious to achieve for human intelligence. This refers to the human computation paradigm which has long used the human brain as a processor to perform small tasks. The past decade has seen arise a new term that gave more value to the human intelligence, creativity and expertise. Crowdsourcing focuses on the crowd and solicits their intervention to execute complex tasks; especially in some extreme emergency cases that require broad collaboration of a huge public. This paper addresses the problem of missing children and shows the importance of crowdsourcing in solving this dilemma. It will firstly discuss already developed solutions and prove how much they are ineffective. Finally, be presented our concept of a framework based on the principle of crowdsourcing and exploiting the prowess of mobile devices to gather real-time lost child's location data.","","978-1-5090-1055-4","10.1109/CEIT.2016.7929047","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7929047","information technologies;human computation;crowdsourcing;mobile devices","Tools;Crowdsourcing;Tracking;History","","2","","23","IEEE","18 May 2017","","","IEEE","IEEE Conferences"
"The crowdsourcing systems survey work","R. Raju; M. Harinishree; S. Lavanya","Department of Information Technology, Sri Manakula Vinayagar Engineering College, Puducherry, India; Department of Information Technology, Sri Manakula Vinayagar Engineering College, Puducherry, India; Department of Information Technology, Sri Manakula Vinayagar Engineering College, Puducherry, India","2017 International Conference on Computation of Power, Energy Information and Commuincation (ICCPEIC)","15 Feb 2018","2017","","","357","360","Crowdsourcing is an emerging technology that uses a distributed computing and production model. Business organization distributes workloads among suitable workers to resolve technical difficulties. This is done through the internet. In business field, it is difficult to prevent the unwanted data. Every user can participate in solving the crowdsourcing problem. The task is distributed to all the interested participants. Every user gives different solution for that particular task. It is difficult for the enterprise to identify the best solution. To solve this issue, crowdsourcing helps us to identify the feasible solution for that particular task.","","978-1-5090-4324-8","10.1109/ICCPEIC.2017.8290392","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8290392","crowdsourcing system;Big data;MapReduce;Hadoop","Crowdsourcing;Task analysis;Big Data;Computational modeling;Algorithm design and analysis;Performance evaluation","","2","","11","IEEE","15 Feb 2018","","","IEEE","IEEE Conferences"
"Leveraging human factors to enhance query answering in crowdsourcing systems","D. Koulougli; A. Hadjali; I. Rassoul","LARI/LIAS, UMMTO/ENSMA, Algeria, France; LIAS, ENSMA, France; LARI, UMMTO, Algeria",2016 IEEE Tenth International Conference on Research Challenges in Information Science (RCIS),"25 Aug 2016","2016","","","1","6","In recent years, crowdsourcing has become essential in a wide range of Web applications. Human factors play a key role in achieving high quality answers in crowdsourcing-based solving tasks. The most major factor is pertained to the uncertainty of workers about the responses that they provide to resolve the task at hand. On the other hand, workers may have diverse levels of expertise and skill. It is then important to take into account both the degrees of uncertainty and expertise when aggregating the set of worker answers. In this paper, we investigate some advanced crowdsourcing aggregation methods to find the correct answers by leveraging both expertise and uncertainty of workers in a unified way. Workers' uncertainty is represented in a possibilistic way, while a fine-grained scale for interpreting the degrees of skill is introduced. Finally, we present some comprehensive experiments to validate the effectiveness of our proposal.","2151-1357","978-1-4799-8710-8","10.1109/RCIS.2016.7549363","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7549363","Crowdsourcing;Quality Control;Human behavior;Aggregation Methods;Degree of Uncertainty;Degree of Skill","Uncertainty;Crowdsourcing;Reliability;Context;Data models;Servers;Human factors","","2","","13","IEEE","25 Aug 2016","","","IEEE","IEEE Conferences"
