"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Kriging-based Trust Nodes Aided REM Construction under Threatening Environment","Y. Gao; T. Fujii","Advanced Wireless and Communication research Center, The University of Electro-Communications, Tokyo, Japan; Advanced Wireless and Communication research Center, The University of Electro-Communications, Tokyo, Japan",2022 IEEE 96th Vehicular Technology Conference (VTC2022-Fall),"18 Jan 2023","2022","","","1","7","Radio Environment Map (REM) is used to enhance the communication efficiency in spatial spectrum sharing. REM indicates the received signal strength at each location by measurements data from each terminal or estimated data by the database. Crowdsourcing-based spectrum sensing is a promising approach for generating the REM for a large communication area. However, the open environment also leads the security problems, which can damage the REM accuracy by some malicious activities. The accuracy of terminals’ reports became an essential problem need to be considered in REM construction system. In this paper, we introduce a Kriging-based Trust Nodes aided REM construction (KTNA-REM) system to achieve a high accuracy under the threatening environment. By adding the support of a small amount of the trust nodes, the database can evaluate the reputation of the terminals continuously and generate the REM based on the high reliable data even when the amount of the malicious terminals is big. Simulation results confirm the efficiency and accuracy of the proposed method.","2577-2465","978-1-6654-5468-1","10.1109/VTC2022-Fall57202.2022.10012983","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10012983","Radio environment map;terminal selection;ssdf;spectrum security;Kriging interpolation","Vehicular and wireless technologies;Interpolation;Databases;Simulation;Real-time systems;Sensors;Reliability","","","","16","IEEE","18 Jan 2023","","","IEEE","IEEE Conferences"
"A Context-based Crowd Sourcing Tool for Quality Assurance of SNOMED CT","K. Qazi; A. Agrawal","Department of Computer Science, Manhattan College, New York City, USA; Department of Computer Science, Manhattan College, New York City, USA",2021 IEEE International Conference on Bioinformatics and Biomedicine (BIBM),"14 Jan 2022","2021","","","2848","2854","SNOMED CT is a prominent clinical terminology that is globally used by healthcare professionals to record patient data. As such, it is important that SNOMED CT be free from errors and inconsistencies so that they do not trickle down to applications that rely on it. Studies have shown that, owing to its large and complex nature as well as its regular revisions, errors and inconsistencies are inherent in SNOMED CT. However, auditing resources are limited, and manual auditing is cumbersome. This calls for computational quality assurance techniques to identify areas that have a high likelihood of modeling discrepancies. This study presents a visualization tool that is based on a context-based auditing methodology and can be used as a crowdsourcing application to allow SNOMED CT users from across the globe to comment on the modeling of a concept that is found by the underlying algorithm to be inconsistent. A manual auditing of a sample of 50 concept pairs using the visualization tool found 66% of the pairs to exhibit inconsistencies. Tools such as this and the feedback obtained from SNOMED CT users through collective collaboration can be used by the curators of SNOMED CT to further enhance the terminology.","","978-1-6654-0126-5","10.1109/BIBM52615.2021.9669688","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9669688","Auditing;Context-based;Crowd Sourcing;Lexical Analysis;Quality Assurance;SNOMED CT;Visualization Tool","Crowdsourcing;Quality assurance;Terminology;Computational modeling;Conferences;Collaboration;Manuals","","","","25","IEEE","14 Jan 2022","","","IEEE","IEEE Conferences"
"On my way: Optimizing driving routes for navigation applications","Fengpeng Yuan; Xueyuan Song; J. Lindqvist",Rutgers University; Rutgers University; Rutgers University,2016 13th IEEE Annual Consumer Communications & Networking Conference (CCNC),"31 Mar 2016","2016","","","27","31","Conventionally, the route recommendations given by GPS navigation applications have been considered as the optimal route search problem only between two locations - origin and destination [1]. Sometimes people want to visit several intermediate locations prior to reaching their final destination. For example, travelers may want to visit a diner and a gas station before arriving at their vacation destination. Although there is likely to be many choices that are available along the route to the destination, only one place from each type should be chosen. Furthermore, in new emerging application domains, such as “physical-world crowdsourcing” [2], people may want to opportunistically visit some places in order to complete personal or work related tasks. Our work explores a design space where we try to reduce the amount of requests made to third-party map and route data providers. We explore the simple idea of using the Euclidean distance as a rough estimate for the optimal route between destinations with multiple waypoints. Our preliminary results indicate that with over 80% of test cases, this simple Euclidean distance estimator approach gives at least one optimal routing alternative.","2331-9860","978-1-4673-9292-1","10.1109/CCNC.2016.7444726","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7444726","","Euclidean distance;Google;Space exploration;Global Positioning System;Roads;Conferences","","","","20","IEEE","31 Mar 2016","","","IEEE","IEEE Conferences"
"Estimation Of Impression Associated With Portraits Using Facial Landmarks And Visual Features","M. Miyata; K. Aizawa","Department of Information and Communication Engineering, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan; Department of Information and Communication Engineering, The University of Tokyo, 7-3-1 Hongo, Bunkyo-ku, Tokyo, Japan",2020 IEEE International Conference on Image Processing (ICIP),"30 Sep 2020","2020","","","1421","1425","Portrait manipulation techniques are important for expressing oneself in social networking or portrait/video posting services. Even though several applications (e.g., smartphone apps) have been developed to facilitate portrait manipulation, it is still difficult to obtain ideal results owing to the large number of user-controllable parameters. To tackle this problem, we propose a novel application that can manipulate portraits using impression words. In this study, we select new portraits and impression words, and we devise new experimental settings to enrich the dataset. Moreover, using human evaluations collected by crowdsourcing, we develop and analyze a novel ranking network that uses portraits and facial landmarks as input for impression estimation of the manipulated images.","2381-8549","978-1-7281-6395-6","10.1109/ICIP40778.2020.9191140","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9191140","Impression estimation;Portrait manipulation;Relative attribute;Face;Impression word","Crowdsourcing;Visualization;Social networking (online);Image processing;Estimation;Facial features;Strain","","","","17","IEEE","30 Sep 2020","","","IEEE","IEEE Conferences"
"Spatial and Temporal Patterns Recognition of Snake Occurrences through Visualisation Techniques: A Case Study using the iNaturalist Data","C. A. Madhura Ranade; A. Joshi; N. Patvardhan","Symbiosis Institute of International Business, Pune Symbiosis International (Deemed University), Pune, India; Department of Management, Sciences S. P. Pune University, Pune, India; Symbiosis Institute of International Business, Pune Symbiosis International (Deemed University), Pune, India",2023 Second International Conference on Augmented Intelligence and Sustainable Systems (ICAISS),"22 Sep 2023","2023","","","786","793","Conservation of biodiversity plays a vital role in balancing the environment. Reptiles are one of the most crucial parts of the wildlife environment. In recent years, people’s awareness has increased for wildlife conservation. Government, Agencies and Researchers are taking initiatives for the preservation of wildlife. In India also, many efforts are made to protect wildlife and biodiversity. Technology will play a significant role in wildlife management. Many people are reporting wildlife data on platforms like iNaturalist. It is a crowdsourcing platform for reporting wildlife sightings. Computer tools and technologies can be used to recognise and monitor species. This research aims to review the distribution and diversity of snakes in various states in India. The researcher has tried to establish a relationship between reporting of snakes and other environmental factors like temperature and humidity for any specific month in India. A large dataset of more than 12000 observations reported by enthusiasts, researchers and ordinary people on the iNaturalist platform is processed using Python Programming.","","979-8-3503-2579-9","10.1109/ICAISS58487.2023.10250660","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10250660","Wildlife Conservation;Distribution of snakes;iNaturalist;Visualisation (Viz);Real-Time Crowdsourcing (RTC);Pattern Recognition;Venomous snakes;Roadkill","Crowdsourcing;Temperature sensors;Temperature measurement;Temperature distribution;Precipitation;Wildlife;Data visualization","","","","17","IEEE","22 Sep 2023","","","IEEE","IEEE Conferences"
"A Multivocal Literature Review on Prototype Pollution Vulnerability","I. A. Hakim; Widyawan; I. W. Mustika; E. Prasetyo","Dept. of Electrical Engineering and Information Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Dept. of Electrical Engineering and Information Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Dept. of Electrical Engineering and Information Technology, Universitas Gadjah Mada, Yogyakarta, Indonesia; Dept. of Information Technology, Universitas Muhammadiyah, Yogyakarta, Bantul, Indonesia",2023 International Conference on Information Technology and Computing (ICITCOM),"28 Feb 2024","2023","","","375","379","JavaScript is one of the most widely used languages in modern web development. The unique way JavaScript inherits properties and methods between objects leads to a unique vulnerability called prototype pollution. In this paper, we study the problem in a holistic way using a multivocal literature review (MLR). It includes reviews of grey literature (GL) reviews in addition to formal literature to summarize the state of the art and current practice on this topic. We found that the impact of this vulnerability varies due to different implementations of JavaScript, e.g., denial of service (DoS), property injection, session fixation, remote code execution (RCE), privilege escalation, SQL injection, and cross-site scripting (XSS). We also found several methods to detect and mitigate prototype pollution. These include static analysis, dynamic analysis, and hybrid analysis for prototype pollution detection and analysis. Many concerned companies are also successfully mitigating the supply-chain risk of prototype pollution through security crowdsourcing, such as running a bug bounty program, managing an advisories database, and private reporting.","","979-8-3503-5963-3","10.1109/ICITCOM60176.2023.10442205","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10442205","javascript;multivocal literature review;prototype pollution;vulnerability;web security","Pollution;Reviews;Cross-site scripting;Bibliographies;Computer bugs;Prototypes;Security","","","","26","IEEE","28 Feb 2024","","","IEEE","IEEE Conferences"
"AI-Powered Flood Mapathon","K. Chen; X. Lu; T. Sheng; X. Liu; J. Chen; Z. Wang; X. Sun; R. Hänsch","Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; Aerospace Information Research Institute, Chinese Academy of Sciences, China; German Aerospace Center, Germany",IGARSS 2024 - 2024 IEEE International Geoscience and Remote Sensing Symposium,"5 Sep 2024","2024","","","3841","3844","Floods represent a pervasive natural hazard with global ramifications, impacting a vast population and resulting in substantial property damage and severe mortality. Particularly worrisome is their disproportionate effect on the least developed countries, which exacerbates developmental imbalances, posing a significant obstacle to the attainment of the United Nations Sustainable Development Goals (UN SDGs). This paper introduces the AI-powered Flood Mapathon activity, co-organized by the Aerospace Information Research Institute under the Chinese Academy of Sciences, in partnership with GEOVIS Technology Co., Ltd., GEOVIS Earth Technology Co., Ltd., and IEEE GRSS IADF. The activity seeks to mobilize individuals worldwide to address the most prevalent natural hazard-floods by collaboratively mapping inundated regions through the analysis of satellite imagery. Gaining widespread attention, the activity has garnered 30,755 submissions from 310 participants across 34 countries. Through collective efforts, participants have curated a semantic segmentation dataset focusing on floods, incorporating annotations of pertinent features related to both floods and human activities. Additionally, the paper elucidates the custom crowdsourcing mapping system, which seamlessly integrates cutting-edge AI technologies to alleviate mapping complexities. The activity contributes to sustainability by drawing extensive public attention, creating a public flood dataset for academic research, and establishing an efficient and intelligent mapping system.","2153-7003","979-8-3503-6032-5","10.1109/IGARSS53475.2024.10641743","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10641743","Mapathon;flood;crowdsourcing;Artificial Intelligence;mapping","Crowdsourcing;Image resolution;Semantic segmentation;Roads;Geoscience and remote sensing;Market research;Satellite images","","","","11","IEEE","5 Sep 2024","","","IEEE","IEEE Conferences"
"Tapping into social media and digital humanitarians for building disaster resilience in Canada","K. Kaminska","Defence Research and Development Canada, Centre for Security Science, Ottawa, Canada",2015 IEEE Canada International Humanitarian Technology Conference (IHTC2015),"24 Sep 2015","2015","","","1","4","Social media offers the opportunity to connect with the public, improve situational awareness, and to reach people quickly with alerts, warnings and preparedness messages. However, the ever increasing popularity of social networking can also lead to `information overload' which can prevent disaster management organizations from processing and using social media information effectively. This limitation can be overcome through collaboration with `digital humanitarians' - tech savvy volunteers, who are leading the way in crisis-mapping and crowdsourcing of disaster information. Since the 2010 earthquake in Haiti, their involvement has become an integral part of the international community's response to major disasters. For example, the United Nations Office for the Coordination of Humanitarian Affairs (UNOCHA) activated the Digital Humanitarian Network during the 2013 response to typhoon Haiyan/Yolanda [1]. Our previous research has shown that Canada's disaster management community has not yet fully taken advantage of all the opportunities that social media offers, including the potential of collaboration with digital humanitarians [2]. This finding has led to the development of an experiment designed to test how social media aided collaboration can enable enhanced situational awareness and improve recovery outcomes. The experiment took place in November 2014 as a part of the third Canada-US Enhanced Resiliency Experiment (CAUSE III), which is an experiment series that focuses on enhancing resilience through situational awareness interoperability. This paper describes the results of the experiment and Canadian efforts to facilitate effective information exchange between disaster management officials, digital humanitarians as well as the public at large, so as to improve situational awareness and build resilience, both at the community and the national level.","","978-1-4799-8963-8","10.1109/IHTC.2015.7274444","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7274444","social media;resilience;disaster management;social network analysis","Media;Organizations;Disaster management;Twitter;Safety;Collaboration","","","","11","IEEE","24 Sep 2015","","","IEEE","IEEE Conferences"
"On Urban Data Analytics and Applications in the Big Data Era","D. Tomaras","Department of Informatics, Athens University of Economics and Business, Athens, Greece",2024 25th IEEE International Conference on Mobile Data Management (MDM),"17 Jul 2024","2024","","","328","330","The proliferation of smart technologies has provided significant advances in the way people receive information and interact in smart cities. For instance, smart traffic monitoring systems allow citizens and city operators to receive in real-time alerts about traffic conditions. At the same time, alternative means of transport, such as bike sharing systems, have enjoyed tremendous success in many major cities around the world today and can provide real-time information regarding the mobility of the users. It is quite clear that smart cities systems generate vast amounts of data during their daily operation. Researchers typically focus on analyzing such urban data in order to identify mobility patterns or infer user preferences to provide services to the crowd, such as traffic warning applications. In this thesis, we aimed at analyzing the vast amounts of urban data generated in these systems, that are large in volume, and typically heterogeneous, to identify key insights in their operation and develop a suite of crowdsourcing techniques to improve the working of smart city applications and ultimately enhance the sustainability of smart cities.","2375-0324","979-8-3503-7455-1","10.1109/MDM61037.2024.00067","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10591634","urban data analytics;mobile systems;mobile applications;big data","Measurement;Crowdsourcing;Data analysis;Smart cities;Shared transport;Big Data;Real-time systems","","","","17","IEEE","17 Jul 2024","","","IEEE","IEEE Conferences"
"Mean field equilibria of dynamic auctions with learning: A dynamic revenue equivalence theorem","K. Iyer; R. Johari; M. Sundararajan","Management Science and Engineering, Stanford University, USA; Management Science and Engineering, Stanford University, USA; Google Inc., Mountain View, CA, USA","2011 49th Annual Allerton Conference on Communication, Control, and Computing (Allerton)","2 Jan 2012","2011","","","1002","1003","Auctions are observed as a market mechanism in a wide range of economic transactions involving repeated interactions among the market participants: sponsored search markets run by Google and Yahoo!, online marketplaces such as eBay and Amazon, crowdsourcing, etc. In many of these markets, the participants typically have incomplete information; for example, the participants may not know the quality of the good being auctioned or their value for the good. In such settings, repeated interactions among the participants give rise to extremely complex bidder behavior due to the presence of learning among the participants. To study learning, we consider a dynamic setting where identical copies of a good are sold through a sequence of second price auctions over time. Each agent in the market has an independent private valuation which determines the distribution of the reward she obtains from the good. However, the agents are unaware of their own private valuations. Every time an agent wins an auction and obtains a copy of the good, her realized reward from the good informs her about her valuation. Thus, each agent faces a trade-off between exploration (by bidding higher) and exploitation (by bidding close to her expected rewards).","","978-1-4577-1818-2","10.1109/Allerton.2011.6120276","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6120276","","Cost accounting;Approximation methods;Electronic mail;USA Councils;Google;Educational institutions;Research and development management","","","","2","IEEE","2 Jan 2012","","","IEEE","IEEE Conferences"
