"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Profit maximization in mobile crowdsourcing: A truthful auction mechanism","H. Shah-Mansouri; V. W. S. Wong","Department of Electrical and Computer Engineering The University of British Columbia, Vancouver, Canada; Department of Electrical and Computer Engineering The University of British Columbia, Vancouver, Canada",2015 IEEE International Conference on Communications (ICC),"10 Sep 2015","2015","","","3216","3221","In mobile crowdsourcing systems, smartphones can collectively monitor the surrounding environment and share data with the platform of the system. The platform manages the system and encourages smartphone users to contribute to the crowdsourcing system. To enable such sensing system, incentive mechanisms are necessary to motivate users to share the sensing capabilities of their smartphones. In this paper, we propose ProMoT, which is a Profit Maximizing Truthful auction mechanism for mobile crowdsourcing systems. In the proposed auction mechanism, the platform acts as an auctioneer. The smartphone users act as the sellers and submit their bids to the platform. The platform selects a subset of smartphone users and assigns the tasks to them. ProMoT aims to maximize the profit of the platform while providing satisfying rewards to the smartphone users. ProMoT consists of a winner determination algorithm, which is an approximate but close-to-optimal algorithm based on a greedy mechanism, and a payment scheme, which determines the payment to users. Both are computationally efficient with polynomial time complexity. We prove that ProMoT motivates smartphone users to rationally participate and truthfully reveals their bids. Simulation results show that ProMoT increases the profit of the platform in comparison with an existing scheme.","1938-1883","978-1-4673-6432-4","10.1109/ICC.2015.7248819","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7248819","","Smart phones;Sensors;Mobile communication;Crowdsourcing;Mobile computing;Approximation algorithms;Polynomials","","26","","17","IEEE","10 Sep 2015","","","IEEE","IEEE Conferences"
"PeopleCloud Service for Enterprise Crowdsourcing","M. Lopez; M. Vukovic; J. Laredo","Carnegie Melon, Madeira, Portugal; IBM Thomas J. Watson Research Center, Hawthorne, NY, USA; IBM Thomas J. Watson Research Center, Hawthorne, NY, USA",2010 IEEE International Conference on Services Computing,"26 Aug 2010","2010","","","538","545","Web 2.0 provides the technological foundations upon which the crowdsourcing paradigm evolves and operates, enabling enterprises, universities and eGovernments, to access scalable networks of knowledge experts on-line. However, there is no existing practice allowing for coordination of crowdsourcing tasks, and their integration with existing business processes and embedding these services into the Web fabric. In this paper, we examine two applications of enterprise crowdsourcing service in the domain of IT Service Delivery: 1) IT Inventory Management and 2) End-User Support. We illustrate how a) expert discovery mechanism, b) virtual team building capabilities, c) task management and d) provisioning of task-based services, enable enterprises to effectively build knowledge networks, which are able to execute complex and transformative knowledge-intensive tasks. Finally, based on the application analysis, we propose PeopleCloud, an on-demand service system, which spawns and manages scalable virtual teams of knowledge workers by either (1) building on the wisdom of crowds within an enterprise or across a value chain or (2) creating a marketplace for accessing specialists on-line.","","978-1-4244-8147-7","10.1109/SCC.2010.74","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5557275","Crowdsourcing Service;Collaborative Production","Communities;Knowledge acquisition;Companies;Layout","","25","4","10","IEEE","26 Aug 2010","","","IEEE","IEEE Conferences"
"Mobility-aware trustworthy crowdsourcing in cloud-centric Internet of Things","B. Kantarci; H. T. Mouftah","School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada; School of Electrical Engineering and Computer Science, University of Ottawa, Ottawa, ON, Canada",2014 IEEE Symposium on Computers and Communications (ISCC),"29 Sep 2014","2014","","","1","6","In the Internet of Things (IoT) era, smart devices that are equipped with various types of sensors can enable access to the IoT architecture through a cloud-inspired service model, namely Sensing-as-a-Service (S2aaS). S2aaS can provide crowdsourced data to an application running on a cloud platform. The crowdsourced data can be used for several purposes such as public safety. One of the biggest challenges here is the incentive mechanisms for the users who are requested to provide S2aaS. In this paper, we propose mobility-aware trustworthy crowdsourcing (MATCS) framework in a cloud-centric IoT architecture which adopts and extends a previous scheme, Trustworthy Sensing for Crowd Management (TSCM) [1] by incorporating user mobility-awareness in the presence of maliciously altered sensing data. MATCS employs a user-centric incentive mechanism which collects sensing data based on an auction procedure. In the auction procedure, MATCS uses users' reputations, bids, current location and their estimated dislocation during crowdsourcing process. Furthermore, in order to investigate the benefits of reputation-awareness, we also propose reputation-unaware Mobility-Aware Crowdsourcing (MACS). Performance of MATCS is evaluated via simulations, and it is compared to MACS and a benchmark scheme, which aims at making a compromise between the utilities of the users and the platform by considering neither mobility nor trustworthiness. Simulation results confirm that mobility-awareness improves the utility of the platform significantly whereas combining reputation-awareness and mobility-awareness by MATCS can triple the improvement. Besides, user incomes are not significantly impacted by MACS or MATCS when users are mobile. Furthermore, maliciously altered data ratio can be degraded by 20%~55% by reputation-awareness in MATCS.","1530-1346","978-1-4799-4277-0","10.1109/ISCC.2014.6912581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6912581","Auction theory;cloud computing;crowd management;public safety;Sensing-as-a-Service (S2aaS);smart phone sensing","Sensors;Cities and towns;Crowdsourcing;Safety;Social network services;Cloud computing;Computer architecture","","25","","15","IEEE","29 Sep 2014","","","IEEE","IEEE Conferences"
"On using crowdsourcing and active learning to improve classification performance","J. Costa; C. Silva; M. Antunes; B. Ribeiro","Computer Science Communication and Research Centre, Polytechnic Institute of Leiria, Portugal; Center of Informatics and Systems, University of Coimbra, Portugal; Center of Research in Advanced Computing Systems, University of Porto, Portugal; Center of Informatics and Systems, University of Coimbra, Portugal",2011 11th International Conference on Intelligent Systems Design and Applications,"2 Jan 2012","2011","","","469","474","Crowdsourcing is an emergent trend for general-purpose classification problem solving. Over the past decade, this notion has been embodied by enlisting a crowd of humans to help solve problems. There are a growing number of real-world problems that take advantage of this technique, such as Wikipedia, Linux or Amazon Mechanical Turk. In this paper, we evaluate its suitability for classification, namely if it can outperform state-of-the-art models by combining it with active learning techniques. We propose two approaches based on crowdsourcing and active learning and empirically evaluate the performance of a baseline Support Vector Machine when active learning examples are chosen and made available for classification to a crowd in a web-based scenario. The proposed crowdsourcing active learning approach was tested with Jester data set, a text humour classification benchmark, resulting in promising improvements over baseline results.","2164-7151","978-1-4577-1676-8","10.1109/ISDA.2011.6121700","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6121700","Crowdsourcing;Active Learning;Support Vector Machines;Text Classification","Support vector machines;Machine learning;Training;Intelligent systems;Measurement;Learning systems;Vectors","","24","4","28","IEEE","2 Jan 2012","","","IEEE","IEEE Conferences"
"Task recommendation in reward-based crowdsourcing systems","A. R. Kurup; G. P. Sajeev","Dept of Computer Science and Engineering, Amrita University, India; Dept of Computer Science and Engineering, Amrita University, India","2017 International Conference on Advances in Computing, Communications and Informatics (ICACCI)","4 Dec 2017","2017","","","1511","1518","Crowdsourcing systems are distributed problem solving platforms, where small tasks are channelled to a crowd in the form of open calls for solutions. Reward based crowdsourcing systems tries to attract the interested and capable workers to provide solutions in return for monetary rewards. We study the task recommendation problem in reward based crowdsourcing platforms, where we leverage both implicit and explicit features of the worker-reward and worker-task attributes. Given a set of workers, set of tasks, participation, winner attributes, we intend to recommend tasks to workers by exploiting interactions between tasks and workers. Two models based on worker-reward based features and worker task based features are presented. The proposed approach is compared with multiple related techniques using real world dataset.","","978-1-5090-6367-3","10.1109/ICACCI.2017.8126055","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8126055","","Crowdsourcing;History;Matrix decomposition;Probabilistic logic;Recommender systems;Organizations","","20","","25","IEEE","4 Dec 2017","","","IEEE","IEEE Conferences"
"Award vs. Worker Behaviors in Competitive Crowdsourcing Tasks","Y. Yang; R. Saremi","School of Systems and Enterprises Stevens Institute of Technology, Hoboken, NJ, USA; School of Systems and Enterprises Stevens Institute of Technology, Hoboken, NJ, USA",2015 ACM/IEEE International Symposium on Empirical Software Engineering and Measurement (ESEM),"9 Nov 2015","2015","","","1","10","Context: Existing studies have shown that award settings for software crowdsourcing tasks can be accurately predictable to reflect the size and complexity of the tasks. However, as one of the most important motivating factors for on line crowdsourcing workers, it is more important for the task requesters to not only be able to estimate ""what the nominal price should be?"" for their tasks, but also to justify ""what the strategic price should be?"" in order to incentivize broader worker participation as well as higher quality of final submissions. Goal: To address the above questions, this paper reports an empirical study to develop further understanding about the relationship between tasks award and associated worker behaviors. Method: We develop a conceptual award-behavior model, formulate a set of research questions about the relationships of award and worker's behavior and performance, and conduct 4 empirical studies on 514 crowdsourcing tasks extracted from TopCoder platform. Results: Major results include: (1) in general, negative correlations between award and worker behavior metrics; (2) a decreasing tendency in making submission as the number of registrants increases; (3) a weak positive correlation of 0.19 between number of registrants and score of the winning submission; and (4) for similar tasks, the relationship of award on worker behavior follows a variety of inverted U-shape curves. Conclusions: We believe the preliminary findings are helpful for task requesters in better task planning, and hope to stimulate further discussions and research in strategic crowd coordination.","1949-3789","978-1-4673-7899-4","10.1109/ESEM.2015.7321192","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7321192","","Decision support systems;Indexes","","20","","23","IEEE","9 Nov 2015","","","IEEE","IEEE Conferences"
"Predicting result quality in Crowdsourcing using application layer monitoring","M. Hirth; S. Scheuring; T. Hoßfeld; C. Schwartz; P. Tran-Gia","Chair of Communication Networks, University of Wuerzburg, Germany; Chair of Communication Networks, University of Wuerzburg, Germany; Communication Networks, University of Wuerzburg, Germany; Chair of Communication Networks, University of Wuerzburg, Germany; Chair of Communication Networks, University of Wuerzburg, Germany",2014 IEEE Fifth International Conference on Communications and Electronics (ICCE),"7 Oct 2014","2014","","","510","515","Crowdsourcing has become a valuable tool for many business applications requiring to meet a certain quality of the results generated by the workers. Therefore, several quality assurance mechanisms have been developed which are partly deployed in commercial crowdsourcing platforms. However, these mechanisms usually impose additional work overhead for the worker, e.g. by adding test questions, or increase the costs for the employer, e.g. by replicating the task for majority decisions. In this work, we analyze the applicability of implicit measurements to objectively estimate the quality of the workers' results. First efforts in this area have already been made by investigating the impact of the task completion time. We extend this research by deploying an application layer monitoring (ALM), which enables monitoring the workers' interactions with our task interface on a much more detailed level. Based on an exemplary use case, we discuss a possible implementation and demonstrate the potential of the approach by predicting the quality of the workers' submission based on our monitoring results. This ALM provides a new way to identify low quality work as well as difficulties in fulfilling the formulated tasks in the domain of Crowdsourcing.","","978-1-4799-5051-5","10.1109/CCE.2014.6916756","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6916756","","Monitoring;Irrigation;Switches","","20","","14","IEEE","7 Oct 2014","","","IEEE","IEEE Conferences"
"Crowdsourcing under Real-Time Constraints","I. Boutsis; V. Kalogeraki","Department of Informatics, Athens University of Economics and Business, Athens, Greece; Department of Informatics, Athens University of Economics and Business, Athens, Greece",2013 IEEE 27th International Symposium on Parallel and Distributed Processing,"29 Jul 2013","2013","","","753","764","In the recent years we are experiencing the rapid growth of crowdsourcing systems, in which “human workers” are enlisted to perform tasks more effectively than computers, and get compensated for the work they provide. The common belief is that the wisdom of the “human crowd” can greatly complement many computer tasks which are assigned to machines. A significant challenge facing these systems is determining the most efficient allocation of tasks to workers to achieve successful completion of the tasks under real-time constraints. This paper presents REACT, a crowdsourcing system that seeks to address this challenge and proposes algorithms that aim to stimulate user participation and handle dynamic task assignment and execution in the crowdsourcing system. The goal is to determine the most appropriate workers to assign incoming tasks, in such a way so that the realtime demands are met and high quality results are returned. We empirically evaluate our approach and show that REACT meets the requested real-time demands, achieves good accuracy, is efficient, and improves the amount of successful tasks that meet their deadlines up to 61% compared to traditional approaches like AMT.","1530-2075","978-1-4673-6066-1","10.1109/IPDPS.2013.84","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6569859","distributed systems;crowdsourcing;real-time","Real-time systems;Bipartite graph;Heuristic algorithms;Accuracy;Servers;Computational modeling;Business","","19","","31","IEEE","29 Jul 2013","","","IEEE","IEEE Conferences"
"SCAWG: A toolbox for generating synthetic workload for spatial crowdsourcing","H. To; M. Asghari; D. Deng; C. Shahabi",University of Southern California; University of Southern California; University of Southern California; University of Southern California,2016 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops),"21 Apr 2016","2016","","","1","6","With the popularity of mobile devices, Spatial Crowdsourcing (SC) is emerging as a new framework that enables human workers to perform tasks in the physical world. With spatial crowdsourcing, the goal is to outsource a set of spatiotemporal tasks (i.e., tasks with time and location) to a set of workers, which requires the workers to be physically present at the location of the tasks in order to perform them. Research efforts have focused on different aspects of SC, such as task assignment, task scheduling and protecting workers' privacy. However, one of the biggest challenges for the research community is the absence of public real-world datasets from SC applications such as Uber, TaskRabbit, etc. Therefore, we propose a synthetic workload generator for the SC applications, namely SCAWG1, to produce common datasets for experimentation, thus leading to reproducible research. SCAWG facilitates and standardizes workload generation in SC research. Specifically, SCAWG considers realistic spatiotemporal properties and behaviors for both workers and tasks. In addition, to further emulate the real-world workloads, it considers various application-specific constraints and properties of workers and tasks as well as their temporal arrival patterns. SCAWG is very flexible and thus can be customized for different spatial crowdsourcing and crowdsensing applications via a set of user-defined parameters and distributions. We developed an open-source toolbox2 to demonstrate the feasibility and applicability of SCAWG. The toolbox is designed to be generic and extensible, which would expedite experimental studies.","","978-1-5090-1941-0","10.1109/PERCOMW.2016.7457121","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7457121","Spatial Crowdsourcing;Mobile Crowdsensing;Datasets;User Mobility","Generators;Crowdsourcing;Graphical models;Distribution functions;Mobile handsets;Spatiotemporal phenomena;Sensors","","18","","22","IEEE","21 Apr 2016","","","IEEE","IEEE Conferences"
"MELODY: A Long-Term Dynamic Quality-Aware Incentive Mechanism for Crowdsourcing","H. Wang; S. Guo; J. Cao; M. Guo","Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computing, The Hong Kong Polytechnic University, Hong Kong; Department of Computing, The Hong Kong Polytechnic University, Hong Kong; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China",2017 IEEE 37th International Conference on Distributed Computing Systems (ICDCS),"17 Jul 2017","2017","","","933","943","Crowdsourcing allows requesters to allocate tasks to a group of workers on the Internet to make use of their collective intelligence. Quality control is a key design objective in incentive mechanisms for crowdsourcing as requesters aim at obtaining answers of high quality under a given budget. However, when measuring workers' long-term quality, existing mechanisms either fail to utilize workers' historical information, or treat workers' quality as stable and ignore its temporal characteristics, hence performing poorly in a long run. In this paper we propose MELODY, a long-term dynamic quality-aware incentive mechanism for crowdsourcing. MELODY models interaction between requesters and workers as reverse auctions that run continuously. In each run of MELODY, we design a truthful, individual rational, budget feasible and quality-aware algorithm for task allocation with polynomial-time computation complexity and O(1) performance ratio. Moreover, taking into consideration the long-term characteristics of workers' quality, we propose a novel framework in MELODY for quality inference and parameters learning based on Linear Dynamical Systems at the end of each run, which takes full advantage of workers' historical information and predicts their quality accurately. Through extensive simulations, we demonstrate that MELODY outperforms existing work in terms of both quality estimation (reducing estimation error by 17.6% ~ 24.2%) and social performance (increasing requester's utility by 18.2% ~ 46.6%) in long-term scenarios.","1063-6927","978-1-5386-1792-2","10.1109/ICDCS.2017.28","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7980035","","Crowdsourcing;Resource management;Heuristic algorithms;Inference algorithms;Quality control;Estimation;Mechanical factors","","16","","31","IEEE","17 Jul 2017","","","IEEE","IEEE Conferences"
