"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Intelligent Crowd-Sourced 5G Heat-map with Event-driven Architecture","L. Bandara; H. Rathnasinghe; E. Kavinda; C. De. Seram; M. M. D. J. T. Hansika","Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka; Faculty of Computing, Sri Lanka Institute of Information Technology, Malabe, Sri Lanka","2021 IEEE 12th Annual Information Technology, Electronics and Mobile Communication Conference (IEMCON)","6 Dec 2021","2021","","","0982","0987","5G networks are expected to revolutionize the mobile network and IoT industries. Increased data transfer speeds, reduced latency, and extended bandwidths enable the true power of 5G networks. To support increased bandwidths cellular industry looked to high-frequency bands with high data rates in the spectrum above 24 GHz which are typically called “millimeter waves”. The introduction of millimeter waves reduces the coverage radius drastically due to high penetration losses and the blocking nature of this wave spectrum. The reduced coverage radius causes higher infrastructure costs for the network providers. This research will focus on a crowdsourcing mechanism where network data is collected through a mobile application and use this data to generate a real-time network coverage map. In addition, collected data will be used to predict future network quality demands and locations for cell towers with the help of machine learning technologies. The outcome of this research will be beneficial to network providers to reduce infrastructure costs by optimally laying infrastructures.","2644-3163","978-1-6654-0066-4","10.1109/IEMCON53756.2021.9623247","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9623247","5G;Infrastructure;heat map;millimeter waves","Industries;Costs;5G mobile communication;Millimeter wave technology;Poles and towers;Computer architecture;Bandwidth","","1","","25","IEEE","6 Dec 2021","","","IEEE","IEEE Conferences"
"Designing Incentives for Crowdsourced Tasks via Multi-armed Bandits","A. Itoh; S. Matsubara","Department of Social Informatics, Kyoto University, Kyoto, Japan; Department of Social Informatics, Kyoto University, Kyoto, Japan",2016 IEEE International Conference on Agents (ICA),"16 Jan 2017","2016","","","70","73","We have examined to apply the multi-armed bandit (MAB) techniques to the incentive design problem in crowdsourcing. So far, researchers studied the effects of various incentives including financial and social ones. The effect of these incentives, however, may differ in different tasks and/or at a different time, which makes difficult to find an appropriate incentive out of the whole design space of incentives is difficult. To overcome this difficulty, we take a data-driven approach instead of trying to find a universally effective incentive. More specifically, we apply MAB algorithms to the incentive design problem. MAB problems are a theoretical model of exploration-exploitation tradeoffs in reinforcement learning. We evaluated the effects of the nine incentives by using the task of word search puzzles published on Amazon Mechanical Turk. Based on the obtained data, we further evaluated the performance of typical MAB algorithms by simulation. The results show that applying the MAB algorithms are effective to obtain the appropriate incentive design.","","978-1-5090-3931-9","10.1109/ICA.2016.024","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7812969","","Crowdsourcing;Algorithm design and analysis;Conferences;Informatics;Electronic mail;Learning (artificial intelligence);Data models","","1","","3","IEEE","16 Jan 2017","","","IEEE","IEEE Conferences"
"Thingsourcing to Enable IoT Collaboration","Z. Maamar; K. Boukadi; B. Koné; M. Asim; D. Benslimane; S. Elnaffar","Zayed University, Dubai, UAE; University of Sfax, Sfax, Tunisia; University of Sfax, Sfax, Tunisia; FAST-NUCES, Islamabad, Pakistan; Université Lyon 1, Lyon, France; American University in the Emirates, Dubai, UAE",2020 IEEE 29th International Conference on Enabling Technologies: Infrastructure for Collaborative Enterprises (WETICE),"1 Feb 2021","2020","","","147","152","This paper presents thingsourcing to enable thing collaboration in the context of IoT. Compared to crowdsourcing that refers to a crowd of persons, there is limited research in thingsourcing which deprives things from participating in complex business applications. In this paper, thingsourcing is associated with a platform that acts as an IoT marketplace where things sign-up and sign-off looking for opportunities to complete users’ demands. The platform also has a set of mechanisms that allow to describe, search for, and “glue” things together. For demonstration purposes a car service center is used illustrating how things like service bays and vehicles collaborate in compliance with scripts defined in ComPOS (Composition language for Palcom Oblivious Services).","2641-8169","978-1-7281-6975-0","10.1109/WETICE49692.2020.00037","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9338556","ComPOS;Crowdsourcing;IoT;Thingsourcing","Crowdsourcing;Conferences;Collaboration;Complexity theory;Automobiles;Research and development;Business","","1","","17","IEEE","1 Feb 2021","","","IEEE","IEEE Conferences"
"A crowdsourced SkyMap","B. Koşucu; B. Arnrich; C. Ersoy","Bilgisayar Mühendisliği Bölümü, Boğaziçi Üniversitesi; Bilgisayar Mühendisliği Bölümü, Boğaziçi Üniversitesi; Bilgisayar Mühendisliği Bölümü, Boğaziçi Üniversitesi",2014 22nd Signal Processing and Communications Applications Conference (SIU),"12 Jun 2014","2014","","","1283","1286","Weather reports are an integral part of almost any modern newscast service. Concise weather reports, which are often found in mobile applications, consist of logos for indicating sunshine, cloudiness, fog or rain. The weather information is usually obtained from professional weather stations. SkyMap aims to create mobile weather reports based on crowd sourcing of images that contain regions of the sky. The main motivation behind is that observing the sky gives us an intuitive understanding about the weather situation. SkyMap intends to enable sky observations from everywhere. The main working principle is to gather geo-tagged photos taken from mobile/smartphones with the help of crowdsourcing and to present the relevant sky regions on a map. We have developed mobile phone clients for Android and iOS and a server infrastructure that manages the crowd sourcing. We present the overall system design and we show the results of several feasibility studies.","2165-0608","978-1-4799-4874-1","10.1109/SIU.2014.6830471","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6830471","crowdsourcing;weather status reporting;mobile sensing","Meteorology;Smart phones;Signal processing;Conferences;Mobile communication;Google;Sensors","","1","","12","IEEE","12 Jun 2014","","","IEEE","IEEE Conferences"
"Speech recognition of under-resourced languages using mismatched transcriptions","V. H. Do; N. F. Chen; B. P. Lim; M. Hasegawa-Johnson","Advanced Digital Sciences Center, Singapore; A*STAR, Institute for Infocomm Research, Singapore; A*STAR, Institute for Infocomm Research, Singapore; University of Illinois, Urbana-Champaign, USA",2016 International Conference on Asian Language Processing (IALP),"13 Mar 2017","2016","","","112","115","Mismatched crowdsourcing is a technique to derive speech transcriptions using crowd-workers unfamiliar with the language being spoken. This technique is especially useful for under-resourced languages since it is hard to hire native transcribers. In this paper, we demonstrate that using mismatched transcription for adaptation improves performance of speech recognition under limited matched training data conditions. In addition, we show that using data augmentation improves not only performance of monolingual system but also makes mismatched transcription adaptation more effective.","","978-1-5090-0922-0","10.1109/IALP.2016.7875947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7875947","speech recognition;mismatched transcription;model adaptation;under-resourced language;data augmentation","Adaptation models;Training data;Data models;Acoustics;Speech recognition;Training;Speech","","1","","23","IEEE","13 Mar 2017","","","IEEE","IEEE Conferences"
"A Microtask Approach to Identifying Incomprehension for Facilitating Peer Learning","H. Izumi; M. Matsubara; C. Watanabe; A. Morishima","Collage of Media Art, Science and Technology, University of Tsukuba, Japan; Faculty of Library, Information and Media Science, University of Tsukuba, Japan; Tsukuba Univesity of Technology, Faculty of Industrial Technology, Japan; Faculty of Library, Information and Media Science, University of Tsukuba, Japan",2019 IEEE International Conference on Big Data (Big Data),"24 Feb 2020","2019","","","4624","4627","Peer learning is a known effective method of education, which involves people teaching each other. Usually, peer learning requires dedicated facilitators, but it is not always possible to have them in some situations such as in classes with a large number of students and in crowdsourcing settings. This paper addresses the question whether there is a way through which people can teach each other without dedicated facilitators. A key issue is to allow people to identify their own incomprehension. We applied a microtask approach to the problem and verified that the developed workflow was effective. The result of our preliminary experiment suggests that the approach is effective for identifying students' incomprehension. We also show that the identified incomprehensible parts allow people to teach each other.","","978-1-7281-0858-2","10.1109/BigData47090.2019.9005446","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9005446","peer learning;microtask;crowdsourcing","Crowdsourcing;Task analysis;Education;Learning systems;Media;Big Data;Libraries","","1","","10","IEEE","24 Feb 2020","","","IEEE","IEEE Conferences"
"Crowdsourced Annotations as an Additional Form of Data Augmentation for CAD Development","P. A. Kandala; J. Sivaswamy","International Institute of Information Technology, Bangalore, Karnataka, IN; Center for Visual Information Technology, International Institute of Information Technology (IIIT), Hyderabad, India",2017 4th IAPR Asian Conference on Pattern Recognition (ACPR),"16 Dec 2018","2017","","","753","758","Annotations are critical for machine learning and developing Computer Aided Detection (CAD) algorithms. However, a majority of medical data is either unlabeled or annotated only at the image-level. This poses a problem specifically for employing deep learning based approaches for CAD development as they require large amounts of annotated data for training. Data augmentation is a popular solution to address this need. We explore crowdsourcing as a solution for training a deep neural network (DNN) for lesion detection. Our solution employs a strategy to overcome the noisy nature of crowdsourced annotations by i) assigning a reliability factor for each subject of the crowd based on their performance (at global and local levels) and experience and ii) requiring region of interest (ROI) markings rather than pixel-level markings from the crowd. We present a solution for training the DNN with data drawn from a heterogeneous mixture of annotations, namely, very limited number of pixel-level markings by experts and crowdsourced ROI markings. Experimental results obtained for hard exudate detection from color fundus images show that training with processed/refined crowdsourced data is effective as detection performance improves by 25% over training with just expert-markings and by 11% over training with annotation derived using majority voting among the crowd.","2327-0985","978-1-5386-3354-0","10.1109/ACPR.2017.6","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8575917","Crowdsourcing;Reliability Factor;Deep Neural Net","Training;Radio frequency;Solid modeling;Reliability;Crowdsourcing;Information technology;Biomedical imaging","","1","","17","IEEE","16 Dec 2018","","","IEEE","IEEE Conferences"
"(POSTER) A Holistic IoT-Enabled Approach for Indoor Air Quality Control","F. Kalioras; G. Filios; S. Karatzas; S. Nikoletseas","Department of Computer Engineering and Informatics, University of Patras, Greece; Department of Computer Engineering and Informatics, University of Patras, Computer Technology Institute and Press “Diophantus”, Greece; Department of Civil Engineering, University of Patras, Greece; Department of Computer Engineering and Informatics, University of Patras, Computer Technology Institute and Press “Diophantus”, Greece",2023 19th International Conference on Distributed Computing in Smart Systems and the Internet of Things (DCOSS-IoT),"27 Sep 2023","2023","","","74","76","Indoor air quality (IAQ) is an important yet often overlooked aspect of public health, with poor IAQ contributing to a significant number of diverse health problems worldwide. Existing air quality standards have failed to fully address the problem, however emerging technologies in the field of IoT have demonstrated promise in effectively addressing this issue. This concept paper advocates a hybrid hierarchy system for IAQ monitoring that incorporates both offline and online connectivity. The system utilizes sensing elements that can perform a wide range of functions, including autocalibration, pollution event detection, and more, autonomously from the network. By combining a gateway device, the system's capabilities are enhanced, providing increased data granularity, additional calibration and sensing options as well as connection with Building Management Systems (BMS). Furthermore, by connecting the gateway to the cloud, the system can perform more advanced data analysis and machine learning, providing users with insights into not only air quality but also general environmental quality. Key features of the envisioned system include the integration of subjective perception of pollution via crowdsourcing, a TinyML technology at the edge, digital twins, and an optimised redundancy of sensors that can alleviate poor accuracy and drift as well as capture the spatial dispersion of pollution.","2325-2944","979-8-3503-4649-7","10.1109/DCOSS-IoT58021.2023.00021","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10257195","Indoor Air Quality;IoT;AI;TinyML;Crowd-sourcing;Digital Twins","Performance evaluation;Crowdsourcing;Pollution;Sensor phenomena and characterization;Logic gates;Sensor systems;Digital twins","","1","","10","IEEE","27 Sep 2023","","","IEEE","IEEE Conferences"
"Enhancing local economic development using collective intelligence","E. Kajan; A. Avdić; U. Marovac; A. Ljajić; G. Śimić; J. Stanković","State University of Novi Pazar, Novi Pazar, Serbia; State University of Novi Pazar, Novi Pazar, Serbia; State University of Novi Pazar, Novi Pazar, Serbia; State University of Novi Pazar, Novi Pazar, Serbia; State University of Novi Pazar, Novi Pazar, Serbia; State University of Novi Pazar, Novi Pazar, Serbia",2015 23rd Telecommunications Forum Telfor (TELFOR),"11 Jan 2016","2015","","","882","885","This paper focus on collecting opinions and suggestions by entrepreneurs in order to enhance local economic development. Questions are expressed in the form of crowdsourcing pool, and answers are clustered by similarity. The frequency of similar answers obtained by the same or similar questions may point to obstacles for economic development that local government institutions should solve.","","978-1-5090-0055-5","10.1109/TELFOR.2015.7377606","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7377606","clustering;collective intelligence;crowdsourcing;economic development;text similarity","","","1","","20","IEEE","11 Jan 2016","","","IEEE","IEEE Conferences"
"Object Counting on Low Quality Images: A Case Study of Near Real-Time Traffic Monitoring","J. -F. Rajotte; M. Sotir; C. Noiseux; L. -P. Noel; T. Bertiere","Computer Research Institute of Montréal, Montréal, Canada; Computer Research Institute of Montréal, Montréal, Canada; Computer Research Institute of Montréal, Montréal, Canada; Computer Research Institute of Montréal, Montréal, Canada; Institut National des Sciences Appliquées, Toulouse, France",2018 17th IEEE International Conference on Machine Learning and Applications (ICMLA),"17 Jan 2019","2018","","","1200","1204","The installation and management of traffic monitoring devices can be costly from both a financial and human resource point of view. It is therefore important to take advantage of available infrastructures to maximize the information extraction for each technology. Here we show how low-quality urban road traffic images from cameras, already installed in many cities such as Montreal, Vancouver and Toronto can be used as a non-intrusive traffic monitoring. To this end, we use a pre-trained object detection neural network to count vehicles within images. We then compare the results with human annotations gathered through crowdsourcing campaigns. We use this comparison to assess performance and calibrate the neural network annotations. The performance of our system allows us to consider applications which can monitor the traffic conditions in near real-time, making the counting usable for traffic-related services. Furthermore, the resulting annotations pave the way for building a historical vehicle counting dataset to be used for analysing the impact of road traffic on many city-related issues such as urban planning, security, and pollution.","","978-1-5386-6805-4","10.1109/ICMLA.2018.00194","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8614219","smart cities, traffic, object detection, regression, time series, monitoring, transport","Cameras;Manuals;Monitoring;Calibration;Urban areas;Object detection","","1","","8","IEEE","17 Jan 2019","","","IEEE","IEEE Conferences"
