"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"An agent-based approach for crowdsourcing software design","H. Li; L. -Y. Hao; X. Ge; J. Gao; S. Guo","Information Science and Technology College, Dalian Maritime University, Dalian; Information Science and Technology College, Dalian Maritime University, Dalian; Information Science and Technology College, Dalian Maritime University, Dalian; Information Science and Technology College, Dalian Maritime University, Dalian; Information Science and Technology College, Dalian Maritime University, Dalian",2016 Chinese Control and Decision Conference (CCDC),"8 Aug 2016","2016","","","4497","4501","In recent years, crowdsourcing is increasingly applied in software engineering. The practices of software crowdsourcing push us to investigate the reason of its success, and then provide effective methods to meet the rapidly growing requirement. In this paper, we present an agent-base model for describing the software crowdsourcing design. Particularly, the individuals participate in software crowdsourcing, who play different roles, such as requesters, online workers, organizers, are abstracted as agents. Based on that, an agent-based crowdsourcing software design approach is therefore presented in the following. Two case studies are carried out and the validity of this approach is then verified.","1948-9447","978-1-4673-9714-8","10.1109/CCDC.2016.7531795","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7531795","Crowdsourcing;agent-based;software design","Crowdsourcing;Software design;Proposals;Software engineering;Industries;Collaboration","","2","","11","IEEE","8 Aug 2016","","","IEEE","IEEE Conferences"
"Pricing Models for Crowdsourcing Tasks Based on Geographic Information","Y. Niu; Y. Zhang; M. Song","School of Highway, Chang’an University; School of Highway, Chang’an University; School of Highway, Chang’an University",2018 IEEE/ACIS 17th International Conference on Computer and Information Science (ICIS),"20 Sep 2018","2018","","","794","797","With the popularity of smart phones and mobile Internet services, crowdsourcing has become a popular business model by which the tasks are published at some crowdsourcing platforms, while the registered members can download the tasks and earn money after finishing the tasks in a distributive manner. This kind of self-service labor crowdsourcing platforms based on mobile Internet provides enterprises with various business inspections and information collection services. During the entire process, how to determine the prices for different tasks is one of key issues of crowdsourcing business. In this paper, we propose three pricing models for crowdsourcing based on geographical information, and then take the Chinese MCM problem B of 2017 as a case study, to give an evaluation on the reasonability and the effectiveness of the proposed pricing models for crowdsourced photography.","","978-1-5386-5892-5","10.1109/ICIS.2018.8466433","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8466433","crowdsourced mode;pricing model;Geographic Information;Logistics","","","2","","12","IEEE","20 Sep 2018","","","IEEE","IEEE Conferences"
"Task Decomposition and Restructuring Method for Collaborative Design of Crowdsourcing Platform","C. Yin; Y. Li; X. Liao","State Key Laboratory of Mechanical Transmission, Chongqing University, Chongqing, China; State Key Laboratory of Mechanical Transmission, Chongqing University, Chongqing, China; State Key Laboratory of Mechanical Transmission, Chongqing University, Chongqing, China",2021 IEEE 4th International Conference on Nanoscience and Technology (ICNST),"10 Aug 2021","2021","","","40","45","In the crowdsourcing design environment, the crowdsourcing design tasks published by the demand subject need to be decomposed into subtasks with appropriate granularity, so that the crowdsourcing platform can match the design tasks and design resource subjects accurately. In order to solve the problem of low efficiency of bilateral matching between subtasks and design resource subjects in complex design tasks in crowdsourcing plat-form, this paper proposes a design task decomposition and restructuring method based on design structure matrix and genetic algorithm. Firstly, based on the decomposition requirement of the crowd-sourced design task, de-composing the requirement task of the demand subject into several subtasks, and carrying out a design structure matrix modeling among the subtasks. On this basis, re-structuring each subtask based on genetic algorithm. Finally, verifying the effectiveness of the proposed method by a case that decomposing and restructuring of a design task of automobile appearance crowdsourcing.","","978-1-6654-0322-1","10.1109/ICNST52433.2021.9509326","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9509326","component;crowdsourcing;collaborative design;task decomposition;restructuring","Crowdsourcing;Design methodology;Conferences;Collaboration;Matrix decomposition;Automobiles;Task analysis","","1","","12","IEEE","10 Aug 2021","","","IEEE","IEEE Conferences"
"Provenance-driven Representation of Crowdsourcing Data for Efficient Data Analysis","C. Martinez-Ortiz; L. Aroyo; O. Inel; S. Champilomatis; A. Dumitrache; B. Timmermans","Netherlands eScience Center; Department of Computer Science, VU University Amsterdam; Department of Computer Science, VU University Amsterdam; Department of Computer Science, VU University Amsterdam; Department of Computer Science, VU University Amsterdam; Department of Computer Science, VU University Amsterdam",2015 IEEE 11th International Conference on e-Science,"26 Oct 2015","2015","","","300","303","Crowdsourcing has proved to be a feasible way of harnessing human computation for solving complex problems. However, crowdsourcing frequently faces various challenges: data handling, task reusability, and platform selection. Domain scientists rely on eScientists to find solutions for these challenges. CrowdTruth is a framework that builds on existing crowdsourcing platforms and provides an enhanced way to manage crowdsourcing tasks across platforms, offering solutions to commonly faced challenges. Provenance modeling proves means for documenting and examining scientific workflows. CrowdTruth keeps a provenance trace of the data flow through the framework, thus allowing to trace how data was transformed and by whom to reach its final state. In this way, eScientists have a tool to determine the impact that crowdsourcing has on enhancing their data.","","978-1-4673-9325-6","10.1109/eScience.2015.63","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7304311","Crowdsourcing;provenance","Crowdsourcing;Media;Data visualization;Conferences;Data models;Visualization;Computational modeling","","1","","23","IEEE","26 Oct 2015","","","IEEE","IEEE Conferences"
"Promoting Higher Revenues for Both Crowdsourcer and Crowds in Crowdsourcing via Contest","S. Xu; L. Liu; L. Cui; Q. Li; Z. Yan","Shandong University, Jinan, China; Shandong University, Jinan, China; Shandong University, Jinan, China; Shandong University, Jinan, China; Shandong University, Jinan, China",2019 IEEE International Conference on Web Services (ICWS),"29 Aug 2019","2019","","","403","407","Crowdsourcing emerges as a promising means of solution generation, which creates tremendous value by leveraging the intelligence of crowds in the web services. With the rise of the business of crowdsourcing services, both crowdsourcers and workers expect to gain better Quality of Experience, as well as more profits. But there is a contradiction between the incentives of the crowdsourcer and the quality of result of the crowds. In order to balance this conflict, the paper develops a profit optimization model for all parties in crowdsourcing by employing Tullock Contests. The model consists of two parts. Firstly, optimized incentives are provided by crowdsourcer to encourage workers to achieve a better quality of result. Secondly, an optimal fee schedule is provided as guidance to workers. The visualization of the equilibria of benefits is helpful to reach a win-win situation for crowdsourcer and crowds, which in turn impacts the development of crowdsourcing services. In addition, we simulate the acquisition of Nash-equilibrium as a repeated crowdsourcing task. The effectiveness of our model is testified by the experimental results.","","978-1-7281-2717-0","10.1109/ICWS.2019.00072","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8818428","Crowdsourcing;Incentive;Profits Optimization;Contests","Crowdsourcing;Task analysis;Games;Nash equilibrium;Optimization;Heuristic algorithms;Web services","","1","","29","IEEE","29 Aug 2019","","","IEEE","IEEE Conferences"
"Cheap, Fast, and Good Enough for the Non-biomedical Domain but is It Usable for Clinical Natural Language Processing? Evaluating Crowdsourcing for Clinical Trial Announcement Named Entity Annotations","H. Zhai; T. Lingren; L. Deleger; Q. Li; M. Kaiser; L. Stoutenborough; I. Solti","Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA; Division of Biomedical Informatics, Cincinnati Childrens Hospital Medical Center, Cincinnati, OH, USA","2012 IEEE Second International Conference on Healthcare Informatics, Imaging and Systems Biology","3 Dec 2012","2012","","","106","106","Building upon previous work from the general crowdsourcing research, this study investigates the usability of crowdsourcing in the clinical NLP domain for annotating medical named entities and entity linkages in a clinical trial announcement (CTA) corpus. The results indicate that crowdsourcing is a feasible, inexpensive, fast, and practical approach to annotate clinical text (without PHI) on large scale for medical named entities. The crowdsourcing program code was released publicly.","","978-0-7695-4921-7","10.1109/HISB.2012.31","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6366196","","Natural language processing;Biomedical imaging;Clinical trials;Joining processes;Pediatrics;Hospitals;Usability","","1","","1","IEEE","3 Dec 2012","","","IEEE","IEEE Conferences"
"What are key components when creating an innovative Crowdsourcing business model","Y. Liu; Y. Xu; S. Qin","College of Engineering, Design and Physical Sciences, Brunel University, London, UK; College of Engineering, Design and Physical Sciences, Brunel University, London, UK; School of Design, Northumbria University, Newcastle upon Tyne, UK",2018 24th International Conference on Automation and Computing (ICAC),"1 Jul 2019","2018","","","1","4","Crowdsourcing, as a new business model, can effectively reduce the cost of enterprises, stimulate public participation's passion and enable enterprises to obtain multi-channel innovation. From the point of view of business model, Crowdsourcing can effectively improve the enterprise's overall value proposition, value creation, value transfer and value network construction. Although nowadays Crowdsourcing is widely applied across industries, it is still imperfect in implementing at a practical level, especially when adapt it to fit for different industries. This paper focuses on (1) the identification of key components in an innovative business model, and (2) discussion on how to create an innovative Crowdsourcing business model, which forms a framework for developing Crowdsourcing business models at different levels of detail such as types of industries, types of platforms and types of tasks.","","978-1-86220-341-9","10.23919/IConAC.2018.8748971","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8748971","Crowdsourcing;business model;value creation;value capture;value proposition;value transfer;value network","Crowdsourcing;Technological innovation;Adaptation models;Industries;Task analysis","","1","","21","","1 Jul 2019","","","IEEE","IEEE Conferences"
"A Self-play and Sentiment-Emphasized Comment Integration Framework Based on Deep Q-Learning in a Crowdsourcing Scenario : Extended Abstract","H. Rong; V. S. Sheng; T. Ma; Y. Zhou; M. Al-Rodhaan","School of Artificial Intelligence, Nanjing University of Information Science & Technology, Nanjing, China; Department of Computer Science, Texas Tech University, Lubbock, USA; School of Computer & Software, Nanjing University of Information Science & Technology, Nanjing, China; Department of Computer Science & Software Engineering, Auburn University, Auburn, USA; College of Computer & Information Sciences, King Saud University, Riyadh, Kingdom of Saudi Arabia",2023 IEEE 39th International Conference on Data Engineering (ICDE),"26 Jul 2023","2023","","","3847","3848","Crowdsourcing is a sourcing model where individuals or organizations obtain goods and services from a large, relatively open and often rapidly evolving group of internet users. The most common way that crowdsourcing can facilitate machine learning is to annotate instances with labels [1] . However, the same instance may have inconsistent class labels, in the eyes of various annotators. Therefore, current efforts in crowdsourcing mainly focus on the truth inference or label integration, to remove inconsistent labels or to alleviate biased labeling. In turn, instances with the integrated labels could facilitate the training on machine learning models. The future direction of crowdsourcing is to apply more fine-grained truth inference methods to different application domains [2] . Consequently, we evolve toward another challenging problem of comment integration. That is, how can we integrate or summarize the core opinions of multiple product comments obtained from users, rather than the discrete labels.","2375-026X","979-8-3503-2227-9","10.1109/ICDE55515.2023.00350","China Scholarship Council; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10184858","","Crowdsourcing;Training;Q-learning;Machine learning;Organizations;Data engineering;Labeling","","","","2","IEEE","26 Jul 2023","","","IEEE","IEEE Conferences"
"Managing Scores of Crowdsourcing Workers Using Blockchain","K. Konomi; N. Kamiyama","Graduate School of Engineering, Fukuoka University, Fukuoka, Japan; College of Information Science and Engineering, Ritsumeikan University, Shiga, Japan","2022 IEEE 33rd Annual International Symposium on Personal, Indoor and Mobile Radio Communications (PIMRC)","20 Dec 2022","2022","","","635","640","In recent years, crowdsourcing, in which various workers provide computing and human resources for requested jobs through networks, has attracted wide attention as an efficient matching system between service users and workers. In crowdsourcing, a service provider needs to evaluate each worker on the basis of their contribution in order to fairly reward workers, so the provider is required to manage the private data of workers, e.g., trajectories and behaviors of workers. However, in crowdsourcing, a single service provider manages all the private data of workers, so there is a possibility that this data might be leaked or manipulated when the provider is attacked by malicious users. Moreover, employees of a service provider might abuse the private data of workers. To solve these problems, we propose managing the private data of workers by using the blockchain for crowdsourcing. In particular, we focus on a type of crowdsourcing in which workers have a direct contract with the service provider providing a service to users, e.g., Uber Eats. Moreover, we also propose a method for evaluating worker scores that uses an entropy weight to weight each evaluation criterion of workers on the basis of the distribution of each criterion. Through a computer simulation using data of cycling conditions obtained by the motion sensor of smartphones attached to bicycles, we evaluate the effectiveness of the proposed system when applied to worker evaluation for a food delivery service, e.g., Uber Eats.","2166-9589","978-1-6654-8053-6","10.1109/PIMRC54779.2022.9977851","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9977851","","Crowdsourcing;Computer simulation;Stability criteria;Bicycles;Throughput;Entropy;Blockchains","","","","21","IEEE","20 Dec 2022","","","IEEE","IEEE Conferences"
"Blockchain-based Privacy-preserving Crowdsourcing Scheme","C. Dong; X. Dong; J. Shen; Z. Cao","Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Shanghai Key Laboratory of Trustworthy Computing, East China Normal University, Shanghai, China; Research Center for Basic Theories of Intelligent Computing, Research Institute of Basic Theories, Zhejiang Lab, Hangzhou, China",2023 9th International Conference on Computer and Communications (ICCC),"30 Apr 2024","2023","","","2340","2344","This paper presents a blockchain-based decentralized crowdsourcing framework that addresses challenges in traditional crowdsourcing systems, such as user identity, privacy, centralized servers, and service fees. The framework ensures anonymity, transparency, and fairness in crowdsourcing services by leveraging blockchain technology. To tackle linkability issues in blockchain-based systems, the paper proposes using cryptocurrency accounts with enhanced privacy features to protect user reputation while preserving privacy. Strategies to prevent private transactions and free-riding behavior are also proposed to enhance the crowdsourcing process integrity. The contributions of this work include a secure and anonymous crowdsourcing platform design, smart contract implementation, and feasibility evaluation through experiments on a local Ethereum blockchain. The experimental results demonstrate the practicality and efficiency of the proposed solution.","2837-7109","979-8-3503-1725-1","10.1109/ICCC59590.2023.10507529","Research and Development; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10507529","Blockchain;Crowdsourcing;Smart Contract;Privacy-preserving","Crowdsourcing;Privacy;Smart contracts;Resists;Blockchains;Cryptocurrency;Servers","","","","17","IEEE","30 Apr 2024","","","IEEE","IEEE Conferences"
