"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Concatenating Road Take Me Home: Indoor Navigation Without Infrastructure Support","L. Chen; Z. Cao","College of Mathematic, Zhejiang Normal University, China; School of Software, Tsinghua University, China",2017 IEEE 23rd International Conference on Parallel and Distributed Systems (ICPADS),"31 May 2018","2017","","","41","48","Though outdoor navigation has been used for a long time, indoor navigation has not yet been put into practice. Recent works based on geomagnetic information require a user to follow the exact path of previous users, which limits its applicability. Meanwhile, the optimal navigation path may not be provided given a large number of paths with different sources and destinations. We present MeshMap, an efficient indoor navigation system by merging geomagnetic information of crowdsourcing paths. MeshMap combines geomagnetic information from multiple users' paths to construct a global navigation map. Then, MeshMap supports to find the optimal navigation path on the navigation map. Finally, MeshMap proposes a real-time tracking method to map user's position on the navigation path and provides real-time navigation hints. We implement MeshMap on Android and evaluate its performance in different environments including campus building, parking area and shopping mall. The evaluation results show the effectiveness of MeshMap.","1521-9097","978-1-5386-2129-5","10.1109/ICPADS.2017.00017","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8368346","Indoor Navigation;Smartphone;Sensory Data","Magnetometers;Legged locomotion;Indoor navigation;Real-time systems;Wireless fidelity;Magnetic separation","","","","26","IEEE","31 May 2018","","","IEEE","IEEE Conferences"
"Truth Discovery from Multi-Sourced Text Data Based on Ant Colony Optimization","C. Chang; J. Cao; G. Lv; N. Weng","Army Engineering University, Nanjing, China; The Sixty-third Research Institute, National University of Defense Technology, Nanjing, China; Army Engineering University, Nanjing, China; The Sixty-third Research Institute, National University of Defense Technology, Nanjing, China",2019 IEEE International Conference on Data Science and Advanced Analytics (DSAA),"23 Jan 2020","2019","","","164","172","In the era of information explosion, plenty of data has been generated through a variety of channels, such as social networks, crowdsourcing platforms and blogs. Conflicts and errors are constantly emerging. Truth discovery aims to find trustworthy information from conflicting data by considering source reliability. However, most traditional truth discovery approaches are designed only for structured data, and fail to meet the strong requirements to extract trustworthy information from unstructured raw text data. The major challenges of inferring reliable information on text data stem from the multifactorial property (i.e., an answer may contain multiple different key factors, which may be complex) and the diversity of word usages (i.e., different words may share similar semantic information, but the spelling of which are completely different). To solve these challenges, an ant colony optimization based text data truth discovery model is proposed. Firstly, keywords extracted from the whole answers of the specific question are grouped into a set. Then, we translate the truth discovery problem to a subset optimization problem, and the parallel ant colony optimization is utilized to find correct keywords for each question based on the hypothesis of truth discovery from the whole keywords. After that, the answers to each question can be ranked based on the similarities between keywords of user answers and identified correct keywords found by colony. The experiment results on real dataset show that even the semantic information of text data is complex, our proposed model can still find trustworthy information from complex answers compared with retrieval-based and state-of-the-art approaches.","","978-1-7281-4493-1","10.1109/DSAA.2019.00031","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8964181","truth discovery, ant colony optimization, text mining","","","","","40","IEEE","23 Jan 2020","","","IEEE","IEEE Conferences"
"Spider4SPARQL: A Complex Benchmark for Evaluating Knowledge Graph Question Answering Systems","C. Kosten; P. Cudré-Mauroux; K. Stockinger","Zurich University of Applied Sciences, Winterthur, Switzerland; University of Fribourg, Fribourg, Switzerland; Zurich University of Applied Sciences, Winterthur, Switzerland",2023 IEEE International Conference on Big Data (BigData),"22 Jan 2024","2023","","","5272","5281","With the recent spike in the number and availability of Large Language Models (LLMs), it has become increasingly important to provide large and realistic benchmarks for evaluating Knowledge Graph Question Answering (KGQA) systems. So far the majority of benchmarks rely on pattern-based SPARQL query generation approaches. The subsequent natural language (NL) question generation is conducted through crowdsourcing or other automated methods, such as rule-based paraphrasing or NL question templates. Although some of these datasets are of considerable size, their pitfall lies in their pattern-based generation approaches, which do not always generalize well to the vague and linguistically diverse questions asked by humans in real-world contexts. In this paper, we introduce Spider4SPARQL -a new SPARQL benchmark dataset featuring 9,693 previously existing manually generated NL questions and 4,721 unique, novel, and complex SPARQL queries of varying complexity. In addition to the NL/SPARQL pairs, we also provide their corresponding 166 knowledge graphs and ontologies, which cover 138 different domains. Our complex benchmark enables novel ways of evaluating the strengths and weaknesses of modern KGQA systems. We evaluate the system with state-of-the-art KGQA systems as well as LLMs, which achieve only up to 45% execution accuracy, demonstrating that Spider4SPARQL is a challenging benchmark for future research.","","979-8-3503-2445-7","10.1109/BigData59044.2023.10386182","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10386182","Benchmark for Question Answering over Knowledge Graphs;Language Models;Performance Evaluation","Measurement;Crowdsourcing;Natural languages;Knowledge graphs;Benchmark testing;Ontologies;Question answering (information retrieval)","","","","25","IEEE","22 Jan 2024","","","IEEE","IEEE Conferences"
"Whisper-Key Location Verification Method in Cognitive Radio Networks","J. Tolley; C. B. Dietrich","Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia, United States; Bradley Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, Virginia, United States","2024 International Conference on Smart Applications, Communications and Networking (SmartNets)","5 Jul 2024","2024","","","1","7","Like many systems that implement crowdsourcing, issues of trust and reliability of crowdsourced data arise. Thus, this research topic defines methods to secure and validate the location of crowdsourced nodes used for spectrum management. The research further focuses on the trust and security aspects that lead to the optimization of Cognitive Radio Networks (CRNs) using Spectrum Access Systems (SASs). The trusted and secure location data helps alleviate the complex and dynamic issues of a SAS accurately determining the presence of a Primary User (PU). The proposed application is for a Cognitive Radio Network or Spectrum Access System with a centralized core utilizing crowdsourced radios with a mix of operator-implemented nodes, stationary nodes, and mobile nodes. The combination of radio and internet-based communication methods with the validation algorithm provides a new method to identify users who report false location information. This new method is dubbed the Whisper-Key Location Verification method.","2837-4940","979-8-3503-8532-8","10.1109/SmartNets61466.2024.10577708","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10577708","Spectrum Sharing;Radar;Wireless Communications","Crowdsourcing;Mobile nodes;Cognitive radio;Security;Reliability;Object recognition;Synthetic aperture sonar","","","","8","IEEE","5 Jul 2024","","","IEEE","IEEE Conferences"
"Extrapolating significance of text-based autonomous vehicle scenarios to multimedia scenarios and implications for user-centered design","K. Porter Robinson; L. Robert; R. Eglash","School of Information, University of Michigan, Ann Arbor, MI, USA; School of Information, University of Michigan, Ann Arbor, MI, USA; School of Information, University of Michigan, Ann Arbor, MI, USA",2021 30th IEEE International Conference on Robot & Human Interactive Communication (RO-MAN),"23 Aug 2021","2021","","","1159","1164","Extrapolation from low-fidelity design iterations is especially critical in HRI. An initial proposal for low-fidelity to higher fidelity extrapolation is developed using insights from cognitive multimedia learning theory to account for the effects of prototype medium and three types of cognitive demands. Inspired by Donald Norman and others, our proposal leverages tightly controlled and multi-authored scenarios through crowdsourcing to create additional potential evidence as a kind of experimental “stress test.” We motivate our proposal by investigating the intersection of emotion and human control, which is understudied outside of autonomous vehicles (AV) and HRI research. Evidence for positively moderated emotional effects in text-based AV scenarios as well as tentative evidence for our extrapolation proposal are identified.","1944-9437","978-1-6654-0492-1","10.1109/RO-MAN50785.2021.9515372","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9515372","","Crowdsourcing;Extrapolation;User centered design;Prototypes;Emotional responses;Proposals;Autonomous vehicles","","","","40","IEEE","23 Aug 2021","","","IEEE","IEEE Conferences"
"CHS-Scheduler: A Hybrid Scheduler for QoS Task Scheduling in Cloud Human Service Scenarios","R. Zhang; Z. Zhu","School of Software Engineering, University of Science and Technology of China, Suzhou, China; Suzhou Institute for Advanced Research, University of Science and Technology of China, Suzhou, China",2022 7th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),"26 May 2022","2022","","","38","47","With the rapid advancement of crowdsourcing and services technology, human service ecosystem is evolving rapidly and scenarios within it are diversifying. Represented by consulting service platforms on the cloud, task scheduling in such cloud human service scenarios has more key features than traditional QoS cloud scheduling scenarios, such as dynamic human processing capability and statistical property in task flows. Rule based scheduling heuristics usually produces poor scheduling results in multi-target scenarios and have limited adaptability as using local scheduling information. Scheduling algorithms based on meta-heuristics is time-consuming and tend to fall into local optima prematurely when facing large-scale task flows. More importantly, these scheduling methods pay little attention to optimizing those key features mentioned above. Thus, an efficient task scheduling approach is urgently needed as a key to future computing systems for these scenarios. In this paper, we propose CHS-Scheduler, a hybrid scheduler for QoS task scheduling in cloud human service scenarios. Firstly, a scheduling model focusing on statistical property in task flows and dynamic human processing capability is constructed. Secondly, a two-stage scheduling methodology is given. Stage one is a task scheduling algorithm based on static & dynamic hybrid dimensionality reduction mechanism. Stage two is a solution domain mapping mechanism based on incremental learning. Experiments show that CHS-Scheduler exhibits state-of-the-art performance in both batch scheduling and online scheduling.","","978-1-6654-8711-5","10.1109/ICCCBDA55098.2022.9778292","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9778292","task scheduling;cloud human service scenarios;human as a service;incremental learning","Dimensionality reduction;Crowdsourcing;Cloud computing;Scheduling algorithms;Heuristic algorithms;Ecosystems;Focusing","","","","28","IEEE","26 May 2022","","","IEEE","IEEE Conferences"
"Foreword from general chair: “Technical knowledge sharing in signal processing with a historic backdrop”","R. Logeswaran",IEEE ICSIPA 2013,2013 IEEE International Conference on Signal and Image Processing Applications,"9 Jan 2014","2013","","","2","2","Selamat Datang (Welcome!) to the 2013 IEEE International Conference on Signal and Image Processing Applications or more fondly known as IEEE ICSIPA 2013. As the 3rd in the series, this flagship conference of the IEEE Signal Processing Society (Malaysia) (awarded Best Signal Processing Chapter 2011) has a good reputation for quality and a forum for valuable exchange of knowledge. It gains participation of esteemed researchers from both the local and international arena. This year, 169 papers were submitted by authors from various countries, with the majority being international authors. Of these, about 48% the papers were accepted and are to be presented at the conference.","","978-1-4799-0269-9","10.1109/ICSIPA.2013.6707959","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6707959","","","","","","","IEEE","9 Jan 2014","","","IEEE","IEEE Conferences"
"Using crowdsourcing for data analytics","H. Garcia-Molina","Stanford University, Stanford, CA, US",2013 IEEE International Conference on Big Data,"23 Dec 2013","2013","","","4","4","It may sound contradictory to use humans to analyze big data, since humans cannot process huge amounts of data, may be error prone and are relatively slow. However, humans can do certain tasks much better than machines, e.g., tasks that involve image analysis or natural language. In this talk I will discuss how humans can be judiciously used to improve data analytics by cleansing, clustering and filtering critical data. I will also briefly describe ongoing work at our Stanford InfoLab in this area.","","978-1-4799-1293-3","10.1109/BigData.2013.6691546","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6691546","","","","1","","","IEEE","23 Dec 2013","","","IEEE","IEEE Conferences"
"The first IEEE international workshop on benchmarks for ubiquitous crowdsourcing: Metrics, methodologies, and datasets, 2016 - Welcome and committees: Welcome message","",,2016 IEEE International Conference on Pervasive Computing and Communication Workshops (PerCom Workshops),"21 Apr 2016","2016","","","1","2","Presents the introductory welcome message from the conference proceedings. May include the conference officers' congratulations to all involved with the conference event and publication of the proceedings record.","","978-1-5090-1941-0","10.1109/PERCOMW.2016.7457043","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7457043","","","","","","","IEEE","21 Apr 2016","","","IEEE","IEEE Conferences"
"Technological solution for developing sustainable cooperation between adult education institutions and enterprises","S. Cakula; A. Krasavina","Vidzeme University of Applied Science, Riga technical University, Valmiera, Latvia; Riga Technical University, Riga, Latvia",2017 Eighth International Conference on Intelligent Computing and Information Systems (ICICIS),"18 Jan 2018","2017","","","4","10","Technology is a powerful facilitator that provides the necessary feedback for knowledge processes and thus enables them to serve as a basis for development. The development of models and information system is an important contribution to the promotion of sustainable cooperation between educational institutions and businesses, involving potential interns and working individuals. The study aims to theoretically justify and develop a model of knowledge sharing for promoting sustainable cooperation between institutions involved in adult education and businesses. One of the main tasks required to achieve the goal is to identify the expectations and needs of potential interns and working individuals, adult learning institutions and representatives of enterprises. Also, it is important to determine the factors influencing knowledge sharing and trilateral cooperation, as well as the criteria for the assessment of the process efficiency and sustainability in order to refine the conceptual and algorithmic model and the simulation model for general situation planning and business development forecasting. The data of the model of knowledge sharing are simulated in computer modeling environment. A prototype of the collaborative information system eLine has been developed based on the knowledge sharing simulation model.","","978-1-5386-0821-0","10.1109/INTELCIS.2017.8260013","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8260013","information and communication technologies;information systems;knowledge sharing models;sustainable cooperation","","","","","36","IEEE","18 Jan 2018","","","IEEE","IEEE Conferences"
