"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Applications of Semantic Web Technologies for Ontology-Based Knowledge Management in Product Development","W. Sun; Q. -Y. Ma; T. -Y. Gao; H. -P. Wang; L. Guo","NA; NA; NA; NA; Dalian University of Technology, Dalian, Liaoning, CN","2008 4th International Conference on Wireless Communications, Networking and Mobile Computing","18 Nov 2008","2008","","","1","4","In this paper, an ontology-based KM system (KMS) is presented, which provides users with a product knowledge model (PKM) that helps them to locate proper information, and supports reuse of product data among different application systems throughout the product life cycle. The model is divided into information resource ontology, management activity ontology, product semantic ontology, as well as organization competence ontology in order to realize semantic match for knowledge search, and enhance the performance of organization capability and knowledge sharing. Furthermore, prototype system architecture is proposed, using the Semantic Web technology, for seamless sharing domain-specific design knowledge among multidisciplinary organizations. Finally, the application of the prototype system is presented.","2161-9654","978-1-4244-2107-7","10.1109/WiCom.2008.2643","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4680832","","Semantic Web;Ontologies;Knowledge management;Product development;Product design;Process design;Object oriented modeling;Prototypes;Service oriented architecture;Knowledge representation","","1","","12","IEEE","18 Nov 2008","","","IEEE","IEEE Conferences"
"A practical ontology-based concept learning in MAS","Zilan Yang; Cheng Zhong; B. H. Far","Department of Electrical and Computer Engineering, Schulich School of Engineering, University of Calgary, Canada; Department of Electrical and Computer Engineering, Schulich School of Engineering, University of Calgary, Canada; Department of Electrical and Computer Engineering, Schulich School of Engineering, University of Calgary, Canada",2008 Canadian Conference on Electrical and Computer Engineering,"15 Jul 2008","2008","","","000335","000338","Agent-mediated knowledge management is believed to be an efficient solution for knowledge sharing among different software systems. In this paradigm, diverse systems can exchange information while keeping their own individual ontology to represent their domain knowledge. However, overcoming semantic heterogeneity among diverse ontologies becomes a key issue. We propose a new concept learning method to solve this problem and also implement it using multiagent technology together with the IBMpsilas UIMA (Unstructured Information Management Architecture) into a semantic search application. In this method an agent in one system can learn a concept which it does not know by getting advices from agents in other systems and integrate the learnt concept into its local ontology.","0840-7789","978-1-4244-1642-4","10.1109/CCECE.2008.4564551","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4564551","supervised learning;ontology;MAS;knowledge repository","Ontologies;Learning systems;Knowledge management;Knowledge engineering;Software systems;Information management;Supervised learning;Collaborative work;Multiagent systems;Autonomous agents","","1","","5","IEEE","15 Jul 2008","","","IEEE","IEEE Conferences"
"Deepening Our Understanding of Communities of Practice in Large-Scale Agile Development","M. Paasivaara; C. Lassenius","Department of Computer Science and Engineering, Aalto University, Aalto, Finland; Department of Computer Science and Engineering, Aalto University, Aalto, Finland",2014 Agile Conference,"29 Sep 2014","2014","","","37","40","Communities of Practice (CoPs) are groups of experts who share a common interest or topic and collectively want to deepen their knowledge. The use of CoPs is one of the practices that agile practitioner literature suggests for knowledge sharing and coordination in large-scale agile software development. Even though CoPs are largely used and studied in other industrial contexts, their usage in industrial large-scale software development has not received much research attention. In this paper we describe our findings from a case study of a large software development organization that successfully used CoPs to support their large-scale agile implementation, as well as their transformation from the waterfall model to Lean and Agile. In this case, the use of CoPs was one of the a key success factors. To advance both research and practice we suggest that future research should pay more attention on CoPs in large-scale agile, e.g. By studying how CoPs should be cultivated in the organization, how they work in practice, what they are used for, as well as the benefits and challenges of cultivating and implementing CoPs.","","978-1-4799-5798-9","10.1109/AGILE.2014.18","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6910401","large-scale agile development;communities of practice;Scrum","Organizations;Communities;Software;Buildings;Context;Software engineering;Agile software development","","1","","11","IEEE","29 Sep 2014","","","IEEE","IEEE Conferences"
"Collaborative Awareness for Translation Groupware","L. T. Yong","Multimedia University, Cyberjaya, Malaysia",2009 International Conference on Information and Multimedia Technology,"15 Jan 2010","2009","","","47","51","Translation is a process that allows people to learn and comprehend others' ideas or cultures in their own language. Such knowledge sharing will bring major advancement on society and the economy. A translation groupware, that allows two or more human translators to edit the output of machine translation at different times and different places, is developed in order to overcome the limitation of human translators and machine translation. However, translation groupware still not widely adopted by current human translators and the effectiveness is not known. An understanding of how multiple translators work and interact within a group is vital to develop a usable groupware. It is hypothesised that collaborative awareness can improve the translation groupware usability. Collaborative awareness components, such as interpersonal space and shared workspace, are identified as important characteristics to enhance the usability of translation groupware.","","978-0-7695-3922-5","10.1109/ICIMT.2009.71","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5381247","Translation Groupware;Collaborative Awareness;Interpersonal Space;Shared Workspace","Collaborative software;Collaborative work;Humans;Dictionaries;Online Communities/Technical Collaboration;Usability;Terminology;Databases;International collaboration;Information technology","","1","","28","IEEE","15 Jan 2010","","","IEEE","IEEE Conferences"
"Application of the KIKI model for an English education project","Q. Zhang; M. Kosaka","School of Knowledge Science Japan Advanced Institute of Science and Technology, Nomi City, Japan; School of Knowledge Science Japan Advanced Institute of Science and Technology, Nomi City, Japan",2014 11th International Conference on Service Systems and Service Management (ICSSSM),"3 Nov 2014","2014","","","1","5","In the knowledge era, projects taking the form of value co-creation activities among different people and multiple organizations are required for knowledge creation in today's economy. There are two main methodologies in the existing project management (PM): the Last Planner and Scrum, which are rooted in the foundation of the conventional PM doctrine: planning and control. When customers as co-creators are directly engaged in PM processes, the traditional concept of control in PM is unsuitable to a value co-creation project. Therefore, a new managerial methodology is essential for value co-creation activities in new PM. We apply the KIKI model for the new PM based on a service-centered view and a service systems thinking. The model is focused on value co-creation through knowledge creation by such steps as knowledge sharing; identifying needs; knowledge integrating; implementation to meet needs. Those steps are spirally developed such that the knowledge creating process is able to efficiently develop to convert into values. We verify the adaption of the KIKI model in PM through a case study in an English education project. The significance of the framework is in both academic and practical aspects on PM.","2161-1904","978-1-4799-3134-7","10.1109/ICSSSM.2014.6943399","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6943399","project management;value co-creation;KIKI model","Project management;Planning;Organizations;Adaptation models;Education;Process control","","1","","19","IEEE","3 Nov 2014","","","IEEE","IEEE Conferences"
"Distributed knowledge management for collaborative design","Junming Hou; Chong Su; Shuang Lang; Yingying Su; Wanshan Wang","School of Mechanical Engineering & Automation, Northeastern University, USA; School of Mechanical Engineering & Automation, Northeastern University, USA; School of Mechanical Engineering & Automation, Northeastern University, USA; School of Mechanical Engineering & Automation, Northeastern University, USA; School of Mechanical Engineering & Automation, Northeastern University, USA",2008 3rd International Conference on Intelligent System and Knowledge Engineering,"30 Dec 2008","2008","1","","595","598","Collaborative design is a new method to meet the requirement of increasing competition in market, which can deal with different resource and various interests to attain a good result. Distributed knowledge in collaborative design is an important problem to complete design. A knowledge management system (KAM) is developed to share knowledge of various sections to meet the need of knowledge interaction. Firstly, concepts of collaborative design are given, which includes conceptions design, detail design, design analysis, assembly analysis and result evaluation. The knowledge of the experts should be interacted to make the information transmitted smoothly among varied activities. Secondly, distributed knowledge management is present. The knowledge based on ontology, knowledge capture and knowledge sharing are constructed for distributed knowledge. The knowledge management work model and the distributed knowledge management framework are present for collaborative design, which achieve the integration. At last, framework is realized based on the methodology.","","978-1-4244-2196-1","10.1109/ISKE.2008.4731000","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4731000","","Knowledge management;Process design;International collaboration;Collaborative work;Assembly systems;Intelligent systems;Knowledge engineering;Design methodology;Resource management;Mechanical engineering","","1","","12","IEEE","30 Dec 2008","","","IEEE","IEEE Conferences"
"Research on formation mechanism of passenger emergencies based on theory of social network analysis","X. Liu","School of Management, Wuhan Technology and Business university, Hubei, China",2018 4th International Conference on Information Management (ICIM),"25 Jun 2018","2018","","","62","65","At present, the number of passenger mass emergencies is increasing, how to prevent and reduce the adverse effects of such incidents becomes very urgent. The structural characteristics of the network groups, relationships and the exchange of knowledge sharing are analyzed in the perspectives of network density, distance, centrality and cohesive subgroup. The depth of interaction is analyzed with content analysis method as an auxiliary. The network spreading strategies of dealing with passenger mass emergencies are proposed based on SNA.","","978-1-5386-6147-5","10.1109/INFOMAN.2018.8392810","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8392810","emergencie;civil aviation;social network analysis","Social network services;Delays;Density measurement;Standards;Industries;Economics;Safety","","1","","11","IEEE","25 Jun 2018","","","IEEE","IEEE Conferences"
"Development of learning object for engineering courses in UTeM","U. Raba'ah bt Hashim; A. Fazliana Abdul Kadir; A. Alias; E. Erwani Hassan","Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka (UTeM), Melaka, Malaysia; Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka (UTeM), Melaka, Malaysia; Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka (UTeM), Melaka, Malaysia; Faculty of Information and Communication Technology, Universiti Teknikal Malaysia Melaka (UTeM), Melaka, Malaysia",2009 International Conference on Engineering Education (ICEED),"21 Jun 2010","2009","","","191","195","This paper views e-learning initiative in UTeM with a focus on the development of learning object for engineering courses in UTeM. Having a learning management system called SPeL, UTeM further promote e-learning culture by encouraging knowledge sharing through SPeL's learning object repository. UTeM is gradually building a collection of reusable learning objects to be shared across faculties. The paper discusses the concept of learning object in UTeM context, roles of Subject Matter Expert (SME), UTeM's learning object design strategy and the development stages of learning object in UTeM. The paper further stated briefly on the benefits of learning object to UTeM.","","978-1-4244-4843-2","10.1109/ICEED.2009.5490585","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5490585","e-learning;learning object;subject matter expert;SPeL;engineering courses","Engineering education;Knowledge management;Educational institutions;Electronic learning;Design engineering;Communications technology;Graphics;Quality assurance;Reliability engineering;Buildings","","1","","9","IEEE","21 Jun 2010","","","IEEE","IEEE Conferences"
"Integration of deep and shallow aircraft fault knowledge","Z. Yang; L. Qing; P. Lu","School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China; School of Mechanical Engineering and Automation, Beihang University, Beijing, China",2011 IEEE 3rd International Conference on Communication Software and Networks,"8 Sep 2011","2011","","","320","324","With consideration of some practical difficulties of fault knowledge sharing and application in current aviation maintenance, the expression modeling and integration application of deep and shallow aircraft fault knowledge are studied. According to widely used knowledge management technology such as case-based reasoning and diagnostics expert system, ontology-based fault case knowledge model and model-based fault diagnosis knowledge model are provided. A concept of the deep and shallow knowledge of aircraft fault from the epistemological point of view is proposed, that is fault case knowledge on the basis of experience is the shallow fault knowledge, on the contrary fault diagnosis knowledge based on causality is the deep fault knowledge. An integration model and the integration application strategy of the deep and shallow aircraft fault knowledge are researched. A prototype of aircraft fault knowledge management system is developed and its application example in an aviation manufacturing enterprise shows that the integration application can benefit the aircraft maintenance.","","978-1-61284-486-2","10.1109/ICCSN.2011.6014279","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6014279","knowledge depth;knowledge integration;ontology;fault case;fault diagnosis","Data models;Connectors;Monitoring;Biology;Semantics;Maintenance engineering;Electric breakdown","","1","","10","IEEE","8 Sep 2011","","","IEEE","IEEE Conferences"
"The Design of e-Learning System Based on Semantic Wiki and Multi-agent","Changxin Liu; Huijuan Chen; Yunlan Tan; Lanying Wu","College of Information Science and Media, Jinggangshan University, Jian, Jiangxi, China; China; China; China",2010 Second International Workshop on Education Technology and Computer Science,"6 May 2010","2010","3","","495","498","User interactions and social networks are based on web2.0, the well-known application are blogs, Wikis, and image/video sharing sites. They have dramatically increased sharing and participation among web users. Knowledge was collected and information was shared using social software. Wikipedia is a successful example of web technology. It has helped knowledge-sharing between people. User can freely create and modify its content, but Wikipedia cannot understand its content. This problem has solved by semantic Wiki. The e-Learning system has been designed based on semantic Wiki and multi-agent. It can help us to implement a distributed learning resource discovery and individualized service. The prototype is of efficient navigation and search.","","978-1-4244-6389-3","10.1109/ETCS.2010.364","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5458607","semantic Wiki;multi-agent;ontology;e-Learning","Electronic learning;Ontologies;Buildings;Semantic Web;Blogs;Wikipedia;Navigation;OWL;Collaborative software;Markup languages","","1","","6","IEEE","6 May 2010","","","IEEE","IEEE Conferences"
