"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A state of the art review on software project performance management","S. Komchaliaw; P. Wongthongtham","DEBI Institute, Curtin University of Technology, Perth, Australia; DEBI Institute, Curtin University of Technology, Perth, Australia",4th IEEE International Conference on Digital Ecosystems and Technologies,"25 Oct 2010","2010","","","653","655","Several domain experts in the field of software development and project management have commented on the high failure rate of software engineering and project management. A lot of money has been wasted on failed software projects. Additionally, software quality is not improving. Thus the successful management of software projects is critical. It is vital to understand what is important to complete software project on time within budget, and meet user requirements. Many literatures present project failure causes. However, project failure still persists. In this paper we outline software development failure. Then we present two key variables in software project performance management i.e. trust and knowledge sharing.","2150-4946","978-1-4244-5553-9","10.1109/DEST.2010.5610581","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5610581","software development failure;software project performance management;trust;knowledge sharing","Teamwork;Particle measurements;Atmospheric measurements;USA Councils;Software","","1","","23","IEEE","25 Oct 2010","","","IEEE","IEEE Conferences"
"FedDistillSC: A Distributed Semantic Communication System Based on Federated Distillation","H. Xing; H. Ma; Z. Xiao; B. Zhao; J. Peng; S. Luo; L. Feng; L. Xu","School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; School of Computing and Artificial Intelligence, Southwest Jiaotong University, Chengdu, China; China United Network Communications Corporation, Research Institute, Beijing, China",2023 IEEE 23rd International Conference on Communication Technology (ICCT),"12 Feb 2024","2023","","","506","510","In this paper, we propose a federated-distillation-based distributed semantic communication system for image classification tasks, called FedDistillSC, which considers multiple transmitters with varying channel conditions. After local training with public and private datasets, the local models of each transmitter are knowledge distilled by weighted aggregation based on the classification probabilities generated at the receiver to achieve knowledge sharing without exposure of private data, improving the semantic extraction capability of each transmitter. Moreover, our method does not upload/download model parameters, thus saving bandwidth resources and avoiding data security problems caused by model parameter leakage. Simulation results show that the proposed FedDistillSC exhibits excellent Top-1 accuracy performance under three channels. Especially for those transmitters with low signal-to-noise ratio, knowledge distillation could signiflcantly improve their semantic extraction capability.","2576-7828","979-8-3503-2595-9","10.1109/ICCT59356.2023.10419624","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10419624","Federated Learning;Image Classification;Knowledge Distillation;Semantic Communication","Transmitters;Communication systems;Simulation;Semantics;Data models;Signal to noise ratio;Image classification","","1","","19","IEEE","12 Feb 2024","","","IEEE","IEEE Conferences"
"A supporting tool in online learning forums based on multi-documents summarization","M. R. Fani Sani; A. A. Kardan; A. Cohan","Advanced e-Learning Technologies Lab, Amirkabir University of Technology, Tehran, Iran; Advanced e-Learning Technologies Lab, Amirkabir University of Technology, Tehran, Iran; Advanced e-Learning Technologies Lab, Amirkabir University of Technology, Tehran, Iran",4th International Conference on e-Learning and e-Teaching (ICELET 2013),"12 Dec 2013","2013","","","30","35","Online discussion groups and forums now hosts millions of users that join them with different purposes, to discuss various matters or ask their questions or providing answers to others' questions. Web 2.0 and online forums provide an environment that supports the following important functionalities: content generation, content and knowledge sharing, synchronous and asynchronous interaction and so on. With increasing usage of collaborative learning these forums and communities are known as a suitable platform that facilitates collaborative activities. Many learners refer to these forums to find answers for their questions. Unfortunately due to huge amount of information on these forums, finding the appropriate answers is becoming more time consuming. In addition, there is no suitable mechanism to measure the reliability of answers being provided. To overcome these challenges a new supporting tool for e-Learning in online communities and forums is proposed. This supporting tool consists of three main components. At first relevant questions to learners query is found. The next component finds the best answers for these relevant questions. Finally, selected answers are summarized and an abstract view of these answers that contains the most important information is returned to the learner. To evaluate the proposed tool the contents of 30 discussions are collected. The results of applying this supporting tool show that it can help learners to find their answers in learning forums more easily.","2163-6982","978-1-4673-5268-0","10.1109/ICELET.2013.6681641","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6681641","","Genetic algorithms;Complexity theory;Polynomials;Predistortion;Mathematical model;Numerical models;Estimation","","1","","18","IEEE","12 Dec 2013","","","IEEE","IEEE Conferences"
"Understanding the ways organizational learning drives information technology (IT) infrastructure","N. H. B. Hassan; N. I. B. Arshad; E. E. B. Mustapha; J. B. Jaafar","Department of Computer Information Science, Universiti Teknologi Petronas (UTP), Perak, Malaysia; Department of Computer Information Science, Universiti Teknologi Petronas (UTP), Perak, Malaysia; Department of Computer Information Science, Universiti Teknologi Petronas (UTP), Perak, Malaysia; Department of Computer Information Science, Universiti Teknologi Petronas (UTP), Perak, Malaysia",2014 International Conference on Computer and Information Sciences (ICCOINS),"31 Jul 2014","2014","","","1","5","Many businesses today are struggling to find a better and substantive IT capability to achieve its competitive advantage. Therefore, this study aims to explore how organizational learning orientation may be the driver that may strengthen organizational IT capability. In the context of this study, organizational learning orientation involves commitment to learning, shared vision, open-mindedness, and intraorganizational knowledge sharing. This study will further explore how these four organization learning orientation may positively or negatively drives organizations' IT capability. Drawing upon dynamic capability theory and Resource-Based View (RBV) theory, four hypotheses are developed to better understand how organizations strategized its IT capability with the right learning orientation. Questionnaires and interviews will be adopted as data collection method and further analyzed with Structural Equation Modeling (SEM). As a result, a validated research model will be empirically validated and presented in the future stages of this research.","","978-1-4799-4390-6","10.1109/ICCOINS.2014.6868847","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6868847","information technology capability;information technology infrastructure;organizational learning orientation;antecedents","Organizations;Information technology;Information systems;Bismuth;Technological innovation;Context","","1","","44","IEEE","31 Jul 2014","","","IEEE","IEEE Conferences"
"A Web-based bookmark system with ontological approach for group content sharing","Jin Tan Yang; Wu Lin Lee; Chiu Yen Hwang","Center for General Education, National Kaohsiung Normal University, Taiwan; Graduate Institute of Information and Computer Education, NKNU; Graduate Institute of Information and Computer Education, NKNU",Fifth IEEE International Conference on Advanced Learning Technologies (ICALT'05),"19 Sep 2005","2005","","","103","105","The purpose of this study is to implement a Web-based bookmark system (WBBS) with ontological approach for content management. People at across levels are staggered by the findings and conclusions of thousands of other papers. The contribution of this study has two facets: (a). It extends the bookmark tool into Web-based for knowledge sharing; (b). It consists of intelligent algorithm in terms of recommendations of new information allocation by matching the existing domain ontology. Finally, the implications of this study are also included.","2161-377X","0-7695-2338-2","10.1109/ICALT.2005.34","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1508620","Bookmark;);RDF/RDFS;ontology;content sharing","Ontologies;Search engines;Computer science education;Collaboration;Associative memory;Content management;Resource description framework;Information filtering;Information filters;Navigation","","","","4","IEEE","19 Sep 2005","","","IEEE","IEEE Conferences"
"Exploring Machine Learning Models for Duplicate Question Detection in Online Communities","B. M. G; R. P. Kumar; E. R; V. D. Veer","Computer Science and Engineering, Amrita Vishwa Vidyapeetham School of Computing, Chennai; Computer Science and Engineering, Amrita Vishwa Vidyapeetham School of Computing, Chennai; Computer Science and Engineering Birla, Institute of Technology and Science School of Computing, Dubai, UAE; Computer Science and Engineering, Amrita Vishwa Vidyapeetham School of Computing, Chennai","2023 IEEE Fifth International Conference on Advances in Electronics, Computers and Communications (ICAECC)","27 Jun 2024","2023","","","1","6","Duplicate question detection is a crucial task in question-and-answer platforms, aiming to improve user experience and minimize redundancy. This project utilizes NLP techniques and machine learning models to predict whether a pair of questions are duplicates accurately. The project involves comprehensive data pre-processing, including tokenization, stopword removal, and lemmatization, to prepare the textual data for analysis. Here we are using various feature engineering techniques, such as bag-of-words, TF-IDF, and word embedding, are applied to extract meaningful representations of the questions. Multiple machine learning models, including Logistic Regression, Random Forest, SVM, XGBoost, and a Combined model, are trained on labeled data. Evaluation metrics focus on precision and recall minimizing misclassification costs. New sample data is used to validate the models. Predictions are made to classify question pairs as duplicates or non-duplicates, showcasing the model's generalization capabilities. The results highlight the potential of NLP techniques and machine learning models in accurately identifying duplicate question pairs, improving knowledge sharing, and reducing redundancy. This project provides valuable insights and methodologies for future research in duplicate question detection, contributing to the field of NLP and enhancing user experiences on question-and-answer platforms.","2642-6595","979-8-3503-0544-9","10.1109/ICAECC59324.2023.10560222","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10560222","Question-and-answer platforms;Natural language processing (NLP);Word embedding;Misclassification costs","Support vector machines;Costs;Redundancy;Predictive models;Feature extraction;Data models;User experience","","","","20","IEEE","27 Jun 2024","","","IEEE","IEEE Conferences"
"WELCOME, BEM-VINDOS, BIENVENIDOS - PAHCE","",,2015 Pan American Health Care Exchanges (PAHCE),"24 Aug 2015","2015","","","1","2","Welcome to the 10th Pan American Health Care Exchanges Conference- PAHCE 2015. This event reinforces the tradition of the PAHCE in our continent. The purpose of this event is to create cooperation, collaboration and knowledge sharing opportunities between professionals and researchers in the areas of health care, biomedical engineering and medical technology industries. The conference will cover various subjects ranging from engineering and medical research to industrial practices. It will examine the latest progress and developments in biomedicine, bioengineering, clinical engineering and the health industry.","2327-817X","978-1-4673-6969-5","10.1109/PAHCE.2015.7173339","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7173339","","Medical services;Cities and towns;Conferences;Couplings;Biomedical engineering;Industries;Cultural differences","","","","","IEEE","24 Aug 2015","","","IEEE","IEEE Conferences"
"Constructing ontology for customer information in consumer support systems","J. Lin; C. Hsu; J. Yu; T. Chang; Y. -C. Chung","Department of Information Management, Ming Chuan University, Taiwan; Department of Information Management, Ming Chuan University, Taiwan; Department of Information Management, Ming Chuan University, Taiwan; Department of Information Management, Ming Chuan University, Taiwan; Department of Information Management, Ming Chuan University, Taiwan",2010 2nd IEEE International Conference on Information Management and Engineering,"3 Jun 2010","2010","","","128","132","For enterprises, customer relationships have been commonly recognized as a critical factor to succeed their business. Effective customer relationships could help enterprises deliver services to customers based on their needs, preferences, or past transactions. In this context, many discussions have already been presented where Consumer Support Systems (CSS) is most recently introduced that alleviates the shortcomings in other approaches by a 4-layer framework of collaborative mechanisms to support effective information/service provision between enterprises and customers. Since in CSS customers get used to participate in various communities to share or co-learn information about their experiences or requests on enterprises, a comprehensive structure for such information is therefore necessary for its easy sharing or co-learning among these customers. For this need and as a pristine way for knowledge-sharing by ontology, we present in this paper a method for the construction of an ontology that describes customer information with an easy understood structure. The method starts from the specification of the ontology based on the experiences of customers, through the browsing of their new ideas, and ends with the verification of its consistency. To illustrate, the method is applied in an exemplified application for travel arrangement.","","978-1-4244-5263-7","10.1109/ICIME.2010.5477723","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5477723","customer relationship management;community;customer information;ontology;method","Ontologies;Cascading style sheets;Information management;Vocabulary;Collaboration;Customer relationship management;Context-aware services;Knowledge management;Intelligent agent","","","","31","IEEE","3 Jun 2010","","","IEEE","IEEE Conferences"
"Reasoning Based on HAZOP Ontology","D. Gao; Y. Bai; L. Peng","College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China; College of Information Science and Technology, Beijing University of Chemical Technology, Beijing, China",2020 Chinese Automation Congress (CAC),"29 Jan 2021","2020","","","6170","6174","The traditional Hazard and Operability (HAZOP) analysis method mainly takes the form of brainstorming and records the discussion results in electronic documents. A large number of HAZOP analysis reports are difficult to be reused due to different forms, resulting in a waste of resources. At present, the knowledge ontology is used to describe HAZOP data. Although knowledge sharing and reuse can be realized, the hidden relationship between data is not mined. Information omissions may occur when querying information. To solve this problem, this paper proposes to set up custom inference rules based on the construction of HAZOP ontology to mine hidden relationships. The experimental results show that the addition of the custom inference engine can realize the supplement of implied relationship, which is beneficial to the mining of potential semantics.","2688-0938","978-1-7281-7687-1","10.1109/CAC51589.2020.9326879","National Natural Science Foundation of China; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9326879","HAZOP;knowledge retrieval;ontology inference","Ontologies;Cognition;Inductors;Engines;Explosions;Lead;Analytical models","","","","20","IEEE","29 Jan 2021","","","IEEE","IEEE Conferences"
"A van Hiele Web-based Learning System with Knowledge Management for Teaching Programming","J. W. Chen; Chih-Cheng Lin","Department of Information Management, Southern Taiwan University of Technology, Taiwan; Division of Information Systems, Nottingham University Business School, UK",Sixth IEEE International Conference on Advanced Learning Technologies (ICALT'06),"24 Jul 2006","2006","","","114","116","Computer programming is one of the most wrongly-taught classes in high school and university settings. The purpose of this paper is to describe in detail the current development of a van Hiele Web-based Learning System with knowledge management for programming. The system uses the World Wide Web for its implementation, and includes email, discussion board, internet assignment unit, tutorial unit, quick-run unit, expert template, and knowledge management unit to promote collaborative programming learning. The KM unit uses an innovative XML knowledge-based schema for document conversion and storage. This has demonstrated to have better searching/accessing performance than the documents stored in non-XML formats. This unit is indeed a powerful and useful tool for all personnel to access, create, and store information in order to enhance knowledge sharing, collaboration, and expedite decision-making strategically.","2161-377X","0-7695-2632-2","10.1109/ICALT.2006.1652381","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1652381","","Learning systems;Knowledge management;Education;Programming;Educational institutions;Web sites;Electronic mail;Internet;Collaboration;XML","","","","10","IEEE","24 Jul 2006","","","IEEE","IEEE Conferences"
