"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Sharing Knowledge and Creating Knowledge in Organizations: the Modeling, Implementation, Discussion and Recommendations of Weblog-based Knowledge Management","J. Li","School of Economics and Management, Beijing Jiaotong University, Beijing, China",2007 International Conference on Service Systems and Service Management,"30 Jul 2007","2007","","","1","6","This research seeks to provide a Weblog-based knowledge management solution to solve the problem of knowledge sharing and knowledge creation in organizations. The methods include literature analysis and discussion with experts. We first examine the major problems of technology-oriented knowledge management model in knowledge sharing and knowledge creation: the emphasis on explicit knowledge, and the 'push' style that neglects the demand and motivation of individual. And then, by synthesizing and integrating relevant material, we propose a systematic Weblog-based knowledge management model of a 'pull' style and a practical implementation method in order to solve the problem of former model. By discussing the weaknesses of Weblog-based model - incompleteness in knowledge capturing and uncontrollability in management, we recommend that the best implementation is to combine the advantages of both models in order to form a two-way and cyclical Weblog-based model.","2161-1904","1-4244-0884-9","10.1109/ICSSSM.2007.4280206","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4280206","knowledge sharing and knowledge creation;weblog;weblog-based knowledge management model;technology-oriented knowledge management model;a two-way and cyclical weblog-based model","Knowledge management;Blogs;Publishing;Environmental economics;Uncertainty;History;Information processing;Glass;Social network services;Productivity","","4","","24","IEEE","30 Jul 2007","","","IEEE","IEEE Conferences"
"A Review of Traditional Embroidery from China in Relation to Knowledge Management and Design","X. Zhong; D. Chudasri","College of Arts, Media and Technology, Chiang Mai University, Chiang Mai, Thailand; College of Arts, Media and Technology, Chiang Mai University, Chiang Mai, Thailand","2019 Joint International Conference on Digital Arts, Media and Technology with ECTI Northern Section Conference on Electrical, Electronics, Computer and Telecommunications Engineering (ECTI DAMT-NCON)","18 Apr 2019","2019","","","276","281","This paper presents findings from a review of the literature about traditional embroidery of China, knowledge management and design. It aims to identify knowledge domains, which are relevant to enabling the future viability of traditional embroidery. This paper introduces a significance of traditional embroidery to China, including its geographical indications (GIs), intangible cultural heritage (ICH) and Soft Power. It also identifies the four traditional embroideries that represent the intangible cultural heritage of China. The situation analysis of these four embroideries is discussed, resulting in the rationale for selecting Shu embroidery for in-depth case study. Next, it outlines the meaning of knowledge management and knowledge audit and the five secondary case-studies of knowledge management in relation to business and community development. This results in the identification of key factors of success (collaboration, the importance of leadership in integration, customer-oriented, design and implementation and networks of knowledge sharing). Furthermore, it outlines five secondary case-studies of design contributions in relation to knowledge audit and business development of crafts communities. This results in the identification of potential areas for design contributions, including: product design and development (i.e., pattern design); design for marketing and sales (i.e., branding); design in production development; and design for craft education (i.e., knowledge transfer and knowledge sharing). Design for sustainability, co-design and service-design are critical to the success of community development. The next step of this research is about knowledge audit, including developments of a conceptual model of critical knowledge domains for business and community development. Fieldwork will be conducted in craft communities that produce Shu embroidery in Sichuan, China in order to identify their existing knowledge and the missing knowledge (gaps in knowledge). It concludes with three main research questions generated to help guide the fieldwork.","","978-1-5386-8072-8","10.1109/ECTI-NCON.2019.8692256","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8692256","traditional embroidery;knowledge management;design;China","Cultural differences;Knowledge management;Art;Media;Production;Fabrics","","4","","32","IEEE","18 Apr 2019","","","IEEE","IEEE Conferences"
"Towards Global Deployment of Software Engineering Tools","A. Dubey; J. Hudepohl","Software Development Improvement Program, ABB Limited, Bangalore, India; Software Development Improvement Program, ABB Limited, Zurich, Switzerland",2013 IEEE 8th International Conference on Global Software Engineering,"30 Sep 2013","2013","","","129","133","Global nature of multinational organizations pose a different set of challenges in an effective adoption of software engineering tools. Software projects are spread across multiple geographies and tools are deployed globally in these organizations. Global tool deployment is often motivated by an attractive enterprise cost of the tool. Moreover, it helps in harmonizing practices across development groups and useful in establishing benchmarks without further normalizations. There are various parameters to drive a successful tool deployment in a global setup. For example, a good roll out plan, knowledge sharing platform, coordination and trust building among the change agents from different geographies, and a good central support. In this paper, we present our experience of a global roll out of a software engineering tool in a large organization. It has been observed that besides tool's features, factors such as knowledge sharing, active feedback, and training plays an important role in an effective tool deployment.","2329-6313","978-0-7695-5057-2","10.1109/ICGSE.2013.24","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613077","software tool deploymen;collaboration","Collaboration;Organizations;Software;Servers;Training;Licenses","","3","","8","IEEE","30 Sep 2013","","","IEEE","IEEE Conferences"
"Improve the Stability and Robustness of Power Management through Model-free Deep Reinforcement Learning","L. Chen; X. Li; J. Xu","Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology; Department of Electronic and Computer Engineering, The Hong Kong University of Science and Technology; Microelectronics Thrust, The Hong Kong University of Science and Technology","2022 Design, Automation & Test in Europe Conference & Exhibition (DATE)","19 May 2022","2022","","","1371","1376","Achieving high performance with low energy consumption has become a primary design objective in multi-core systems. Recently, power management based on reinforcement learning has shown great potential in adapting to dynamic environments without much prior knowledge. However, conventional Q-learning (QL) algorithms adopted in most existing works encounter serious problems about scalability, instability, and overestimation. In this paper, we present a deep reinforcement learning-based approach to improve the stability and robustness of power management while reducing the energy-delay product (EDP) under user-specified performance requirements. The comprehensive status of the system is monitored periodically, making our controller sensitive to environmental change. To further improve the learning effectiveness, knowledge sharing among multiple devices is implemented in our approach. Experimental results on multiple realistic applications show that the proposed method can reduce the instability up to 68% compared with QL. Through knowledge sharing among multiple devices, our federated approach achieves around 4.8% EDP improvement over QL on average.","1558-1101","978-3-9819263-6-1","10.23919/DATE54114.2022.9774731","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9774731","power management;deep reinforcement learning;experience replay;federated learning;multicore system","Performance evaluation;Learning systems;Energy consumption;Q-learning;Power system management;Scalability;Heuristic algorithms","","3","","20","","19 May 2022","","","IEEE","IEEE Conferences"
"Multi-domain cloud social network service platform supporting online collaborations on campus","Z. Du; X. Fu; C. Zhao; T. Liu; Q. Liu; Q. Liu","Information Technology Center, Tsinghua University, Beijing, China; Information Technology Center, Tsinghua University, Beijing, China; Information Technology Center, Tsinghua University, Beijing, China; Information Technology Center, Tsinghua University, Beijing, China; Information Technology Center, Tsinghua University, Beijing, China; Information Technology Center, Tsinghua University, Beijing, China",2012 IEEE 2nd International Conference on Cloud Computing and Intelligence Systems,"14 Nov 2013","2012","01","","287","291","With the dazzling success that public social network services like Facebook, Twitter, and YouTube etc. have achieved during the past few years, a variety of specialized social network services, enterprise social network services, and campus social network services for colleges and universities have emerged and developed in recent years. Campus social network services orient at users on the same campus and focus on providing information sharing, knowledge sharing and especially online collaboration services. We propose the design of a multi-domain social network service platform supporting information communication, knowledge sharing and especially online collaborations in different aspects of colleges and universities including teaching, learning and research in the form of cloud service. The platform provides multi-level predefined and user defined groups in independent social domains. By this way, we can not only achieve a more natural convergence between user behavior patterns in the real world environment and that in the online environment provided by campus social network services; but also realize the sharing of management and service responsibilities of campus social network service between management sectors and IT sectors in colleges and universities.","2376-595X","978-1-4673-1857-0","10.1109/CCIS.2012.6664414","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6664414","Social network service;Multi-Domain;Online collaborations;Cloud service;Multi-level groups","Social network services;Educational institutions;Collaboration;Internet;Data mining;Aerospace electronics","","3","","11","IEEE","14 Nov 2013","","","IEEE","IEEE Conferences"
"Development of a system for distributed sharing and reuse of design and manufacturing knowledge in the PFMEA domain using a description logics-based ontology","J. C. E. Ferreira; J. C. E. Ferreira; P. E. A. Botura; L. S. Freitas","Department of Mechanical Engineering, Universidade Tecnológica Federal do Paraná, Curitiba, Parana, Brazil; Departamento de Engenharia Mecânica, GRIMA/GRUCON, Universidade Federal de Santa Catarina, Florianopolis, Santa Catarina, Brazil; Departamento de Engenharia Mecânica, GRIMA/GRUCON, Universidade Federal de Santa Catarina, Florianopolis, Santa Catarina, Brazil; Departamento de Engenharia Mecânica, GRIMA/GRUCON, Universidade Federal de Santa Catarina, Florianopolis, Santa Catarina, Brazil",2010 IEEE International Conference on Automation Science and Engineering,"21 Oct 2010","2010","","","598","603","Potential Failure Modes and Effects Analysis in Manufacturing and Assembly Processes (PFMEA) is an important preventive method for quality assurance, and through it the decisions based on the severity levels and probabilities of occurrences and detection of the failure modes can be planned and prioritized, seeking to improve the quality of the manufactured products. This activity generates a valuable source of knowledge about the manufacturing processes in the company. However, the sharing and reuse of this knowledge is a challenge, because usually the knowledge is not semantically organized, and therefore its meaning depends on the understanding of the specialists involved. Also, there is a high fragmentation and distribution of knowledge along the production chain. Considering this scenario, this paper presents the development of a system for distributed knowledge sharing and reuse in the PFMEA domain using an ontology based on description logics, which intends to allow knowledge inference and retrieval in manufacturing environments with distributed resources. The results show that the proposed approach is adequate to support knowledge sharing and reuse, allowing: (a) knowledge representation and organization; (b) distributed knowledge inference and retrieval; (c) management of organizational knowledge on manufacturing environments with distributed resources.","2161-8089","978-1-4244-5449-5","10.1109/COASE.2010.5584135","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5584135","","Ontologies;Manufacturing;Knowledge based systems;Organizations;Production;Graphical user interfaces","","3","","13","IEEE","21 Oct 2010","","","IEEE","IEEE Conferences"
"Learning agent based knowledge management in Intelligent Tutoring System","S. S. Priya; R. Subhashini; J. Akilandeswari","Department of Computer Science and Engineering, Sona College of Technology, Salem, Tamil Nadu, India; Department of Computer Science and Engineering, Sona College of Technology, Salem, Tamil Nadu, India; Department of Computer Science and Engineering, Sona College of Technology, Salem, Tamil Nadu, India",2012 International Conference on Computer Communication and Informatics,"1 Mar 2012","2012","","","1","5","An Intelligent Tutoring System is helpful for the users who want to undertake a learning process. This paper presents an intelligent tutoring system based on learning agent and knowledge agents to improve the learning and teaching process of the tutoring session. The agents involved are knowledge acquirement agent, knowledge sharing agent, knowledge maintenance agent and learning agent. The knowledge acquirement agent is responsible for the construction of the student model and the domain knowledge base. The knowledge sharing agent is responsible for producing personalized teaching web pages to students dynamically. The knowledge maintenance agent is responsible for the maintenance of domain knowledge database and student profile database. The learning agent is used to obtain feedback from the students based on the learning process. The prioritization of the domains is performed depending on the feedback obtained from the students to improvise the tutoring system. This paper aims to provide the faster retrieval of information from the database and the effective teaching learning process to the users. The effectiveness is possible by the frequent updation of the domain knowledge to the prioritized domains.","","978-1-4577-1583-9","10.1109/ICCCI.2012.6158828","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6158828","Learning agent;knowledge agents;intelligent tutoring system;feedback;prioritization;knowledge management","Education;Databases;Materials;Adaptation models;Maintenance engineering;Learning systems","","3","","13","IEEE","1 Mar 2012","","","IEEE","IEEE Conferences"
"Applying a Gamification Approach to Knowledge Management in Higher Education Institutions","N. Almujally; M. Joy","Department of Computer Science, University of Warwick, Coventry, UK; Department of Computer Science, University of Warwick, Coventry, UK","2020 IEEE 44th Annual Computers, Software, and Applications Conference (COMPSAC)","22 Sep 2020","2020","","","455","459","Many universities still struggle with the issue of how to facilitate the sharing of knowledge gained by instructors and maximize the value gained from all available such knowledge assets. Poor Knowledge Sharing (KS) can deter the successful implementation of teaching expertise, and this can affect instructors' teaching performance and may result in lower levels of learner achievement than could otherwise be achieved. Therefore, there is a need to implement a knowledge management (KM) initiative that facilitates the sharing of teaching practices among university instructors. In order to address this issue, this paper proposes a comprehensive and practical Computer-based Teaching Practices Management System (TPMS) which aims to foster instructors' participation in KS practices by employing a gamification approach. A design science research methodology is adopted in order to understand what would drive instructors to share their knowledge; this information is used in order to map their behavior to system features. A qualitative evaluation of users' experiences of utilizing the proposed features shows that the instructors express satisfaction with the motivational affordances and feel that they were motivated to participate in knowledge sharing activities.","0730-3157","978-1-7281-7303-0","10.1109/COMPSAC48688.2020.0-209","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9202778","Design science, knowledge sharing, knowledge management system, higher education institutions, motivational affordance, user experience.","Education;Interviews;Electronic mail;Organizations;Knowledge based systems;Knowledge management;Computer science","","3","","32","IEEE","22 Sep 2020","","","IEEE","IEEE Conferences"
"Study of Semantic-Based Ontology Mapping Technology","W. -j. Li; Q. -x. Xia","Ministry of Education, Key Laboratory of Computer Vision and System, Tianjin University of Technology, Tianjin, China; Tianjin University of Technology, Tianjin, CN",2010 2nd International Workshop on Intelligent Systems and Applications,"27 May 2010","2010","","","1","4","To implement the interoperation of different ontologies in medical informatics domain and achieve the goal of the sharing and multiplexing of domain knowledge, the heterogeneous problem between ontologies must be solved. Now the best method of resolving ontology heterogeneous is establishing ontology mapping, that is founding the semantic relations between ontologies and making corresponding mapping rules firstly, and then integrating all independent ontologies into a whole to be operated. In order to produce mapping-pairs and implement ontology mapping and realizing knowledge sharing, a concept similarity algorithm combining semantic similarity with semantic relativity is adopted to estimate the similarity between concepts. It has been proved that the evaluation of concept similarity between ontologies is more accurate by considering both semantic similarity and semantic relativity, and it has laid a good foundation for establishing mapping-pairs and knowledge sharing model based on ontology mapping.","","978-1-4244-5874-5","10.1109/IWISA.2010.5473484","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=5473484","","Ontologies;Laboratories;Computer vision;Educational technology;Computer science education;Biomedical informatics;Logic;Data mining;Knowledge management","","3","","9","IEEE","27 May 2010","","","IEEE","IEEE Conferences"
"Towards a methodological framework for designing a knowledge market","D. Didi Rustam; T. P. T. van der Weide","Institut for Computing and Information Science, Radboud University Nijmegen, The Netherlands; Institut for Computing and Information Science, Radboud University Nijmegen, The Netherlands","2014 International Conference of Advanced Informatics: Concept, Theory and Application (ICAICTA)","12 Jan 2015","2014","","","232","237","Higher education institutions in Indonesia are widely dispersed by their expertise, their supporting infrastructure, and even by geographical separation. To facilitate knowledge sharing in such a complex system is a challenging task. This paper proposes a conceptual model of a knowledge market as a possible mechanism to overcome the problem. By employing the market mechanism in higher education knowledge sharing, both seller and buyer of knowledge can meet and make transactions to exchange the results of intellectual efforts. When used is a digital environment, we use the term ‘Knowledge as a Service’ to designate the support of the market actor and the term ‘Market as a Service’ to refer the organization of the market. Supporting Optimum knowledge exchange is achieved as a consequence of the market mechanism. This framework is to be evaluated by a case study to support the design of a framework for knowledge exchange in the higher education system in Indonesia.","","978-1-4799-5100-0","10.1109/ICAICTA.2014.7005946","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7005946","Knowledge Sharing;Knowledge as a Service;Knowledge Market;Market as a Service","Organizations;Standards organizations;Production;Informatics;Knowledge management;Educational institutions","","3","","31","IEEE","12 Jan 2015","","","IEEE","IEEE Conferences"
