"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"Object identification with Pay-As-You-Go crowdsourcing","T. Wu; C. J. Zhang; L. Chen; P. Hui; S. Liu","Department of Computer Science and Engineering, Hong Kong University of Science and Technology; Department of Computer Science and Engineering, Hong Kong University of Science and Technology; Department of Computer Science and Engineering, Hong Kong University of Science and Technology; Department of Computer Science and Engineering, Hong Kong University of Science and Technology; Pennsylvania State University, University Park, PA, US",2016 IEEE International Conference on Big Data (Big Data),"6 Feb 2017","2016","","","578","585","The conventional crowdsourcing paradigm requires an explicit task description and payment scheme. Requesters can then easily determine whether the crowdsourced results are satisfactory, and workers will have a fairly clear expectation of the monetary reward once the task is accomplished. However, such a paradigm becomes problematic when it is applied to Object Identification (OI) tasks. First, for OI tasks, it is difficult for requesters to evaluate whether sufficient numbers of objects have been found by an individual worker, warranting payment. Second, the same objects can be detected by many workers and ending up being unnecessary workload and inefficient performance. In this paper, we design a new crowdsourcing paradigm for OI tasks. Designing such a paradigm is challenging. Firstly, an easily-detected object can be found by multiple workers, which leads to an unfair situation that the requester has to make extra payments for the duplication. Secondly, there is usually a time limit to finish the overall crowdsourcing process, which demands efficient assignment strategy. To address these challenges, we propose solutions to achieve fairness by a Pay-As-You-Go (PAYG) mechanism and efficiency by a new worker-assignment scheme, Adaptive Worker Assignment (AWA). Extensive experiments are conducted to demonstrate the advantages of this new paradigm.","","978-1-4673-9005-7","10.1109/BigData.2016.7840650","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7840650","","Crowdsourcing;Approximation algorithms;Greedy algorithms;Optimization;Pragmatics;Probabilistic logic;Estimation","","","","25","IEEE","6 Feb 2017","","","IEEE","IEEE Conferences"
"Human and Artificial Intelligence Driven Incentive-Operation Model and Algorithms for a Multi-Purpose Integrated Crowdsensing-Crowdsourcing Scalable System","V. Greu; P. CiotÎrnae; L. TuȚĂ; F. G. Popescu","Communications Department, Military Technical Academy, Bucharest, Romania; Communications Department, Military Technical Academy, Bucharest, Romania; Communications Department, Military Technical Academy, Bucharest, Romania; Communications Department, Military Technical Academy, Bucharest, Romania",2018 International Conference on Communications (COMM),"7 Oct 2018","2018","","","213","218","The future sensing systems seem to need more performant crowdsensing, using highest technologies as artificial intelligence, but being also more complex by volunteer participation and progressively changing from crowdsensing to crowdsourcing. Our work main idea is to use human/artificial intelligence in order to provide highest incentives arguments and commitments for participants and users, transforming data into information and eventually in knowledge. The human/artificial intelligence support is used first to find the most desired/used tasks/targets/questions/issues, then to control the crowdsensing/crowdsourcing operation with learned artificial intelligence rules, based on two algorithms, first for implementing an optimal efficiency tasks covering strategy as reference and second for attracting participants to enlarge/improve accuracy of service by extending crowdsensing-crowdsourcing with correlation incentive/operation added features.","","978-1-5386-2350-3","10.1109/ICComm.2018.8484793","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8484793","crowdsensing;crowdsourcing;artificial intelligence;collective intelligence;Big Data;correlation incentive algorithm;optimal task covering","Artificial intelligence;Task analysis;Crowdsourcing;Sensors;Real-time systems;Correlation;Process control","","","","21","IEEE","7 Oct 2018","","","IEEE","IEEE Conferences"
"Crowdsourcing with Fewer Workers","X. -Y. Huang; Z. Xian; Q. Zeng","School of economics and commerce, South China University of Technology, Guangzhou, China; School of Internet finance and information engineering, Guangdong University of Finance, Guangzhou, China; Guangzhou Panyu Polytechnic, School of information and technology, Guangzhou, China","2018 14th International Conference on Semantics, Knowledge and Grids (SKG)","2 May 2019","2018","","","115","122","The crowdsourcing mechanism, as an effective and economic alternative in data science study, has attracted substantial research interests in recent years. However, despite of numerous successful crowdsourcing applications, many crowdsourcers still suffer from the high cost issue. This is mainly due to the fact that most of the crowd workers are usually not professional experts, and thus, in order to ensure the quality of crowdsourcing, extra investment is introduced by hiring many crowd workers to work on every task multiple times to inhabit the noisy submissions. In this article, we propose an approach that can mitigate the crowdsourcer's investment by using less human efforts while at the same time still has provable guarantees for the refined results. Experimental results on two real-world datasets are inspiring and consistent with the theoretical analysis.","2325-0623","978-1-7281-0441-6","10.1109/SKG.2018.00023","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8703965","crowdsourcing;wisdom of the few;collaborative filtering","Task analysis;Crowdsourcing;Prediction algorithms;Investment;Motion pictures;Estimation;Economics","","","","30","IEEE","2 May 2019","","","IEEE","IEEE Conferences"
"Research on Complex Task Scheduling Algorithm in Crowdsourcing","M. Fu; J. Li; L. Chen; D. Chen","School of Computer Science and Technology, Huaibei Normal University, Huaibei, China; School of Computer Science and Technology, Huaibei Normal University, Huaibei, China; School of Computer Science and Technology, Huaibei Normal University, Huaibei, China; School of Computer Science and Technology, Huaibei Normal University, Huaibei, China",2023 8th International Conference on Cloud Computing and Big Data Analytics (ICCCBDA),"26 Jun 2023","2023","","","392","401","The crowdsourcing reflects the new concept of ""pay for work"" on the internet. However, the self-interest of users and the rapid growth of user number pose new challenges to the complex task allocation in crowdsourcing. In response to these challenges, two aspects of the work have been done. First, a benefit distribution algorithm based on a new evaluation index was proposed, which can solve the problem that the task scheduling optimization algorithm will reach the nonoptimal Nash equilibrium to some extent. Second, an allocation algorithm for complex tasks was proposed based on the best response strategy and benefit distribution results to improve the stability of task allocation under the premise of ensuring a higher system revenue. This algorithm solves the problem that the existing algorithms for crowdsourcing platform does not consider the users' self-interest and right values. The simulation results verified the effectiveness of the proposed algorithms.","2832-3734","978-1-6654-5533-6","10.1109/ICCCBDA56900.2023.10154857","National Natural Science Foundation of China; University Natural Science Research Project of Anhui Province; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10154857","crowdsourcing;task scheduling;task allocation algorithm","Crowdsourcing;Simulation;Heuristic algorithms;Dynamic scheduling;Mathematical models;Resource management;Indexes","","","","35","IEEE","26 Jun 2023","","","IEEE","IEEE Conferences"
"WorP: A Novel Worker Performance Prediction Model for General Tasks on Crowdsourcing Platforms","Q. Xing; W. Zhao; J. Yang; J. Wu; Q. Wang","Department of Computing, Macquarie University, Sydney, Australia; Department of Computing, Macquarie University, Sydney, Australia; Department of Computing, Macquarie University, Sydney, Australia; Department of Computing, Macquarie University, Sydney, Australia; Department of Computing, Macquarie University, Sydney, Australia",2021 IEEE International Conference on Web Services (ICWS),"11 Nov 2021","2021","","","161","166","Crowdsourcing platforms are widely used for requesters to find workers for general tasks. The answers to general tasks are usually open and not constrained by multiple choices. For the general tasks, the worker performance prediction models can facilitate the task assignment process in crowdsourcing. Worker performance prediction is affected by the three roles: the worker, the requester, and the task. The existing worker performance prediction models mainly consider the features of tasks and workers. However, these models rarely consider the features of requesters. And the existing worker performance prediction models for multiple-choice tasks are not suitable for general tasks as they are built based on the workers' accuracy on choices. In this work, we propose a worker performance prediction model by taking account of features of workers, tasks, and requesters to help requesters select workers for their general tasks on crowdsourcing platforms. We design a relationship learning module to learn the low dimension relationship representations of workers, tasks, and requesters. Furthermore, we design a performance learning model to predict workers' performance based on the features and relationship representations of workers, tasks, and requesters. A set of experiments against the realworld dataset from the Zhubajie platform has been conducted. Experimental results show that the proposed approach has better prediction results than the existing baseline methods.","","978-1-6654-1681-8","10.1109/ICWS53863.2021.00032","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9590201","Crowdsourcing;Worker Performance Prediction;General tasks;Requester Relationship;Requester Feature","Crowdsourcing;Web services;Conferences;Neural networks;Predictive models;Task analysis","","","","18","IEEE","11 Nov 2021","","","IEEE","IEEE Conferences"
"Towards a Regulation Compliant Crowdsourcing Mechanism in XG Through Multichain-Blockchain","M. Singh; W. Bjorndahl; A. Singh; J. Camp","Electrical and Computer Engineering Department, Southern Methodist University, Dallas, USA; Electrical and Computer Engineering Department, Southern Methodist University, Dallas, USA; Department of Computer Science, Durham University, United Kingdom; Electrical and Computer Engineering Department, Southern Methodist University, Dallas, USA",2024 IEEE International Conference on Communications Workshops (ICC Workshops),"12 Aug 2024","2024","","","1437","1442","The collection and processing of data is vital in almost all domains of current and future technological developments and their sustainability. Wireless communication technologies are no exception to this and over the years substantial work has been done in this domain to achieve better data rates and better coverage areas. In real-time systems where wireless networks work, the number of interdependent factors is numerous making the simulated environments restricted for performance analysis and tweaking. Hence, crowdsourcing becomes a very suitable candidate for the collection of data for various under-lying purposes especially in the future generation called XG of wireless technologies. But, crowdsourcing has various challenges one of which is to ensure the system is compliant with various international policies for data collection storage, and processing guidelines. In this proposed ecosystem, a blockchain-based transparent logic and data crowdsourcing mechanism is used. The use of multichain blockchains is explored to find the viability and experiment with challenges in performing the same. The proposed underlying mechanisms are subjected to various use cases related to compliance rules. The evaluations support the viability of the proposed system to be explored at a large scale.","2694-2941","979-8-3503-0405-3","10.1109/ICCWorkshops59551.2024.10615849","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10615849","crowdsourcing;multichain;blockchain;GDPR;compliance;erasable blockchain;controllable sharing","Crowdsourcing;Conferences;Wireless networks;Ecosystems;Regulation;Real-time systems;Performance analysis","","","","17","IEEE","12 Aug 2024","","","IEEE","IEEE Conferences"
"Application Of Mobile Cloud Computing Using Crowdsourcing to Provide Quality of Service","R. Verma; R. Chhabra; R. Kumar; A. K. Rao; N. Kumar; A. Gehlot","Chitkara Center for Research and Development, Chitkara University, Himachal Pradesh, India; Centre of Research Impact and Outreach, Chitkara University, Rajpura, Punjab, India; Department of Computer Engineering & Applications, GLA University, Mathura; Lloyd Institute of Engineering & Technology, Greater Noida; Lloyd Law College, Greater Noida; Department of Electronics & Communication Engineering, Uttaranchal Institute of Technology, Uttaranchal University, Dehradun",2024 4th International Conference on Innovative Practices in Technology and Management (ICIPTM),"24 Jun 2024","2024","","","1","8","Mobile cloud computing represents a dynamic integration of mobile technology and cloud computing, fundamentally reshaping how services are accessed and utilized via mobile devices. Within this paradigm, crowdsourcing emerges as a potent tool for augmenting service quality across mobile applications and systems. This study delves into the synergy between mobile cloud computing and crowdsourcing, aiming to enhance service quality across diverse domains such as healthcare, transportation, and urban planning. By harnessing the collective intelligence and resources of the crowd, mobile cloud computing introduces innovative solutions to optimize resource allocation, diminish latency, and elevate user experiences. Our investigation explores the application of this symbiotic relationship, unveiling its multifaceted benefits, confronting challenges, and envisioning future potentials. Central to our research is the development of a framework that dynamically adapts cloud services based on various contextual factors including user activity, social dynamics, service specifics, and device attributes. This context-awareness-driven management approach ensures the provision of reliable cloud services, thereby bolstering the Quality of Service experienced on mobile devices. Through empirical analysis and theoretical exploration, we illuminate the efficacy of this framework in fostering a robust cloud service platform tailored to mobile environments. Ultimately, our findings underscore the transformative potential of integrating mobile cloud computing with crowdsourcing, heralding a new era of enhanced service delivery and user satisfaction in the mobile landscape.","","979-8-3503-0775-7","10.1109/ICIPTM59628.2024.10563920","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10563920","Mobile Cloud Computing;Crowdsourcing;Quality of Service;Mobile Applications;Resource Optimization;User Experience","Crowdsourcing;Symbiosis;Cloud computing;Technological innovation;Urban planning;Transportation;Quality of service","","","","22","IEEE","24 Jun 2024","","","IEEE","IEEE Conferences"
"Innovative Crowdsourcing Mobile App for Curriculum Design: Specification for a Prototype Mobile Application","Y. Zheng; J. Dawson","Department of Computer Science, York St John University, York, UK; Department of Computer Science, York St John University, York, UK",2016 IEEE Symposium on Service-Oriented System Engineering (SOSE),"19 May 2016","2016","","","180","186","There is a demand for curriculum design systems to support the representation, exchange, integration and sharing of curriculum data over the internet, especially for ubiquitous computing, the main aim of the research is to undertake a critical analysis of the practices of crowdsourcing in software, evaluating the procedures carried out in construction of pieces of software and assessing the crowdsourcing software features. This aim will be achieved by using crowdsourcing in higher education as a case study and a prototype app specification will be designed using the knowledge gained from the critical analysis.","","978-1-5090-2253-3","10.1109/SOSE.2016.38","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7473024","Crowdsourcing mobile app;Curriculum Design;Education","Crowdsourcing;Education;Mobile communication;Software;Web 2.0;Problem-solving;Electronic mail","","","","32","IEEE","19 May 2016","","","IEEE","IEEE Conferences"
"Blockchain-Based Crowdsourcing in UAV-Assisted Vehicular Edge Computing","Z. Yu; Z. Chang; J. Li; Y. Li; Y. Zhang","School of Computer Science and Engineering, University of Electronic Science and Technology of China, Chengdu, China; Faculty of Information Technology, University of Jyväskylä, Jyväskylä, Finland; School of Information and Communication Engineering, University of Electronic Science and Technology of China, Chengdu, China; Department of IoT Technology Research, China Mobile Research Institute, Beijing, China; Department of IoT Technology Research, China Mobile Research Institute, Beijing, China",2023 IEEE Globecom Workshops (GC Wkshps),"21 Mar 2024","2023","","","503","508","Utilizing the flexibility advantages of the unmanned aerial vehicle (UAV), the emerging vehicular edge computing (VEC) is able to expand service and computing capability to the vehicular network. In this paper, we consider a crowdsourcing problem and propose a joint blockchain-based framework that enables end users to request services from UAV-assisted VEC system in emergency scenarios. Our framework leverages the global data relevant to the task by uploading it to the public blockchain for storage and tracing, where UAV and vehicles play important roles. Meanwhile, data specific to private networks is stored in the consortium blockchain to relieve data pressure on the public blockchain and improve the efficiency of the lookup process of public blockchain. During the task processing phase, we create a two-layer contract for the crowdsourcing network to incentivize the UAV network and vehicles to participate in task processing phase. We validate the feasibility of our two-layer contract through extensive simulations, which demonstrate the potential of our proposed framework to improve the efficiency of crowdsourcing in an UAV-assisted VEC.","","979-8-3503-7021-8","10.1109/GCWkshps58843.2023.10464947","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10464947","Consortium Blockchain;Vehicular Edge Computing;Unmanned Aerial Vehicles;Crowdsourcing;Contract Theory;Incentive Mechanism","Crowdsourcing;Analytical models;Computational modeling;Conferences;Autonomous aerial vehicles;Blockchains;Task analysis","","","","12","IEEE","21 Mar 2024","","","IEEE","IEEE Conferences"
"PUMiner: Mining Security Posts from Developer Question and Answer Websites with PU Learning","T. H. Minh Le; D. Hin; R. Croft; M. A. Babar","School of Computer Science, The University of Adelaide, Adelaide, Australia; School of Computer Science, The University of Adelaide, Adelaide, Australia; School of Computer Science, The University of Adelaide, Adelaide, Australia; School of Computer Science, The University of Adelaide, Adelaide, Australia",2020 IEEE/ACM 17th International Conference on Mining Software Repositories (MSR),"20 Jun 2023","2020","","","350","361","Security is an increasing concern in software development. Developer Question and Answer (Q&A) websites provide a large amount of security discussion. Existing studies have used human-defined rules to mine security discussions, but these works still miss many posts, which may lead to an incomplete analysis of the security practices reported on Q&A websites. Traditional supervised Machine Learning methods can automate the mining process; however, the required negative (non-security) class is too expensive to obtain. We propose a novel learning framework, PUMiner, to automatically mine security posts from Q&A websites. PUMiner builds a context-aware embedding model to extract features of the posts, and then develops a two-stage PU model to identify security content using the labelled Positive and Unlabelled posts. We evaluate PUMiner on more than 17.2 million posts on Stack Overflow and 52,611 posts on Security StackExchange. We show that PUMiner is effective with the validation performance of at least 0.85 across all model configurations. Moreover, Matthews Correlation Coefficient (MCC) of PUMiner is 0.906, 0.534 and 0.084 points higher than one-class SVM, positive-similarity filtering, and one-stage PU models on unseen testing posts, respectively. PUMiner also performs well with an MCC of 0.745 for scenarios where string matching totally fails. Even when the ratio of the labelled positive posts to the unlabelled ones is only 1:100, PUMiner still achieves a strong MCC of 0.65, which is 160% better than fully-supervised learning. Using PUMiner, we provide the largest and up-to-date security content on Q&A websites for practitioners and researchers.","2574-3864","978-1-4503-7517-7","10.1145/3379597.3387443","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10148721","Mining Software Repositories;Positive Unlabelled Learning;Machine Learning;Natural Language Processing;Software Security","Support vector machines;Correlation coefficient;Filtering;Machine learning;Feature extraction;Software;Security","","8","","80","","20 Jun 2023","","","IEEE","IEEE Conferences"
