"Document Title",Authors,"Author Affiliations","Publication Title",Date Added To Xplore,"Publication Year","Volume","Issue","Start Page","End Page","Abstract","ISSN",ISBNs,"DOI",Funding Information,PDF Link,"Author Keywords","IEEE Terms","Mesh_Terms",Article Citation Count,Patent Citation Count,"Reference Count","License",Online Date,Issue Date,"Meeting Date","Publisher",Document Identifier
"A Community-Driven Workflow Recommendations and Reuse Infrastructure","J. Zhang; C. Lee; S. Xiao; P. Votava; T. J. Lee; R. Nemani; I. Foster","Carnegie Mellon University, USA; Carnegie Mellon University, USA; Carnegie Mellon University, USA; NASA Ames Research Center, USA; Science Mission Directorate, NASA Headquarters, USA; NASA Ames Research Center, USA; University of Chicago and Argonne National Lab, USA",2014 IEEE 8th International Symposium on Service Oriented System Engineering,"12 Jun 2014","2014","","","162","172","NASA Earth Exchange (NEX) aims to provide a platform to enable and facilitate scientific collaboration and knowledge sharing in the Earth sciences, as current satellite measurements rapidly magnify the accumulation of more than 40 years of NASA datasets. One of the main objectives of NEX is to help Earth scientists leverage and reuse various data processing software modules developed by their peers, in order to quickly run value-added executable experiments (workflows). Toward this goal, this paper reports our efforts of leveraging social network analysis to intelligently extract hidden information from data processing workflows. By modeling Earth science workflow modules as social entities and their dependencies as social relationships, this research opens up new vistas for applying social science to facilitate software reuse and distributed workflow development. As a proof of concept, a prototyping system has been developed as a plug-in to the NEX workflow design and management system (VisTrails) to aid Earth scientists in discovering and reusing workflow modules and extending them to solve more complex science problems.","","978-1-4799-3616-8","10.1109/SOSE.2014.23","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6830902","","Collaboration;Earth;Social network services;Mashups;Engines;Context","","2","","31","IEEE","12 Jun 2014","","","IEEE","IEEE Conferences"
"Safety Analysis of Cryogenic Loading System Based on Knowledge Graph","Y. Liu; Y. Chai; W. Lin; X. Li","Key Laboratory of complex system safety and control Ministry of Education; College of Automation, Chongqing University, Chongqing, P. R. China; Key Laboratory of complex system safety and control Ministry of Education; College of Automation, Chongqing University, Chongqing, P. R. China; Key Laboratory of complex system safety and control Ministry of Education; College of Automation, Chongqing University, Chongqing, P. R. China; Key Laboratory of complex system safety and control Ministry of Education; College of Automation, Chongqing University, Chongqing, P. R. China",2021 40th Chinese Control Conference (CCC),"6 Oct 2021","2021","","","4677","4682","Aiming at the problem that it is difficult to realize the traditional way of establishing mechanism model and then analyzing the safety of cryogenic loading system, this paper proposes to build a ""system-subsystem-equipment"" functional hierarchy model to simplify the difficulty of safety analysis. In order to solve the problems of scattered research results of system safety analysis and difficult knowledge sharing, this paper uses knowledge graph to integrate knowledge related to filling accidents, establishes ontology model of cryogenic loading system based on OWL, realizes the association among accident, evaluation index, monitoring data and other ontologies, and uses SWRL to establish the corresponding relationship among class, instance and attribute. The safety knowledge ontology and SWRL rules are put into the rule engine for reasoning and mining the hidden knowledge. Finally, an example of the actuator subsystem in cryogenic loading system is analyzed. The results show that the method can solve the problems of knowledge representation difficulty, lack of automatic semantic reasoning, poor reusability and sharing in cryogenic loading system.","1934-1768","978-9-8815-6380-4","10.23919/CCC52363.2021.9549349","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9549349","knowledge graph;SWRL rules;safety analysis;filling accidents","Analytical models;Loading;Cryogenics;Ontologies;Filling;Cognition;Safety","","1","","5","","6 Oct 2021","","","IEEE","IEEE Conferences"
"Student outcomes of short-term international humanitarian engineering fieldwork","A. R. Nassar; K. Holmes; K. Mehta","Humanitarian Engineering and Social Entrepreneurship (HESE) Program, The Pennsylvania State University, University Park, United States; Humanitarian Engineering and Social Entrepreneurship (HESE) Program, The Pennsylvania State University, University Park, United States; Humanitarian Engineering and Social Entrepreneurship (HESE) Program, The Pennsylvania State University, University Park, United States",2016 IEEE Frontiers in Education Conference (FIE),"1 Dec 2016","2016","","","1","9","This study assesses the self-reported outcomes of engagement in a three-week-long, international humanitarian engineering fieldwork course for undergraduate and graduate students. As part of the fieldwork, multi-disciplinary teams of students designed technology-based ventures in low-resource countries, including Kenya, Tanzania, India or Nicaragua. The venture development required students to engage business partners, work closely with the local communities, and conduct formal and informal presentations. Ventures included development of a solar-powered food dryer, biogas digester, affordable greenhouses, inexpensive biomedical devices, knowledge sharing platform for self-employed women, and a networked telemedicine system. Students reflected on their experiences at the conclusion of the fieldwork course. The researchers analyzed 106 students' self-reported outcomes using a mixed-methods approach. Broad categories of outcomes identified by students included teamwork, intercultural competency, professional and personal development. In this paper, we examine the themes emerging from the self-reported outcomes with the goal of better understanding how students process their experiences and the value of such experiences to students from the course and similar community-engaged scholarship experiences. The results presented in the paper can be leveraged to strengthen fieldwork experiences and develop effective strategies for branding the value of entrepreneurship education.","","978-1-5090-1790-4","10.1109/FIE.2016.7757494","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7757494","Humanitarian Engineering;Learning Outcomes;Fieldwork;Social Entrepreneurship","Entrepreneurship;Scholarships;Knowledge engineering;Context;Teamwork;Market research;Engineering students","","1","","6","IEEE","1 Dec 2016","","","IEEE","IEEE Conferences"
"Perceived, Projected, and True Investment Expertise: Not All Experts Provide Expert Recommendations","A. Shavit; S. Shah","Thomson Reuters, New York, NY, USA; Thomson Reuters, New York, NY, USA",2016 IEEE International Conference on Data Science and Advanced Analytics (DSAA),"26 Dec 2016","2016","","","361","369","Social networks enable knowledge sharing that inevitably begs the question of expertise analysis. Many online profiles claim expertise, but possessing true expertise is rare. We characterize expertise as projected expertise (claims of a person), perceived expertise (how the crowd perceives the individual) and true expertise (factual). StockTwits, an investor-focused microblogging platform, allows us to study all three aspects simultaneously. We analyze more than 18 million tweets spanning 1700 days. The large time scale allows us to also analyze expertise and its categories as they evolve over time, which is the first study of its kind on StockTwits. We propose a method to capture perceived expertise by how significantly a user's follower network grows and how often the user is brought up in conversations. We also quantify actual, market-based, true expertise based on the user's trade and investment recommendations. Finally we provide an analysis bringing out the differences between how users project themselves, how the crowd perceives them, and how they are actually performing on the market. Our results show that users who project themselves as experts are ones that talk the most and provide the least recommendation-to-tweet ratio (that is, most of their conversations are mundane). The recommendations from users who project novice expertise slightly outperform (≈5%) the overall stock market. On the other hand, the trade recommendations from self-proclaimed experts yield 80% less than those of intermediate traders. Interestingly, users who are perceived as experts by others, as measured by centrality measurements, resulted in net negative returns after a four year trading period. Our study also looks at the evolution of expertise, and begins to understand why and what makes users change the way they project their own expertise. For this topic, however, this paper introduces more questions than it answers, which will serve as the basis for future studies.","","978-1-5090-5206-6","10.1109/DSAA.2016.45","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7796922","Social Networks;Stock Market;Microblogging Data;Information Retrieval;Opinion Mining;Expertise","Twitter;Stock markets;Investment;Internet;Context;Knowledge engineering","","1","","25","IEEE","26 Dec 2016","","","IEEE","IEEE Conferences"
"Semantic Web-Based Approach to Support Rational Unified Process Software Development","U. Pakdeetrakulwong","Nakhon Pathom Rajabhat University, Nakhon Pathom, TH","2018 IEEE SmartWorld, Ubiquitous Intelligence & Computing, Advanced & Trusted Computing, Scalable Computing & Communications, Cloud & Big Data Computing, Internet of People and Smart City Innovation (SmartWorld/SCALCOM/UIC/ATC/CBDCom/IOP/SCI)","6 Dec 2018","2018","","","432","438","Software project team members need to gain necessary information to facilitate the timely production of high-quality software. As a result, effective knowledge management and knowledge sharing are crucial for team-based collaborative software development. In this paper, the Semantic Web-based framework to support software project teams has been proposed by formalising software development knowledge in the form of an ontology. The developed ontology is based on the main concepts defined in the Rational Unified Process (RUP) and the relationships between them. The ontology provides mechanisms to reason and infer knowledge in domains that are not explicitly declared. It can facilitate team members in obtaining information which is necessary to complete collaborative tasks, such as software traceability, software component reuse or identifying missing information. Utilising ontology reasoning services can improve software development information retrieval which is lacking in traditional software applications.","","978-1-5386-9380-3","10.1109/SmartWorld.2018.00102","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8560080","Rational Unified Process, Semantic Web, software development","Software;Ontologies;Semantics;OWL;Software engineering;Knowledge engineering;Cognition","","1","","","IEEE","6 Dec 2018","","","IEEE","IEEE Conferences"
"Federated Learning with Differential Privacy for Intrusion Detection in Internet of Flying Things: A Robust Approach","V. U. Ihekoronye; D. -S. Kim; J. M. Lee","Department of IT Convergence Engineering, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Kumoh National Institute of Technology, Gumi, South Korea; Department of IT Convergence Engineering, Kumoh National Institute of Technology, Gumi, South Korea",2023 14th International Conference on Information and Communication Technology Convergence (ICTC),"23 Jan 2024","2023","","","932","937","In recent times, Federated Learning (FL) has emerged as a decentralized framework for intelligent knowledge sharing, demonstrating a degree of privacy preservation in safeguarding users’ sensitive information across various cyber-physical networks like the Internet of Flying Things (IoFT) network. Nevertheless, there exists a vulnerability wherein adversaries can deduce clients’ gradient or parameter updates to compromise privacy. This vulnerability is particularly concerning due to the clients’ utilization of cybersecurity models aimed at securing the network against cyber intrusions and attacks. This study investigates the utilization of Gaussian and Laplace differential privacy (DP) mechanisms by clients during local training to obfuscate their model parameters, thereby mitigating the risk of data leakage. Extensive simulations utilizing the edge-IIoT dataset, validate the effectiveness of perturbing client models, in terms of upholding privacy and enhancing global model performance. Thus, demonstrating significant global model accuracy of 90%, specifically with the introduction of Laplace noise outperforming an unperturbed global model in a scalable network.","2162-1241","979-8-3503-1327-7","10.1109/ICTC58733.2023.10392902","Ministry of Education; ","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=10392902","Cybersecurity;Differential Privacy;Drone Network Security;Federated Learning;Internet of Flying Things;Intrusion Detection","Training;Performance evaluation;Knowledge engineering;Privacy;Differential privacy;Federated learning;Image edge detection","","1","","14","IEEE","23 Jan 2024","","","IEEE","IEEE Conferences"
"Formal Model of Collaborative Fault Tolerant Planning in Multi-Robotic Systems","E. Troubitsyna","Dept. of Computer Science, KTH - Royal Institute of Technology, Stockholm, Sweden","2022 8th International Conference on Control, Decision and Information Technologies (CoDIT)","30 Jun 2022","2022","1","","1438","1443","Multi-robotic systems are typical examples of com-plex multi-agent systems. The robots - autonomous agents - should cooperate with each other while planning and executing tasks required for achieving various missions. While designing multi-robotic systems, especially for such critical applications as surveillance and rescue operations, we should ensure that the missions could be successfully completed despite robot failures. Therefore, guaranteeing system fault tolerance constitutes an important design goal. However, achieving fault tolerance for multi-agent systems is a notoriously difficult task due to highly decentralized control and asynchronous communication between the agents. In this paper, we propose a formalization of fault tolerance behavior of cooperative mission planning for the multi-robotic system. Our model incorporates such essential fault tolerance mechanisms as the cooperative error recovery and dynamic reconfiguration. To demonstrate how to specify and verify essential fault tolerance requirements, we propose several dedicated mechanisms for knowledge sharing between the robots, which enable cooperative planning. We define the mission as a set of goals that should be accomplished by a collaborative functioning of the robots and derive the conditions for enabling fault tolerant planning and coordinated execution.","2576-3555","978-1-6654-9607-0","10.1109/CoDIT55151.2022.9804073","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9804073","multi-agent systems;planning;fault tolerance;coordination","Fault tolerance;Robot kinematics;Surveillance;Fault tolerant systems;Collaboration;Autonomous agents;Planning","","1","","19","IEEE","30 Jun 2022","","","IEEE","IEEE Conferences"
"Cooperative IaaS Resource Management: Policy and Simulation Framework","G. S. Tran; T. P. Nghiem","University of Science and Technology of Hanoi, Cau Giay, Hanoi, Vietnam; University of Science and Technology of Hanoi, Cau Giay, Hanoi, Vietnam",2015 Seventh International Conference on Knowledge and Systems Engineering (KSE),"7 Jan 2016","2015","","","31","36","Resource management is one of the main services that all cloud models must ensure. This objective can be done either by the customer (using an application manager) or by the provider (with a server consolidation system). A cooperative resource management policy exploits elastic VMs and knowledge sharing between the customer and the provider in order to support splitting and merging virtual machines. ""Splitting"" VMs will help in optimizing resource usage while ""merging"" collocated VMs (ones that are placed on the same physical server) reduces performance and memory overhead. This combined policy aims at saving cost for the two actors and improve performance for the customer. A set of experiments to evaluate the effectiveness of the cooperative resource management policy was performed using a small, private IaaS. However, the verification of this policy must be evaluated in a larger scope. In this paper, we describe the cooperation policy, our cloud resource management simulation framework, and then demonstrate our large scale experiment with our proposed cooperative resource management policy using the framework. The evaluation shows that our policy outperforms uncoordinated resource management in traditional IaaS with better virtualized and physical resource usage.","","978-1-4673-8013-3","10.1109/KSE.2015.13","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7371754","Cloud Computing;Resource Management;Cooperation;Simulation;Framework","Resource management;Servers;Cloud computing;Merging;Computational modeling;Runtime","","1","","16","IEEE","7 Jan 2016","","","IEEE","IEEE Conferences"
"Sharing Blockchain Performance Knowledge for Edge Service Development","F. Rydzi; H. -L. Truong","Independent; Department of Computer Science, Aalto University, Espoo, Finland",2019 IEEE 5th International Conference on Collaboration and Internet Computing (CIC),"13 Feb 2020","2019","","","20","29","The integration of Internet of Things (IoT) and cloud services with edge technologies has enabled the development of many new types of edge services, which leverage blockchain features for cross-organizational, traceable and verifiable records. However, developing such edge services with blockchain features requires not only knowledge about complex blockchain technologies but also how blockchain technologies coexist with edge computing service models and architectures and deployments. In the context of edge service development, coupling edge systems, software models for edge services and blockchain technologies is complex. Thus, a strong collaboration and knowledge sharing for edge systems and blockchain technologies will help addressing many concerns of the developer. However, there is a lack of frameworks for sharing knowledge about blockchain software artefacts and deployments for edge services. In this paper, we present various types of information linking blockchain performance with service deployments at different levels. We represent and associate benchmarked performance information of blockchain operation and blockchain infrastructural services with common edge service interactions and resource deployments. Based on that, we develop a service offering blockchain knowledge to the developer seeking relevant blockchain operation information for their development decisions. We will present a prototype of our framework with benchmarked information obtained from experiments with Ethereum and Hyperledger.","","978-1-7281-6739-8","10.1109/CIC48465.2019.00012","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=8998488","blockchain, edge computing, performance, knowledge sharing, software development, benchmark","Peer-to-peer computing;Software;Benchmark testing;Topology;Cloud computing;Proposals","","1","","28","IEEE","13 Feb 2020","","","IEEE","IEEE Conferences"
"A research approach to analyse and foster discipline-specific language competency in software engineering education","C. Gold-Veerkamp; J. Abke; I. Diethelm","University of Applied Sciences Aschaffenburg, Aschaffenburg; University of Applied Sciences Aschaffenburg, Aschaffenburg; Carl von Ossietzky University, Oldenburg",2016 IEEE Global Engineering Education Conference (EDUCON),"23 May 2016","2016","","","652","659","Language - spoken and written - is the medium for information and knowledge sharing; and it is almost always even a role of every subject in (higher) education. The language therefore plays an important part in teaching and learning. This is further underlined by the fact that ""discipline-specific language"" - which is ""the uses of language in university discipline learning and teaching and in professional life in a particular discipline"" [1, p. 1] - can be understood as a link between knowledge and generic/personal/interpersonal competencies; especially communication skills. In this paper a research proposal is outlined to enable an enhanced and conscious approach to the use of language and special terms in Software Engineering in higher education. This is done by a two-piece approach that considers terminology from a linguistic and a didactical point of view. All of this combined is intended to contribute toward the development of a terminology in Software Engineering and, in a wider context, to reach the top goal of this research agenda: To be able to obtain recommendations for action for teaching and learning methods to improve the quality and sustainability of teaching and learning in this discipline.","2165-9567","978-1-4673-8633-3","10.1109/EDUCON.2016.7474619","","https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7474619","discipline-specific language;language for specific purposes;terminology;terms;competencies;communication;education;Software Engineering","Education;Software engineering;Terminology;Pragmatics;Context;Employment;Computer science","","1","","46","IEEE","23 May 2016","","","IEEE","IEEE Conferences"
